,Feature Name
Feature n°1,CCR2nncMC_S6
Feature n°2,CCR2nncMC_NFkB
Feature n°3,CD41hiCD61hiPLT_p38
Feature n°4,CD41hiCD61hiPLT_MAPKAPK2
Feature n°5,CD4Trm_STAT6
Feature n°6,CD61pCD41pPLT_STAT3
Feature n°7,CD62LpImmatureNeutrophils_IkB
Feature n°8,intMC_S6
Feature n°9,MDSC_S6
