,ROC AUC,Average Precision,N features,CVS
STABL,"0.830 [0.616, 0.980]","0.870 [0.653, 0.986]","10.000 [9.000, 11.250]","0.545 [0.471, 0.643]"
SS 03,"0.860 [0.640, 1.000] (p=0.372)","0.917 [0.724, 1.000] (p=0.341)","15.000 [14.000, 16.000] (p=2.442e-06)","0.706 [0.611, 0.789] (p=1.605e-15)"
SS 05,"0.850 [0.625, 1.000] (p=0.491)","0.904 [0.701, 1.000] (p=0.383)","12.000 [10.750, 13.000] (p=1.043e-02)","0.667 [0.538, 0.786] (p=6.809e-09)"
SS 08,"0.550 [0.252, 0.820] (p=0.014)","0.684 [0.441, 0.900] (p=0.003)","5.000 [4.000, 5.000] (p=6.841e-08)","0.571 [0.429, 0.667] (p=6.195e-01)"
Lasso,"0.800 [0.545, 1.000] (p=0.386)","0.868 [0.661, 1.000] (p=0.514)","17.000 [15.750, 18.000] (p=1.194e-05)","0.636 [0.500, 0.761] (p=2.632e-04)"
Lasso 1SE,"0.870 [0.667, 1.000] (p=0.323)","0.905 [0.720, 1.000] (p=0.378)","16.500 [15.750, 18.000] (p=1.385e-05)","0.636 [0.543, 0.737] (p=6.909e-05)"
ElasticNet,"0.910 [0.747, 1.000] (p=0.245)","0.937 [0.810, 1.000] (p=0.268)","72.000 [57.750, 105.500] (p=6.331e-08)","0.575 [0.465, 0.693] (p=7.222e-01)"
