,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.500, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.180 [0.024, 0.394] (p=0.027)","0.370 [0.217, 0.626] (p=0.026)","6.000 [6.000, 6.000] (p=9.505e-87)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.180 [0.020, 0.390] (p=0.022)","0.370 [0.220, 0.616] (p=0.024)","6.000 [6.000, 6.000] (p=9.505e-87)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.210 [0.020, 0.440] (p=0.035)","0.449 [0.247, 0.720] (p=0.351)","2.500 [2.000, 4.000] (p=3.310e-71)","0.500 [0.400, 0.667] (p=0.000e+00)"
Lasso,"0.500 [0.500, 0.500] (p=1.0)","0.500 [0.300, 0.700] (p=1.0)","0.000 [0.000, 0.000] (p=1.000e+00)","0.000 [0.000, 0.000] (p=1.000e+00)"
Lasso 1SE,"0.500 [0.500, 0.500] (p=1.0)","0.500 [0.300, 0.700] (p=1.0)","0.000 [0.000, 0.000] (p=1.000e+00)","0.000 [0.000, 0.000] (p=1.000e+00)"
ElasticNet,"0.570 [0.312, 0.838] (p=0.323)","0.551 [0.333, 0.898] (p=0.343)","0.000 [0.000, 0.000] (p=1.000e+00)","0.000 [0.000, 0.000] (p=1.000e+00)"
