,Fold selected features,Fold nb of features
Fold 0,"['STAT3', 'S6', 'IkB', 'MAPKAPK2', 'CREB']",5
Fold 1,"['STAT3', 'S6', 'IkB', 'MAPKAPK2']",4
Fold 2,"['STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2', 'Frequency']",6
Fold 3,"['STAT3', 'S6', 'IkB', 'CREB', 'Frequency']",5
Fold 4,"['STAT3', 'S6', 'IkB', 'MAPKAPK2', 'CREB', 'Frequency']",6
Fold 5,"['STAT3', 'S6', 'IkB', 'MAPKAPK2', 'CREB', 'Frequency']",6
Fold 6,"['STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2', 'CREB', 'Frequency']",7
Fold 7,"['STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2', 'CREB', 'p38', 'Frequency']",8
Fold 8,"['STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2', 'Frequency']",6
Fold 9,"['STAT3', 'S6', 'IkB', 'MAPKAPK2', 'CREB', 'Frequency']",6
Fold 10,"['STAT3', 'S6', 'IkB', 'NFkB']",4
Fold 11,"['STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2', 'CREB', 'p38', 'Frequency']",8
Fold 12,"['STAT3', 'S6', 'IkB', 'MAPKAPK2', 'CREB', 'Frequency']",6
Fold 13,"['STAT3', 'S6', 'IkB', 'NFkB']",4
Fold 14,"['STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2', 'CREB', 'p38', 'Frequency']",8
Fold 15,"['STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",5
Fold 16,"['STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",5
Fold 17,"['STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2', 'Frequency']",6
Fold 18,"['STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2', 'CREB', 'p38', 'Frequency']",8
Fold 19,"['STAT3', 'S6', 'IkB', 'NFkB', 'CREB', 'p38', 'Frequency']",7
Fold 20,"['STAT3', 'S6', 'IkB', 'NFkB']",4
Fold 21,"['STAT3', 'S6', 'IkB', 'MAPKAPK2', 'CREB', 'Frequency']",6
Fold 22,"['STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2', 'Frequency']",6
Fold 23,"['STAT3', 'S6', 'IkB', 'MAPKAPK2', 'CREB', 'Frequency']",6
Fold 24,"['STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2', 'CREB', 'p38', 'Frequency']",8
Fold 25,"['STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",5
Fold 26,"['STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2', 'CREB', 'p38', 'Frequency']",8
Fold 27,"['STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",5
