,ROC AUC,Average Precision,N features,CVS
STABL,"0.680 [0.430, 0.906]","0.756 [0.507, 0.934]","6.000 [0.000, 12.250]","0.000 [0.000, 0.347]"
SS 03,"0.860 [0.626, 1.000] (p=0.046)","0.917 [0.758, 1.000] (p=0.012)","15.000 [14.000, 15.250] (p=1.341e-04)","0.706 [0.591, 0.800] (p=1.359e-54)"
SS 05,"0.840 [0.600, 1.000] (p=0.096)","0.902 [0.732, 1.000] (p=0.022)","12.000 [10.750, 13.000] (p=2.663e-02)","0.667 [0.533, 0.786] (p=5.020e-52)"
SS 08,"0.540 [0.253, 0.791] (p=0.196)","0.671 [0.399, 0.882] (p=0.214)","5.000 [4.000, 5.000] (p=6.290e-01)","0.571 [0.429, 0.667] (p=6.093e-42)"
Lasso,"0.870 [0.687, 1.000] (p=0.052)","0.903 [0.727, 1.000] (p=0.024)","18.000 [16.000, 19.000] (p=1.047e-05)","0.652 [0.538, 0.734] (p=2.750e-51)"
Lasso 1SE,"0.870 [0.660, 1.000] (p=0.02)","0.911 [0.739, 1.000] (p=0.032)","17.000 [16.000, 19.000] (p=1.364e-05)","0.667 [0.583, 0.750] (p=4.281e-53)"
ElasticNet,"0.910 [0.750, 1.000] (p=0.008)","0.937 [0.784, 1.000] (p=0.001)","72.000 [57.750, 105.500] (p=5.686e-08)","0.577 [0.466, 0.693] (p=5.680e-43)"
