,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.500, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.490 [0.190, 0.762] (p=0.468)","0.618 [0.349, 0.871] (p=0.19)","15.000 [13.000, 15.000] (p=6.727e-09)","0.525 [0.444, 0.632] (p=1.220e-72)"
SS 05,"0.490 [0.208, 0.780] (p=0.468)","0.618 [0.356, 0.868] (p=0.181)","15.000 [13.000, 15.000] (p=6.727e-09)","0.525 [0.444, 0.632] (p=1.220e-72)"
SS 08,"0.490 [0.214, 0.778] (p=0.478)","0.618 [0.335, 0.880] (p=0.206)","15.000 [13.000, 15.000] (p=6.727e-09)","0.525 [0.444, 0.632] (p=1.220e-72)"
Lasso,"0.410 [0.132, 0.681] (p=0.295)","0.590 [0.308, 0.819] (p=0.235)","10.000 [1.000, 12.500] (p=1.079e-06)","0.111 [0.000, 0.353] (p=9.620e-36)"
Lasso 1SE,"0.480 [0.188, 0.760] (p=0.447)","0.620 [0.348, 0.854] (p=0.154)","10.000 [0.000, 12.000] (p=9.317e-06)","0.000 [0.000, 0.353] (p=8.721e-27)"
ElasticNet,"0.180 [0.021, 0.396] (p=0.029)","0.372 [0.219, 0.643] (p=0.043)","2.500 [0.000, 13.250] (p=6.667e-05)","0.000 [0.000, 0.113] (p=1.229e-17)"
