,ROC AUC,Average Precision,N features,CVS
STABL,"0.540 [0.260, 0.802]","0.657 [0.399, 0.873]","18.000 [8.500, 29.500]","0.311 [0.191, 0.423]"
SS 03,"0.465 [0.210, 0.740] (p=0.253)","0.524 [0.307, 0.853] (p=0.148)","10.000 [9.000, 11.250] (p=4.715e-02)","0.500 [0.375, 0.580] (p=1.706e-22)"
SS 05,"0.400 [0.154, 0.657] (p=0.167)","0.451 [0.287, 0.764] (p=0.027)","3.000 [2.000, 4.000] (p=1.270e-06)","0.400 [0.250, 0.500] (p=5.004e-06)"
SS 08,"0.510 [0.273, 0.747] (p=0.441)","0.518 [0.322, 0.792] (p=0.162)","0.000 [0.000, 1.000] (p=3.653e-08)","0.000 [0.000, 0.000] (p=4.917e-43)"
Lasso,"0.190 [0.050, 0.370] (p=0.015)","0.379 [0.219, 0.621] (p=0.015)","1.000 [0.000, 7.750] (p=2.563e-04)","0.000 [0.000, 0.000] (p=1.995e-43)"
Lasso 1SE,"0.180 [0.045, 0.375] (p=0.023)","0.374 [0.210, 0.623] (p=0.023)","0.500 [0.000, 6.250] (p=1.860e-04)","0.000 [0.000, 0.000] (p=1.753e-44)"
ElasticNet,"0.320 [0.062, 0.590] (p=0.101)","0.505 [0.264, 0.764] (p=0.179)","8.500 [2.250, 81.500] (p=8.709e-01)","0.067 [0.000, 0.293] (p=1.009e-17)"
