,ROC AUC,Average Precision,N features,CVS
STABL,"0.420 [0.177, 0.679]","0.518 [0.281, 0.763]","1.000 [0.000, 7.000]","0.000 [0.000, 0.143]"
SS 03,"0.310 [0.088, 0.560] (p=0.124)","0.432 [0.238, 0.715] (p=0.088)","8.000 [8.000, 8.000] (p=6.627e-52)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.310 [0.091, 0.582] (p=0.134)","0.432 [0.254, 0.729] (p=0.103)","8.000 [8.000, 8.000] (p=2.586e-42)","1.000 [0.875, 1.000] (p=0.000e+00)"
SS 08,"0.460 [0.209, 0.740] (p=0.408)","0.574 [0.306, 0.823] (p=0.27)","1.000 [0.000, 1.000] (p=9.543e-05)","0.000 [0.000, 0.000] (p=3.875e-41)"
Lasso,"0.210 [0.078, 0.360] (p=0.062)","0.430 [0.218, 0.670] (p=0.113)","0.000 [0.000, 1.250] (p=2.244e-07)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso 1SE,"0.210 [0.082, 0.360] (p=0.058)","0.430 [0.242, 0.656] (p=0.116)","0.000 [0.000, 1.250] (p=2.244e-07)","0.000 [0.000, 0.000] (p=0.000e+00)"
ElasticNet,"0.180 [0.022, 0.417] (p=0.062)","0.370 [0.215, 0.648] (p=0.047)","0.000 [0.000, 1.000] (p=3.096e-09)","0.000 [0.000, 0.000] (p=0.000e+00)"
