,ROC AUC,Average Precision,N features,CVS
STABL,"0.450 [0.346, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.450 [0.190, 0.758] (p=0.537)","0.511 [0.295, 0.841] (p=0.449)","7.000 [6.000, 7.000] (p=5.703e-78)","0.857 [0.857, 1.000] (p=0.000e+00)"
SS 05,"0.490 [0.222, 0.771] (p=0.398)","0.522 [0.291, 0.863] (p=0.441)","4.000 [4.000, 5.000] (p=2.457e-76)","0.800 [0.600, 1.000] (p=0.000e+00)"
SS 08,"0.460 [0.208, 0.737] (p=0.474)","0.503 [0.290, 0.842] (p=0.488)","1.000 [1.000, 1.000] (p=1.545e-77)","1.000 [1.000, 1.000] (p=0.000e+00)"
Lasso,"0.510 [0.220, 0.770] (p=0.338)","0.549 [0.327, 0.857] (p=0.353)","7.000 [3.000, 9.000] (p=6.705e-63)","0.500 [0.143, 0.778] (p=0.000e+00)"
Lasso 1SE,"0.510 [0.240, 0.780] (p=0.38)","0.549 [0.313, 0.864] (p=0.338)","7.000 [3.000, 9.000] (p=6.705e-63)","0.500 [0.143, 0.778] (p=0.000e+00)"
ElasticNet,"0.250 [0.061, 0.473] (p=0.096)","0.395 [0.230, 0.694] (p=0.048)","4.000 [0.000, 5.000] (p=3.095e-42)","0.000 [0.000, 0.556] (p=0.000e+00)"
