,C'=' 0.044,C'=' 0.530,C'=' 1.015,C'=' 1.501,C'=' 1.986,C'=' 2.472,C'=' 2.957,C'=' 3.443,C'=' 3.928,C'=' 4.414
artificial.1,0.0,0.149,0.194,0.213,0.223,0.233,0.245,0.255,0.264,0.269
artificial.2,0.0,0.025,0.03,0.031,0.036,0.038,0.041,0.044,0.045,0.047
artificial.3,0.0,0.015,0.022,0.03,0.036,0.039,0.042,0.044,0.046,0.049
artificial.4,0.0,0.067,0.079,0.096,0.1,0.11,0.119,0.124,0.134,0.143
artificial.5,0.0,0.005,0.011,0.014,0.017,0.019,0.021,0.022,0.025,0.027
artificial.6,0.0,0.016,0.03,0.036,0.043,0.047,0.055,0.061,0.063,0.066
artificial.7,0.0,0.002,0.006,0.008,0.008,0.013,0.016,0.017,0.019,0.02
artificial.8,0.0,0.072,0.099,0.108,0.117,0.124,0.133,0.143,0.15,0.155
artificial.9,0.0,0.003,0.003,0.004,0.005,0.005,0.005,0.008,0.009,0.009
artificial.10,0.0,0.25,0.293,0.319,0.343,0.358,0.377,0.394,0.408,0.419
artificial.11,0.0,0.016,0.023,0.03,0.034,0.037,0.038,0.043,0.049,0.054
artificial.12,0.0,0.061,0.087,0.103,0.116,0.135,0.143,0.153,0.162,0.169
artificial.13,0.0,0.113,0.141,0.156,0.172,0.186,0.198,0.214,0.223,0.235
artificial.14,0.0,0.013,0.016,0.018,0.019,0.02,0.022,0.024,0.026,0.027
artificial.15,0.0,0.008,0.01,0.011,0.015,0.016,0.02,0.023,0.029,0.032
artificial.16,0.0,0.078,0.109,0.126,0.139,0.154,0.17,0.178,0.187,0.191
artificial.17,0.0,0.066,0.095,0.114,0.122,0.138,0.154,0.167,0.178,0.188
artificial.18,0.0,0.026,0.035,0.041,0.047,0.05,0.054,0.058,0.064,0.069
artificial.19,0.0,0.074,0.104,0.119,0.131,0.143,0.152,0.16,0.169,0.178
artificial.20,0.0,0.005,0.01,0.014,0.021,0.023,0.029,0.034,0.036,0.04
artificial.21,0.0,0.101,0.145,0.171,0.192,0.215,0.229,0.245,0.256,0.262
artificial.22,0.0,0.012,0.02,0.025,0.027,0.029,0.031,0.032,0.036,0.037
artificial.23,0.0,0.014,0.018,0.023,0.025,0.031,0.035,0.038,0.042,0.047
artificial.24,0.0,0.056,0.075,0.084,0.089,0.096,0.103,0.104,0.108,0.113
artificial.25,0.0,0.043,0.054,0.059,0.063,0.07,0.073,0.077,0.079,0.082
artificial.26,0.0,0.001,0.007,0.009,0.012,0.013,0.014,0.018,0.019,0.024
artificial.27,0.0,0.135,0.174,0.191,0.211,0.231,0.24,0.257,0.267,0.28
artificial.28,0.0,0.155,0.193,0.215,0.231,0.249,0.258,0.271,0.287,0.299
artificial.29,0.0,0.078,0.098,0.104,0.117,0.122,0.129,0.139,0.145,0.151
artificial.30,0.0,0.026,0.044,0.056,0.068,0.076,0.087,0.099,0.103,0.11
artificial.31,0.0,0.051,0.068,0.07,0.079,0.089,0.096,0.101,0.108,0.113
artificial.32,0.0,0.017,0.023,0.026,0.029,0.031,0.035,0.037,0.039,0.042
artificial.33,0.0,0.038,0.059,0.066,0.072,0.08,0.085,0.09,0.093,0.097
artificial.34,0.0,0.016,0.029,0.035,0.039,0.042,0.048,0.053,0.057,0.061
artificial.35,0.0,0.326,0.396,0.437,0.467,0.48,0.497,0.518,0.53,0.542
artificial.36,0.0,0.118,0.146,0.164,0.172,0.18,0.191,0.197,0.209,0.22
artificial.37,0.0,0.003,0.007,0.011,0.011,0.017,0.018,0.021,0.024,0.025
artificial.38,0.0,0.003,0.005,0.005,0.008,0.008,0.008,0.012,0.013,0.015
artificial.39,0.0,0.082,0.112,0.134,0.148,0.172,0.192,0.207,0.217,0.229
artificial.40,0.0,0.074,0.098,0.111,0.119,0.134,0.15,0.157,0.163,0.171
artificial.41,0.0,0.026,0.03,0.034,0.035,0.039,0.044,0.047,0.052,0.053
artificial.42,0.0,0.017,0.025,0.031,0.034,0.036,0.042,0.044,0.047,0.048
artificial.43,0.0,0.047,0.058,0.07,0.075,0.078,0.082,0.089,0.096,0.104
artificial.44,0.0,0.094,0.109,0.124,0.144,0.159,0.174,0.186,0.199,0.205
artificial.45,0.0,0.237,0.286,0.319,0.34,0.355,0.371,0.382,0.394,0.411
artificial.46,0.0,0.005,0.01,0.013,0.016,0.019,0.02,0.024,0.027,0.033
artificial.47,0.0,0.043,0.056,0.068,0.074,0.08,0.086,0.088,0.094,0.1
artificial.48,0.0,0.201,0.258,0.295,0.314,0.338,0.353,0.373,0.389,0.402
artificial.49,0.0,0.0,0.0,0.001,0.002,0.003,0.003,0.003,0.004,0.004
artificial.50,0.0,0.129,0.166,0.181,0.2,0.215,0.232,0.244,0.252,0.267
artificial.51,0.0,0.014,0.022,0.023,0.027,0.031,0.035,0.036,0.039,0.044
artificial.52,0.0,0.038,0.052,0.061,0.063,0.069,0.079,0.089,0.094,0.097
artificial.53,0.0,0.029,0.045,0.055,0.058,0.062,0.067,0.075,0.078,0.081
artificial.54,0.0,0.033,0.047,0.06,0.068,0.077,0.085,0.088,0.09,0.096
artificial.55,0.0,0.088,0.113,0.131,0.143,0.152,0.159,0.166,0.17,0.177
artificial.56,0.0,0.009,0.021,0.027,0.035,0.04,0.042,0.05,0.052,0.054
artificial.57,0.0,0.195,0.241,0.265,0.283,0.303,0.317,0.331,0.345,0.363
artificial.58,0.0,0.014,0.031,0.041,0.045,0.051,0.053,0.055,0.058,0.061
artificial.59,0.0,0.008,0.019,0.022,0.025,0.025,0.03,0.034,0.037,0.04
artificial.60,0.0,0.057,0.071,0.079,0.082,0.087,0.096,0.097,0.103,0.109
