,ROC AUC,Average Precision,N features,CVS
STABL,"0.340 [0.101, 0.609]","0.466 [0.264, 0.749]","3.500 [0.000, 9.500]","0.000 [0.000, 0.367]"
SS 03,"0.415 [0.172, 0.725] (p=0.33)","0.495 [0.268, 0.789] (p=0.406)","5.000 [4.750, 6.000] (p=4.593e-01)","0.500 [0.375, 0.571] (p=9.136e-28)"
SS 05,"0.360 [0.212, 0.500] (p=0.447)","0.453 [0.250, 0.701] (p=0.442)","0.000 [0.000, 0.000] (p=8.709e-05)","0.000 [0.000, 0.000] (p=3.867e-27)"
SS 08,"0.500 [0.500, 0.500] (p=0.177)","0.500 [0.300, 0.700] (p=0.34)","0.000 [0.000, 0.000] (p=9.366e-06)","0.000 [0.000, 0.000] (p=3.867e-27)"
Lasso,"0.320 [0.081, 0.576] (p=0.44)","0.467 [0.243, 0.760] (p=0.525)","3.000 [0.750, 4.000] (p=3.103e-01)","0.143 [0.000, 0.333] (p=3.826e-01)"
Lasso 1SE,"0.340 [0.106, 0.590] (p=0.503)","0.473 [0.275, 0.761] (p=0.465)","2.000 [0.750, 3.000] (p=2.006e-01)","0.134 [0.000, 0.421] (p=2.669e-01)"
ElasticNet,"0.360 [0.121, 0.643] (p=0.422)","0.451 [0.266, 0.767] (p=0.427)","4.500 [3.000, 6.500] (p=9.238e-01)","0.375 [0.000, 0.600] (p=1.212e-06)"
