,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.350, 0.633]","0.529 [0.300, 0.758]","0.000 [0.000, 4.000]","0.000 [0.000, 0.000]"
SS 03,"0.580 [0.292, 0.845] (p=0.326)","0.535 [0.336, 0.877] (p=0.496)","4.000 [3.000, 4.000] (p=7.591e-18)","0.500 [0.400, 0.667] (p=0.000e+00)"
SS 05,"0.315 [0.172, 0.455] (p=0.099)","0.430 [0.242, 0.656] (p=0.162)","0.000 [0.000, 0.000] (p=9.747e-06)","0.000 [0.000, 0.000] (p=7.024e-278)"
SS 08,"0.500 [0.500, 0.500] (p=0.752)","0.500 [0.300, 0.700] (p=0.483)","0.000 [0.000, 0.000] (p=5.118e-19)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso,"0.840 [0.648, 0.990] (p=0.006)","0.876 [0.660, 0.989] (p=0.001)","17.000 [15.000, 18.250] (p=1.637e-66)","0.650 [0.545, 0.750] (p=0.000e+00)"
Lasso 1SE,"0.830 [0.614, 1.000] (p=0.005)","0.878 [0.694, 1.000] (p=0.002)","17.000 [15.000, 18.000] (p=2.645e-66)","0.650 [0.545, 0.750] (p=0.000e+00)"
ElasticNet,"0.910 [0.740, 1.000] (p=0.0)","0.937 [0.794, 1.000] (p=0.0)","76.000 [60.000, 105.500] (p=1.454e-69)","0.595 [0.486, 0.714] (p=0.000e+00)"
