,ROC AUC,Average Precision,N features,CVS
STABL,"0.780 [0.559, 0.950]","0.813 [0.575, 0.973]","3.500 [2.000, 7.000]","0.500 [0.286, 0.714]"
SS 03,"0.720 [0.454, 0.920] (p=0.321)","0.647 [0.386, 0.955] (p=0.185)","7.000 [7.000, 7.000] (p=2.019e-42)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.820 [0.583, 1.000] (p=0.368)","0.767 [0.511, 0.985] (p=0.413)","6.000 [4.000, 6.000] (p=4.957e-08)","0.833 [0.667, 1.000] (p=0.000e+00)"
SS 08,"0.610 [0.330, 0.875] (p=0.039)","0.626 [0.393, 0.924] (p=0.026)","2.000 [2.000, 2.000] (p=5.518e-33)","1.000 [0.500, 1.000] (p=0.000e+00)"
Lasso,"0.740 [0.494, 0.950] (p=0.364)","0.679 [0.434, 0.968] (p=0.215)","5.000 [5.000, 6.000] (p=8.970e-10)","0.833 [0.714, 1.000] (p=0.000e+00)"
Lasso 1SE,"0.740 [0.489, 0.953] (p=0.357)","0.679 [0.413, 0.972] (p=0.222)","5.000 [5.000, 6.000] (p=8.970e-10)","0.833 [0.714, 1.000] (p=0.000e+00)"
ElasticNet,"0.760 [0.494, 0.953] (p=0.419)","0.733 [0.474, 0.971] (p=0.195)","7.000 [6.000, 7.000] (p=7.460e-28)","0.857 [0.857, 1.000] (p=0.000e+00)"
