cytof,linear_fit,quadratic_fit,pval,a,b,class,pattern
Granulocytes_CREB_unstim,282.7656840919689,-287.49093931721455,0.0013989310952392388,-2.304055595881615e-5,-0.002910928397017747,quadratic,acceleration/decrease
Granulocytes_STAT5_unstim,98.32303725607454,-96.58998852432943,0.07120517162944215,8.580629692390789e-6,6.181396153005802e-5,quadratic,deceleration/decrease
Granulocytes_p38_unstim,1384.480310534721,-1383.6660500811358,0.13324511355621252,2.4815895863247627e-7,3.38073135725891e-5,quadratic,acceleration/increase
Granulocytes_STAT1_unstim,551.6368232283843,-549.6805664987866,0.21312944123990907,7.667987678246715e-7,-4.40709413682756e-5,quadratic,deceleration/decrease
Granulocytes_STAT3_unstim,85.20213875955906,85.98297288082145,0.6474989938801128,3.375404325275664e-5,0.002996672571708255,linear,linear
Granulocytes_S6_unstim,25.520953725399547,-24.293234923332214,0.008138641707385073,-1.8587335931834918e-5,-0.003346893884489695,quadratic,acceleration/decrease
Granulocytes_IkB_unstim,233.8237076618132,-232.79738797913882,0.0057966284422417,-1.041940344871887e-5,-0.0018174085887716488,quadratic,acceleration/decrease
Granulocytes_MAPKAPK2_unstim,549.4703438423741,-550.1107560362461,0.0296315387804236,-5.9747703590985545e-6,-8.028308754997528e-4,quadratic,acceleration/decrease
Granulocytes_NFkB_unstim,311.1657438479722,-310.90986627045453,0.12327127351058191,-1.076222962922932e-5,-0.0014061558787181534,quadratic,acceleration/decrease
Granulocytes_ERK_unstim,933.8750459926442,-933.3944963632708,0.9233948684237007,1.2608264573342746e-6,1.28314878498176e-4,quadratic,acceleration/increase
Granulocytes_STAT6_unstim,731.7002180992396,-729.7768827606527,0.18615616397591758,5.569691008374184e-7,-1.4713256848364239e-5,quadratic,deceleration/decrease
Bcells_CREB_unstim,1262.1854121018505,-1264.3153964127494,0.04579034000332255,-6.928268071949367e-7,-8.231443356482736e-5,quadratic,acceleration/decrease
Bcells_STAT5_unstim,244.83977624214225,-242.92847837948128,0.19978350789227128,3.0359491928213447e-6,-4.248140228448308e-5,quadratic,deceleration/decrease
Bcells_p38_unstim,Inf,-Inf,NA,0,0,quadratic,acceleration/decrease
Bcells_STAT1_unstim,601.2392598805159,-599.3159245419287,0.18615616397591722,8.603847086463074e-7,-2.272848024726137e-5,quadratic,deceleration/decrease
Bcells_STAT3_unstim,146.86143235208388,-144.93809701349676,0.18615616397591742,3.912658648979097e-6,-1.0335932743099915e-4,quadratic,deceleration/decrease
Bcells_S6_unstim,44.73500013949233,-42.82297120486358,0.2817518552702905,-5.890867376710378e-6,-2.3203005210914218e-5,quadratic,deceleration/increase
Bcells_IkB_unstim,505.2120343668576,-509.3058419004608,0.012412555618913999,-1.0459541874712426e-5,-0.0012329756109655283,quadratic,acceleration/decrease
Bcells_MAPKAPK2_unstim,342.67501952582387,-342.2431251618129,0.32543574267203057,-9.189973341234749e-6,-0.0011071948358034136,quadratic,acceleration/decrease
Bcells_NFkB_unstim,357.35195985536393,-361.7617396168873,0.00638744567387051,-1.7551414059451035e-5,-0.002113928637429416,quadratic,acceleration/decrease
Bcells_ERK_unstim,Inf,-Inf,NA,0,0,quadratic,acceleration/decrease
Bcells_STAT6_unstim,253.05011119470015,-251.12677585611306,0.1861561639759176,2.74630079724803e-6,-7.254806227495343e-5,quadratic,deceleration/decrease
cMCs_CREB_unstim,271.09699602665904,-273.5260952531449,0.0014538268051507545,-1.951372337533174e-5,-0.0026845542822465603,quadratic,acceleration/decrease
cMCs_STAT5_unstim,84.69077280029802,-83.00549234705056,0.20218108289092518,9.749114781972947e-6,3.86515993990926e-4,quadratic,deceleration/decrease
cMCs_p38_unstim,839.9520202904987,-838.3562321808351,0.41015615372022796,8.910262032253964e-7,5.8392337826746184e-5,quadratic,deceleration/decrease
cMCs_STAT1_unstim,256.2823160810905,-254.35898074250343,0.1861561639759173,2.716870931337106e-6,-7.177062385779644e-5,quadratic,deceleration/decrease
cMCs_STAT3_unstim,86.11702363547019,82.95153040030289,0.009758865459920144,6.923543381538231e-5,0.005231142189314343,quadratic,deceleration/decrease
cMCs_S6_unstim,87.21096545142127,-85.21916589629792,0.9054567988509972,-1.5613328795539993e-6,-1.0175256565495004e-4,quadratic,deceleration/increase
cMCs_IkB_unstim,371.71300393846224,-369.9948089396816,0.04981854881622104,-3.544004400253587e-6,-7.006518750039362e-4,quadratic,acceleration/decrease
cMCs_MAPKAPK2_unstim,475.5050487107695,-473.6678279589286,0.3324850587476217,-1.9061241399357343e-6,-3.1085953602693364e-4,quadratic,acceleration/decrease
cMCs_NFkB_unstim,563.8884120714272,-565.8299806275945,0.03984787404669864,-6.942393707751278e-6,-8.421054785493025e-4,quadratic,acceleration/decrease
cMCs_ERK_unstim,1014.9697734233116,-1013.5485324790999,0.9898562565047581,5.94763642878472e-7,5.956642638345001e-5,quadratic,acceleration/increase
cMCs_STAT6_unstim,121.50721112852209,-119.58387578993499,0.18615616397591753,4.257708799282734e-6,-1.1247439589592942e-4,quadratic,deceleration/decrease
CCR2poscMCs_CREB_unstim,269.3840082677795,-271.79003804853124,0.0012849847990526967,-1.957503617565437e-5,-0.0027066349260724803,quadratic,acceleration/decrease
CCR2poscMCs_STAT5_unstim,84.06467972138798,-82.4076903030385,0.20229868594702413,1.0198656775905952e-5,4.302706295335736e-4,quadratic,deceleration/decrease
CCR2poscMCs_p38_unstim,828.253723817803,-826.6945093596175,0.41576467904884884,9.67404631438315e-7,6.5175841887083e-5,quadratic,deceleration/decrease
CCR2poscMCs_STAT1_unstim,253.81494797232034,-251.8916126337333,0.1861561639759178,2.7393081419283476e-6,-7.236333975872106e-5,quadratic,deceleration/decrease
CCR2poscMCs_STAT3_unstim,86.77916337730538,83.50767248765182,0.009538348503940123,7.008442522918605e-5,0.005323921034516109,quadratic,deceleration/decrease
CCR2poscMCs_S6_unstim,84.46122078935304,-82.46737130875358,0.8979184327520318,-1.3646297716303737e-6,-7.727968096854615e-5,quadratic,deceleration/increase
CCR2poscMCs_IkB_unstim,370.2733117359114,-368.4591924184865,0.04383883029935048,-2.8926148790989613e-6,-6.471290685816019e-4,quadratic,acceleration/decrease
CCR2poscMCs_MAPKAPK2_unstim,474.9315019303718,-473.03620419621404,0.2972017678047406,-1.5317998680076883e-6,-2.8295722408606814e-4,quadratic,acceleration/decrease
CCR2poscMCs_NFkB_unstim,572.1826875192501,-574.1313993551519,0.03979530526684285,-6.7591187445721e-6,-8.196198938775533e-4,quadratic,acceleration/decrease
CCR2poscMCs_ERK_unstim,997.5425264867366,-996.2471823689651,0.9991635734605024,6.95378911154515e-7,6.935975897717551e-5,quadratic,deceleration/decrease
CCR2poscMCs_STAT6_unstim,116.48425110683455,-114.56091576824743,0.1861561639759173,4.329596606145538e-6,-1.1437343080656952e-4,quadratic,deceleration/decrease
MDSCs_CREB_unstim,286.9906558720333,-287.80416397595474,0.0010771311403863346,-1.4789816775552415e-5,-0.002261110326776915,quadratic,acceleration/decrease
MDSCs_STAT5_unstim,88.2919114481387,-86.6828800280303,0.12950456627364929,1.0735095247184193e-5,3.818351369871957e-4,quadratic,deceleration/decrease
MDSCs_p38_unstim,1007.1169320937104,-1005.4349393542012,0.46535349335324705,4.5276289427375475e-7,2.9687339018927943e-5,quadratic,deceleration/decrease
MDSCs_STAT1_unstim,292.0426130959732,-290.11927775738616,0.18615616397591758,2.4115744553216062e-6,-6.370571422499497e-5,quadratic,deceleration/decrease
MDSCs_STAT3_unstim,89.40061721684503,85.74349644601509,0.005195332640527637,7.319307961958961e-5,0.0054546582969395895,quadratic,deceleration/decrease
MDSCs_S6_unstim,103.36585104643417,-101.70487365902306,0.657706690530762,9.507473611927626e-6,7.5730085343682e-4,quadratic,deceleration/decrease
MDSCs_IkB_unstim,350.1815888774068,-348.19149330452404,0.05988037690584966,7.141694635336618e-7,-2.8653137209495454e-4,quadratic,deceleration/decrease
MDSCs_MAPKAPK2_unstim,485.6780555300429,-483.712118007001,0.13845064620000574,8.430551731187732e-7,-9.483718207666211e-5,quadratic,deceleration/decrease
MDSCs_NFkB_unstim,551.9630058563773,-550.2524882807381,0.05128622517086742,-1.969639954913452e-6,-3.856013925217533e-4,quadratic,acceleration/decrease
MDSCs_ERK_unstim,1467.6535740855543,-1466.3142926439414,0.4472688879920279,-1.4051334100584297e-7,-1.747755534574464e-5,quadratic,acceleration/decrease
MDSCs_STAT6_unstim,219.7868775684403,-217.86354222985315,0.18615616397591753,3.068326463033465e-6,-8.105490103017907e-5,quadratic,deceleration/decrease
DCs_CREB_unstim,373.09958267700034,-373.008923127999,0.0068054642818069925,-9.15751623633005e-6,-0.0013928497522501158,quadratic,acceleration/decrease
DCs_STAT5_unstim,103.23882577597807,-101.78357563600521,0.4163160835514982,1.205270175026766e-5,8.515285112880628e-4,quadratic,deceleration/decrease
DCs_p38_unstim,Inf,-Inf,NA,0,0,quadratic,acceleration/decrease
DCs_STAT1_unstim,475.9774214743416,-474.0540861357544,0.18615616397591742,1.3062544027215165e-6,-3.450686314133355e-5,quadratic,deceleration/decrease
DCs_STAT3_unstim,42.75770795104876,-40.993261524205614,0.11925660668359735,9.70084994693025e-6,1.4355009898641435e-4,quadratic,deceleration/decrease
DCs_S6_unstim,132.94040045889952,-131.39120609610785,0.8458673007986319,9.93232778144617e-6,9.145708453217324e-4,quadratic,deceleration/decrease
DCs_IkB_unstim,442.8048312273881,-442.2810056969212,0.04203554482187886,-6.387179466862948e-6,-9.210237357603962e-4,quadratic,acceleration/decrease
DCs_MAPKAPK2_unstim,554.0080089647525,-555.3153471044226,0.044484145267760886,-6.579222402060064e-6,-8.226283799514884e-4,quadratic,acceleration/decrease
DCs_NFkB_unstim,368.1135138167686,-366.7488626531454,0.6889598949222694,-5.3824629146545765e-6,-6.079631058424248e-4,quadratic,acceleration/decrease
DCs_ERK_unstim,Inf,-Inf,NA,0,0,quadratic,acceleration/decrease
DCs_STAT6_unstim,435.4088026071195,-433.48546726853243,0.18615616397591758,1.4953982162932405e-6,-3.950340874175525e-5,quadratic,deceleration/decrease
mDCs_CREB_unstim,319.64844799771095,-321.883405554246,8.116125158908739e-4,-1.6235340173004633e-5,-0.0022959108400406776,quadratic,acceleration/decrease
mDCs_STAT5_unstim,82.32348905851387,-80.43383248735333,0.21901541100886782,5.820381535813753e-6,1.1637116949829816e-5,quadratic,deceleration/decrease
mDCs_p38_unstim,1035.377409629111,-1033.454074290524,0.18615616397591758,2.0240131997939808e-7,-5.346764484470247e-6,quadratic,deceleration/decrease
mDCs_STAT1_unstim,281.1771346758261,-279.253799337239,0.18615616397591758,2.5005184654639593e-6,-6.605531685893173e-5,quadratic,deceleration/decrease
mDCs_STAT3_unstim,48.696315556458295,48.0596491517881,0.05116756539177222,4.3848079909530244e-5,0.0030528599142723195,quadratic,deceleration/decrease
mDCs_S6_unstim,99.3497587402234,-97.74385997921443,0.8776641787542154,1.038792328584644e-5,9.68665682407486e-4,quadratic,deceleration/decrease
mDCs_IkB_unstim,286.9266611360123,-285.48010622378735,0.2810707645033608,-6.585692476476303e-6,-9.086808018826172e-4,quadratic,acceleration/decrease
mDCs_MAPKAPK2_unstim,540.8025891761021,-539.7825120168304,0.24963168523965468,-3.756891374563238e-6,-4.901096219936395e-4,quadratic,acceleration/decrease
mDCs_NFkB_unstim,633.8242198821588,-634.3538625959874,0.27013341371666844,-4.41550265473372e-6,-4.676622962547967e-4,quadratic,acceleration/decrease
mDCs_ERK_unstim,Inf,-Inf,NA,0,0,quadratic,acceleration/decrease
mDCs_STAT6_unstim,306.8953012948764,-304.97196595628924,0.18615616397591733,2.29508728276384e-6,-6.0628513556582496e-5,quadratic,deceleration/decrease
pDCs_CREB_unstim,399.352677897574,-398.7299868226492,0.15522505556582777,-7.132320287698432e-6,-9.399466529855698e-4,quadratic,acceleration/decrease
pDCs_STAT5_unstim,134.32807196105728,-133.91543473778802,0.5074684628884907,1.851671210048024e-5,0.0015889284641213367,quadratic,deceleration/decrease
pDCs_p38_unstim,Inf,-Inf,NA,0,0,quadratic,acceleration/decrease
pDCs_STAT1_unstim,368.09049088332273,-366.2951434583987,0.21689416705431008,3.057232484731001e-6,8.443553476001093e-5,quadratic,deceleration/decrease
pDCs_STAT3_unstim,39.36446825827484,37.559730198476416,0.012510363205849286,5.0960500371181114e-5,0.0035118433679105945,quadratic,deceleration/decrease
pDCs_S6_unstim,70.04038620383716,-69.54835671231042,0.7409663855521562,2.236379624088693e-5,0.0023888826987364365,quadratic,acceleration/increase
pDCs_IkB_unstim,359.96057262269585,-358.49674008198,0.4391323382179242,-5.081588428141914e-6,-6.483504405021402e-4,quadratic,acceleration/decrease
pDCs_MAPKAPK2_unstim,299.5184474590972,-301.0575282112029,0.04401033103435797,-1.5890032126039867e-5,-0.001959768099904705,quadratic,acceleration/decrease
pDCs_NFkB_unstim,419.3352191091683,-417.33578298960765,0.7569088383622389,1.3532459581432127e-7,-3.296848711111925e-5,quadratic,deceleration/decrease
pDCs_ERK_unstim,2896.661174123714,-2896.803857030066,0.1538676342321298,2.1548491095378846e-9,2.6496299527347943e-7,quadratic,acceleration/increase
pDCs_STAT6_unstim,195.79325366237012,-193.86991832378303,0.1861561639759176,3.323807733023919e-6,-8.780385988564145e-5,quadratic,deceleration/decrease
intMCs_CREB_unstim,309.1488806068521,-312.190808608155,1.8384432697797555e-4,-1.832119375831754e-5,-0.0026029820038497124,quadratic,acceleration/decrease
intMCs_STAT5_unstim,94.43484578986444,-92.7470829857689,0.23463151295267043,9.400294284946724e-6,4.0924289378966054e-4,quadratic,deceleration/decrease
intMCs_p38_unstim,881.9080545926972,-879.9279676158359,0.3625831921925493,1.720659954969299e-7,-1.2120420591106462e-5,quadratic,deceleration/decrease
intMCs_STAT1_unstim,189.04791618072625,-187.1245808421391,0.18615616397591753,3.399388258767185e-6,-8.980044405220137e-5,quadratic,deceleration/decrease
intMCs_STAT3_unstim,60.23722772530868,59.4761743614637,0.0444967948903999,4.662059427944318e-5,0.0032454437733290373,quadratic,deceleration/decrease
intMCs_S6_unstim,76.1797492754748,-74.29967969622555,0.6764072128511283,-6.19341142974191e-6,-4.2088705648528514e-4,quadratic,deceleration/increase
intMCs_IkB_unstim,441.64490097929587,-440.54092123034684,0.5191091960490027,-5.000319260313444e-6,-5.884709744128273e-4,quadratic,acceleration/decrease
intMCs_MAPKAPK2_unstim,496.6059152472296,-497.30881150393816,0.05279757839807339,-7.209149749967777e-6,-9.289321373371158e-4,quadratic,acceleration/decrease
intMCs_NFkB_unstim,526.5858915316986,-532.7985156063936,0.0016772056907078613,-1.1267977710932225e-5,-0.0013541356709134674,quadratic,acceleration/decrease
intMCs_ERK_unstim,779.5315195817394,-777.985437785788,0.929038902126538,-1.1547990175057258e-6,-1.1916885274541166e-4,quadratic,acceleration/decrease
intMCs_STAT6_unstim,122.61548877296963,-120.6921534343825,0.18615616397591753,4.2420087389188295e-6,-1.1205965292307547e-4,quadratic,deceleration/decrease
CCR2posintMCs_CREB_unstim,266.3983277800303,-269.8067446064062,2.1081917018916815e-4,-2.1868276482624028e-5,-0.0030511791937801454,quadratic,acceleration/decrease
CCR2posintMCs_STAT5_unstim,87.53413494571558,-85.9529720595265,0.1819799600325934,1.1138696834602669e-5,5.034565532840404e-4,quadratic,deceleration/decrease
CCR2posintMCs_p38_unstim,767.2814801510382,-765.3107428015742,0.17068350906898555,3.056437207506396e-7,-3.419473306405165e-5,quadratic,deceleration/decrease
CCR2posintMCs_STAT1_unstim,194.75417812256273,-192.8308427839756,0.18615616397591753,3.335339984009661e-6,-8.810850330398949e-5,quadratic,deceleration/decrease
CCR2posintMCs_STAT3_unstim,92.17468868230237,89.29718634536263,0.007374284311847355,6.868278901608404e-5,0.004975760493058226,quadratic,deceleration/decrease
CCR2posintMCs_S6_unstim,72.81039247539819,-70.81640907723587,0.9171265170919392,-1.4031399176295077e-6,-9.033845057006356e-5,quadratic,deceleration/increase
CCR2posintMCs_IkB_unstim,379.708054843851,-377.71947290680845,0.04003584330175512,-6.949247508021696e-7,-4.2349269224313757e-4,quadratic,acceleration/decrease
CCR2posintMCs_MAPKAPK2_unstim,428.59919060299774,-428.23534689867125,0.07169886553236729,-7.048583366575246e-6,-9.663354093622687e-4,quadratic,acceleration/decrease
CCR2posintMCs_NFkB_unstim,535.6401907216207,-542.3368510812442,0.0015830088335288554,-1.1241564467508526e-5,-0.0013358676750628235,quadratic,acceleration/decrease
CCR2posintMCs_ERK_unstim,705.4763974285636,-703.6761531745384,0.19371718882459107,-9.80972691936987e-7,-1.7317482892880638e-4,quadratic,acceleration/decrease
CCR2posintMCs_STAT6_unstim,107.31877923043284,-105.39544389184574,0.1861561639759175,4.463913948139971e-6,-1.1792164479004223e-4,quadratic,deceleration/decrease
ncMCs_CREB_unstim,366.1352240183792,-369.12976652116396,0.04794880711705711,-1.5081385123425267e-5,-0.0016992040963276008,quadratic,acceleration/decrease
ncMCs_STAT5_unstim,218.74899684473502,-217.27230007122722,0.38341562669421836,8.038221458869623e-6,5.458929176823022e-4,quadratic,deceleration/decrease
ncMCs_p38_unstim,Inf,-Inf,NA,0,0,quadratic,acceleration/decrease
ncMCs_STAT1_unstim,623.3351799490702,-621.4118446104831,0.18615616397591753,7.992921775536518e-7,-2.1114620339896057e-5,quadratic,deceleration/decrease
ncMCs_STAT3_unstim,14.091548944923112,-13.672641434838404,0.7061736063599777,2.7591108025659846e-5,0.002532659529528018,quadratic,deceleration/decrease
ncMCs_S6_unstim,30.652230051538982,30.77290210691001,0.8112928469265066,3.4901941705783946e-5,0.0036406984934064072,linear,linear
ncMCs_IkB_unstim,470.69297908189696,-468.7067539714067,0.6655861327015817,5.635983993435546e-7,1.5213337764924013e-6,quadratic,deceleration/decrease
ncMCs_MAPKAPK2_unstim,428.7247876322971,-428.11261129059346,0.48006934589878936,-6.491636851646776e-6,-7.500890656826951e-4,quadratic,acceleration/decrease
ncMCs_NFkB_unstim,338.9091670644138,-338.84255115205656,0.5525967081346723,-1.0326981771116523e-5,-9.131157037403568e-4,quadratic,deceleration/increase
ncMCs_ERK_unstim,1507.5589512745275,-1505.65582376299,0.5075656183648509,-4.71464002355238e-8,-7.34668464506682e-6,quadratic,acceleration/decrease
ncMCs_STAT6_unstim,816.2111776735547,-814.2878423349675,0.18615616397591742,4.2023184275943196e-7,-1.1101116792807168e-5,quadratic,deceleration/decrease
CCR2negncMCs_CREB_unstim,367.49980806568766,-370.2076393382087,0.057093908969619016,-1.4582594203191702e-5,-0.0016428620295261451,quadratic,acceleration/decrease
CCR2negncMCs_STAT5_unstim,223.17726155653668,-221.72372177161898,0.4153299730883123,8.093478435369795e-6,5.716770920854988e-4,quadratic,deceleration/decrease
CCR2negncMCs_p38_unstim,Inf,-Inf,NA,0,0,quadratic,acceleration/decrease
CCR2negncMCs_STAT1_unstim,635.1135360573898,-633.1902007188025,0.18615616397591742,7.685190651510328e-7,-2.0301697852593564e-5,quadratic,deceleration/decrease
CCR2negncMCs_STAT3_unstim,14.830008656799116,-14.435426660881053,0.7069608369074587,2.773307090841557e-5,0.0025479644438777217,quadratic,deceleration/decrease
CCR2negncMCs_S6_unstim,32.010277160133775,32.06613958257262,0.7900667059710118,3.565586393603929e-5,0.0037351633208047796,linear,linear
CCR2negncMCs_IkB_unstim,472.5775590758541,-470.6054033238119,0.7041491146118577,7.96260262664458e-7,3.166432375756082e-5,quadratic,deceleration/decrease
CCR2negncMCs_MAPKAPK2_unstim,426.75480714035217,-426.05750867871575,0.4931443744200449,-6.331737430071722e-6,-7.317588715498902e-4,quadratic,acceleration/decrease
CCR2negncMCs_NFkB_unstim,336.6814113626571,-336.5350516932675,0.4919448417045219,-1.0188486661241474e-5,-8.799462524878591e-4,quadratic,deceleration/increase
CCR2negncMCs_ERK_unstim,1498.440103583735,-1496.5362471724536,0.5139128929960035,-4.8418338993540007e-8,-7.514456396807538e-6,quadratic,acceleration/decrease
CCR2negncMCs_STAT6_unstim,827.6240139470176,-825.7006786084305,0.18615616397591753,4.04545323314078e-7,-1.0686731525636597e-5,quadratic,deceleration/decrease
NK_CREB_unstim,515.8621143857291,-524.2012730963569,0.0015383526031293282,-1.3057152963627525e-5,-0.0014858697929201882,quadratic,acceleration/decrease
NK_STAT5_unstim,267.6214416392454,-273.5611168783179,0.003067204648304192,2.6277957714424285e-5,0.00213157295084891,quadratic,deceleration/decrease
NK_p38_unstim,1094.3710521185146,-1092.4477167799275,0.18615616397591753,1.662690042140169e-7,-4.392269806788976e-6,quadratic,deceleration/decrease
NK_STAT1_unstim,669.6709780413755,-667.7476427027883,0.1861561639759173,6.849007228789852e-7,-1.8092781513727958e-5,quadratic,deceleration/decrease
NK_STAT3_unstim,175.83909089372622,-173.96935179563164,0.16659581503489235,4.630129551732222e-6,-7.251385407309115e-6,quadratic,deceleration/decrease
NK_S6_unstim,201.51590378005946,-199.64350169941255,0.4790689006120603,4.206673756890446e-6,6.391921823639845e-4,quadratic,acceleration/increase
NK_IkB_unstim,542.3799193511447,-544.4866734010955,0.04203046333100829,-7.611000413935029e-6,-9.112423274846705e-4,quadratic,acceleration/decrease
NK_MAPKAPK2_unstim,361.7312954041381,-362.12664972077283,0.0043396457675579855,-1.0644548032678254e-5,-0.0016012663782573834,quadratic,acceleration/decrease
NK_NFkB_unstim,291.6128596337801,-292.51546310898806,0.04192848283214893,-1.479029901173604e-5,-0.0019077704854998409,quadratic,acceleration/decrease
NK_ERK_unstim,Inf,-Inf,NA,0,0,quadratic,acceleration/decrease
NK_STAT6_unstim,1184.0320448978807,-1184.0719279408906,0.045151956421011726,6.340147818554914e-7,3.897582443918709e-5,quadratic,deceleration/decrease
CD56hiCD16negNK_CREB_unstim,531.1711233849526,-535.7629637631541,0.015990658761048875,-9.968597463897492e-6,-0.0011337766200705825,quadratic,acceleration/decrease
CD56hiCD16negNK_STAT5_unstim,153.8595574342658,-156.94830200200914,0.0439596080227425,3.08838474074487e-5,0.002669420905549335,quadratic,deceleration/decrease
CD56hiCD16negNK_p38_unstim,2414.646404754286,-2412.7230694156983,0.18615616397591742,2.039468310841898e-9,-5.3875917077625635e-8,quadratic,deceleration/decrease
CD56hiCD16negNK_STAT1_unstim,611.3716961722546,-609.4483608336675,0.18615616397591767,8.318106553514652e-7,-2.1973649530990524e-5,quadratic,deceleration/decrease
CD56hiCD16negNK_STAT3_unstim,109.73575537261674,-108.18473745512789,0.11959397126445875,1.0709380842985007e-5,4.095406748078659e-4,quadratic,deceleration/decrease
CD56hiCD16negNK_S6_unstim,194.87156305513295,-192.88686495582064,0.5500789016525309,-1.48966862134371e-6,-3.381865746049893e-4,quadratic,acceleration/decrease
CD56hiCD16negNK_IkB_unstim,399.0035314275449,-400.04138702757086,0.05577788707884718,-1.0575603640566482e-5,-0.0013247664327779964,quadratic,acceleration/decrease
CD56hiCD16negNK_MAPKAPK2_unstim,394.5257415368844,-397.2534277088216,0.0013061308717125606,-1.3353967774439643e-5,-0.0018188875505362535,quadratic,acceleration/decrease
CD56hiCD16negNK_NFkB_unstim,265.34087306217833,-264.73544572039185,0.8054769545997873,-1.1218252503560834e-5,-0.001180338657629521,quadratic,acceleration/decrease
CD56hiCD16negNK_ERK_unstim,1400.0265022107749,-1398.297029504723,0.3154416062877466,1.1271905759769985e-7,1.6980858915511265e-5,quadratic,acceleration/increase
CD56hiCD16negNK_STAT6_unstim,452.8125423669389,-454.84313108641516,0.00965997985852524,1.0164676953121825e-5,7.002913767572904e-4,quadratic,deceleration/decrease
CD56loCD16negNK_CREB_unstim,492.2135143015034,-500.43796071118334,0.002824182072636344,-1.405214849334782e-5,-0.0015562002072337642,quadratic,acceleration/decrease
CD56loCD16negNK_STAT5_unstim,259.48409485316824,-265.2609438857529,0.0030048308020626663,2.6729382070522797e-5,0.002149864393640049,quadratic,deceleration/decrease
CD56loCD16negNK_p38_unstim,1076.7162223711748,-1074.7928870325877,0.18615616397591772,1.7634748877162098e-7,-4.658509588700335e-6,quadratic,deceleration/decrease
CD56loCD16negNK_STAT1_unstim,676.7507443938174,-674.8274090552302,0.18615616397591758,6.689268263416526e-7,-1.7670804706990284e-5,quadratic,deceleration/decrease
CD56loCD16negNK_STAT3_unstim,176.76047488830474,-174.89714874825768,0.1646209585675688,4.7281402587284964e-6,1.7578348511565019e-6,quadratic,deceleration/decrease
CD56loCD16negNK_S6_unstim,198.503641224591,-196.71061789764582,0.43456839891190546,5.411043033338465e-6,7.84623216007864e-4,quadratic,acceleration/increase
CD56loCD16negNK_IkB_unstim,566.0631058336847,-568.3650233314258,0.03638205936289368,-7.196111916044763e-6,-8.612646849810023e-4,quadratic,acceleration/decrease
CD56loCD16negNK_MAPKAPK2_unstim,350.64825659516015,-350.6902397444466,0.008930185560411875,-1.0203940363382555e-5,-0.001539417606276944,quadratic,acceleration/decrease
CD56loCD16negNK_NFkB_unstim,292.94948842568516,-293.9874995366393,0.013802885013248656,-1.5060698739965087e-5,-0.002048473270743509,quadratic,acceleration/decrease
CD56loCD16negNK_ERK_unstim,Inf,-Inf,NA,0,0,quadratic,acceleration/decrease
CD56loCD16negNK_STAT6_unstim,1189.3480247147722,-1190.1172231064638,0.02467595316672122,7.248558198839186e-7,4.707619746180711e-5,quadratic,deceleration/decrease
CD69negCD56loCD16negNK_CREB_unstim,488.22822745555555,-496.6449501056611,0.002719576322025849,-1.4368786597352775e-5,-0.0015845676111165873,quadratic,acceleration/decrease
CD69negCD56loCD16negNK_STAT5_unstim,261.6464599263076,-267.3899781105145,0.0031689601731123974,2.6481941360613547e-5,0.0021336997783534904,quadratic,deceleration/decrease
CD69negCD56loCD16negNK_p38_unstim,1080.157634583865,-1078.234299245278,0.18615616397591767,1.7433609952262832e-7,-4.605375426324041e-6,quadratic,deceleration/decrease
CD69negCD56loCD16negNK_STAT1_unstim,684.2707943446806,-682.3474590060933,0.18615616397591753,6.523673629171105e-7,-1.723335918573949e-5,quadratic,deceleration/decrease
CD69negCD56loCD16negNK_STAT3_unstim,175.831468161767,-173.96350736016643,0.16595534387299407,4.661731864795754e-6,-4.8262070687586614e-6,quadratic,deceleration/decrease
CD69negCD56loCD16negNK_S6_unstim,199.71780470848356,-197.9068325787247,0.4504304844715845,5.150371009464981e-6,7.492843611837162e-4,quadratic,acceleration/increase
CD69negCD56loCD16negNK_IkB_unstim,570.5859435139414,-573.493434105912,0.018100767129040796,-7.563329904194001e-6,-9.178300685716896e-4,quadratic,acceleration/decrease
CD69negCD56loCD16negNK_MAPKAPK2_unstim,357.6272982776482,-357.8334497755343,0.007229185102265131,-1.0359475192863466e-5,-0.0015520544718829411,quadratic,acceleration/decrease
CD69negCD56loCD16negNK_NFkB_unstim,293.280745421232,-294.2357700840867,0.009853342248590769,-1.4839228468180524e-5,-0.002062285168340127,quadratic,acceleration/decrease
CD69negCD56loCD16negNK_ERK_unstim,Inf,-Inf,NA,0,0,quadratic,acceleration/decrease
CD69negCD56loCD16negNK_STAT6_unstim,1220.2640411323857,-1221.1474878815775,0.022548728122313528,6.671025622929675e-7,4.3617475126154355e-5,quadratic,deceleration/decrease
CD69posCD56loCD16negNK_CREB_unstim,481.39321122969716,-482.02307285148646,0.09238183137566026,-7.4818872542773466e-6,-9.274461592279135e-4,quadratic,acceleration/decrease
CD69posCD56loCD16negNK_STAT5_unstim,228.40016447993185,-236.0775953569984,8.291708161748286e-4,3.2968817753120285e-5,0.0026660880730643905,quadratic,deceleration/decrease
CD69posCD56loCD16negNK_p38_unstim,1061.4437589239574,-1059.5204235853703,0.18615616397591753,1.8555746678242217e-7,-4.9018063386222475e-6,quadratic,deceleration/decrease
CD69posCD56loCD16negNK_STAT1_unstim,645.6051197899928,-643.6817844514057,0.1861561639759174,7.421069907512451e-7,-1.9603979372415955e-5,quadratic,deceleration/decrease
