,Fold selected features,Fold nb of features
Fold 0,[],0
Fold 1,"['Baso_151Eu_pp38_LPS', 'CD56brightCD16negNK_150Nd_pSTAT5_IL', 'CD8Tcells_154Sm_pSTAT3_IL', 'CXCR4pos_neutrophils_159Tb_pMAPKAPK2_TNFa', 'granulocytes_151Eu_pp38_TNFa', 'pDC_167Er_pERK12_LPS', 'Th2_154Sm_pSTAT3_IL']",7
Fold 2,[],0
Fold 3,"['Baso_149Sm_pCREB_LPS', 'Baso_151Eu_pp38_LPS', 'Bcells_155Gd_pS6_Unstim', 'Bcells_Frequency_Unstim', 'CD4posCD8pos_154Sm_pSTAT3_IL', 'CD4TCD45pos_Frequency_Unstim', 'CD4Tcm_154Sm_pSTAT3_IL', 'CD4Tcm_Frequency_Unstim', 'CD4Tnaive_154Sm_pSTAT3_IL', 'CD4Tnaive_Frequency_Unstim', 'CD56dimCD16posNK_150Nd_pSTAT5_IL', 'CD56dimCD16posNK_Frequency_Unstim', 'CD8Temra_Frequency_Unstim', 'CD8TmemCD45neg_Frequency_Unstim', 'CD8TnaiveCD45pos_Frequency_Unstim', 'cMC_Frequency_Unstim', 'cMC_CD14posCD16negCCR2pos_167Er_pERK12_LPS', 'CXCR4pos_neutrophils_151Eu_pp38_LPS', 'CXCR4pos_neutrophils_151Eu_pp38_TNFa', 'CXCR4pos_neutrophils_154Sm_pSTAT3_IL', 'CXCR4pos_neutrophils_154Sm_pSTAT3_LPS', 'CXCR4pos_neutrophils_155Gd_pS6_IL', 'CXCR4pos_neutrophils_159Tb_pMAPKAPK2_LPS', 'CXCR4pos_neutrophils_159Tb_pMAPKAPK2_TNFa', 'DC_154Sm_pSTAT3_IL', 'granulocytes_159Tb_pMAPKAPK2_LPS', 'mDC_154Sm_pSTAT3_IL', 'mDC_166Er_pNFkB_LPS', 'mDC_167Er_pERK12_LPS', 'MDSC_154Sm_pSTAT3_LPS', 'MDSC_167Er_pERK12_LPS', 'MDSC_Frequency_Unstim', 'ncMc_151Eu_pp38_LPS', 'ncMc_159Tb_pMAPKAPK2_LPS', 'NK_150Nd_pSTAT5_IL', 'pDC_167Er_pERK12_LPS', 'Th1_150Nd_pSTAT5_IL', 'Th1mem_150Nd_pSTAT5_IL', 'Tregnaive_154Sm_pSTAT3_IL']",39
Fold 4,"['Baso_149Sm_pCREB_LPS', 'Bcells_155Gd_pS6_Unstim', 'CD4negCD8neg_Frequency_Unstim', 'CD4posCD8pos_154Sm_pSTAT3_IL', 'CD4posCD8pos_168Yb_pSTAT6_TNFa', 'CD4Temra_154Sm_pSTAT3_IL', 'CD56dimCD16posNK_150Nd_pSTAT5_IL', 'CD7negCD14neg_Frequency_Unstim', 'CD8Tcells_154Sm_pSTAT3_IL', 'CD8Tcm_154Sm_pSTAT3_IL', 'CD8TnaiveCD45pos_168Yb_pSTAT6_IL', 'cMC_Frequency_Unstim', 'CXCR4pos_neutrophils_154Sm_pSTAT3_IL', 'CXCR4pos_neutrophils_155Gd_pS6_IL', 'DC_168Yb_pSTAT6_IL', 'granulocytes_151Eu_pp38_LPS', 'granulocytes_151Eu_pp38_TNFa', 'intMC_Frequency_Unstim', 'MAITCD8pos_Frequency_Unstim', 'mDC_154Sm_pSTAT3_IL', 'MDSC_151Eu_pp38_LPS', 'NK_150Nd_pSTAT5_IL', 'NKT_150Nd_pSTAT5_IL', 'pDC_167Er_pERK12_LPS', 'Th1_150Nd_pSTAT5_IL', 'Th17_Frequency_Unstim', 'Th1naive_154Sm_pSTAT3_IL', 'Th2_154Sm_pSTAT3_IL', 'Treg_150Nd_pSTAT5_IL', 'Tregmem_150Nd_pSTAT5_IL', 'Tregnaive_154Sm_pSTAT3_IL']",31
Fold 5,[],0
Fold 6,"['Bcells_155Gd_pS6_Unstim', 'CD4posCD8pos_154Sm_pSTAT3_IL', 'CD4TCD45RAneg_154Sm_pSTAT3_IL', 'CD4Tcells_154Sm_pSTAT3_IL', 'CD4Tcm_154Sm_pSTAT3_IL', 'CD4Tem_154Sm_pSTAT3_IL', 'CD4Temra_154Sm_pSTAT3_IL', 'CD56dimCD16posNK_150Nd_pSTAT5_IL', 'CD56dimCD16posNK_Frequency_Unstim', 'CD7negCD14neg_Frequency_Unstim', 'CD8Temra_150Nd_pSTAT5_IL', 'CXCR4pos_neutrophils_154Sm_pSTAT3_IL', 'CXCR4pos_neutrophils_155Gd_pS6_IL', 'DC_168Yb_pSTAT6_IL', 'granulocytes_151Eu_pp38_LPS', 'granulocytes_151Eu_pp38_TNFa', 'granulocytes_Frequency_Unstim', 'intMC_149Sm_pCREB_LPS', 'MAITCD8pos_Frequency_Unstim', 'mDC_149Sm_pCREB_LPS', 'mDC_155Gd_pS6_LPS', 'mDC_166Er_pNFkB_LPS', 'MDSC_154Sm_pSTAT3_LPS', 'MDSC_Frequency_Unstim', 'NK_150Nd_pSTAT5_IL', 'NKT_150Nd_pSTAT5_IL', 'pDC_149Sm_pCREB_LPS', 'pDC_159Tb_pMAPKAPK2_LPS', 'pDC_164Dy_IkB_LPS', 'Tcells_Frequency_Unstim', 'Th1_Frequency_Unstim', 'Th17_154Sm_pSTAT3_IL', 'Th1mem_150Nd_pSTAT5_IL', 'Th1naive_154Sm_pSTAT3_IL', 'Th1naive_154Sm_pSTAT3_TNFa', 'Th1naive_168Yb_pSTAT6_IL', 'Th2_154Sm_pSTAT3_IL']",37
Fold 7,"['Baso_149Sm_pCREB_LPS', 'Baso_151Eu_pp38_LPS', 'Bcells_155Gd_pS6_Unstim', 'CD4negCD8neg_Frequency_Unstim', 'CD4Tem_Frequency_Unstim', 'DC_154Sm_pSTAT3_IL', 'NKT_150Nd_pSTAT5_IL', 'pDC_167Er_pERK12_LPS']",8
Fold 8,"['Baso_151Eu_pp38_LPS', 'CD4Tem_Frequency_Unstim', 'CD8TnaiveCD45RAposCD62Lpos_Frequency_Unstim', 'granulocytes_151Eu_pp38_TNFa', 'mDC_154Sm_pSTAT3_IL', 'mDC_154Sm_pSTAT3_LPS', 'ncMc_Frequency_Unstim', 'pDC_159Tb_pMAPKAPK2_LPS', 'pDC_167Er_pERK12_LPS']",9
Fold 9,"['CXCR4pos_neutrophils_159Tb_pMAPKAPK2_TNFa', 'DC_154Sm_pSTAT3_IL', 'granulocytes_151Eu_pp38_LPS']",3
