,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.244, 0.761]","0.541 [0.306, 0.833]","6.500 [5.750, 10.750]","0.333 [0.250, 0.429]"
SS 03,"0.480 [0.198, 0.760] (p=0.464)","0.604 [0.319, 0.853] (p=0.316)","14.000 [13.000, 15.000] (p=4.226e-04)","0.556 [0.500, 0.643] (p=1.562e-41)"
SS 05,"0.395 [0.132, 0.662] (p=0.167)","0.496 [0.276, 0.788] (p=0.324)","7.500 [7.000, 8.000] (p=7.017e-01)","0.545 [0.424, 0.625] (p=9.448e-30)"
SS 08,"0.440 [0.180, 0.719] (p=0.35)","0.527 [0.311, 0.843] (p=0.483)","2.000 [1.750, 2.000] (p=4.382e-08)","0.333 [0.000, 0.667] (p=2.717e-01)"
Lasso,"0.450 [0.160, 0.736] (p=0.36)","0.607 [0.370, 0.840] (p=0.308)","8.000 [0.750, 11.250] (p=3.492e-01)","0.074 [0.000, 0.316] (p=2.875e-19)"
Lasso 1SE,"0.480 [0.219, 0.736] (p=0.455)","0.607 [0.336, 0.834] (p=0.327)","8.000 [0.000, 11.250] (p=3.078e-01)","0.000 [0.000, 0.315] (p=4.900e-21)"
ElasticNet,"0.130 [0.000, 0.330] (p=0.026)","0.359 [0.223, 0.632] (p=0.091)","2.500 [0.000, 13.250] (p=6.824e-02)","0.000 [0.000, 0.113] (p=3.282e-41)"
