,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
artificial.1,0.0,0.091,0.138,0.163,0.183,0.194,0.209,0.221,0.233,0.244
artificial.2,0.0,0.116,0.154,0.172,0.185,0.196,0.212,0.225,0.238,0.246
artificial.3,0.0,0.306,0.377,0.422,0.448,0.477,0.491,0.507,0.518,0.531
artificial.4,0.0,0.053,0.09,0.12,0.135,0.144,0.154,0.165,0.175,0.186
artificial.5,0.0,0.037,0.054,0.062,0.07,0.072,0.079,0.082,0.092,0.097
artificial.6,0.0,0.057,0.077,0.088,0.095,0.102,0.112,0.12,0.123,0.127
artificial.7,0.0,0.095,0.133,0.161,0.178,0.194,0.206,0.214,0.226,0.243
artificial.8,0.0,0.061,0.1,0.136,0.157,0.17,0.186,0.194,0.209,0.219
artificial.9,0.0,0.165,0.217,0.248,0.263,0.278,0.29,0.304,0.311,0.323
artificial.10,0.0,0.02,0.038,0.051,0.066,0.075,0.082,0.089,0.1,0.115
artificial.11,0.0,0.13,0.199,0.238,0.271,0.284,0.305,0.323,0.337,0.363
artificial.12,0.0,0.097,0.159,0.177,0.199,0.207,0.222,0.233,0.241,0.25
artificial.13,0.0,0.456,0.504,0.525,0.542,0.56,0.573,0.586,0.599,0.61
artificial.14,0.0,0.388,0.502,0.549,0.579,0.603,0.629,0.637,0.655,0.663
artificial.15,0.0,0.347,0.402,0.429,0.453,0.478,0.489,0.5,0.509,0.519
artificial.16,0.0,0.524,0.605,0.647,0.664,0.676,0.69,0.696,0.706,0.717
artificial.17,0.0,0.061,0.095,0.114,0.133,0.147,0.158,0.173,0.188,0.196
artificial.18,0.0,0.16,0.22,0.262,0.287,0.303,0.314,0.321,0.336,0.354
artificial.19,0.0,0.146,0.192,0.219,0.246,0.26,0.276,0.283,0.294,0.304
artificial.20,0.0,0.138,0.192,0.211,0.224,0.234,0.244,0.258,0.268,0.283
artificial.21,0.0,0.02,0.039,0.051,0.061,0.063,0.069,0.077,0.08,0.084
artificial.22,0.0,0.218,0.286,0.32,0.342,0.364,0.38,0.392,0.408,0.419
artificial.23,0.0,0.081,0.106,0.129,0.148,0.171,0.185,0.196,0.205,0.217
artificial.24,0.0,0.156,0.206,0.231,0.247,0.264,0.273,0.288,0.297,0.31
artificial.25,0.0,0.073,0.109,0.132,0.146,0.157,0.159,0.17,0.178,0.184
artificial.26,0.0,0.216,0.297,0.34,0.372,0.394,0.417,0.432,0.448,0.463
artificial.27,0.0,0.426,0.487,0.512,0.535,0.549,0.557,0.569,0.586,0.599
artificial.28,0.0,0.072,0.099,0.119,0.13,0.14,0.15,0.158,0.167,0.177
artificial.29,0.0,0.058,0.083,0.103,0.121,0.129,0.149,0.163,0.177,0.188
artificial.30,0.0,0.082,0.151,0.179,0.202,0.215,0.224,0.238,0.252,0.261
artificial.31,0.0,0.246,0.299,0.336,0.353,0.375,0.388,0.402,0.412,0.428
artificial.32,0.0,0.076,0.109,0.135,0.145,0.16,0.167,0.176,0.187,0.2
artificial.33,0.0,0.151,0.205,0.231,0.252,0.274,0.293,0.312,0.328,0.341
artificial.34,0.0,0.128,0.201,0.234,0.268,0.288,0.312,0.327,0.335,0.35
artificial.35,0.0,0.021,0.039,0.047,0.058,0.063,0.07,0.077,0.083,0.09
artificial.36,0.0,0.155,0.231,0.268,0.3,0.328,0.348,0.362,0.375,0.388
artificial.37,0.0,0.143,0.175,0.194,0.211,0.217,0.227,0.231,0.24,0.248
artificial.38,0.0,0.045,0.066,0.085,0.101,0.116,0.138,0.149,0.16,0.169
artificial.39,0.0,0.287,0.366,0.407,0.428,0.438,0.454,0.461,0.474,0.483
artificial.40,0.0,0.351,0.401,0.421,0.436,0.448,0.465,0.479,0.489,0.499
artificial.41,0.0,0.029,0.058,0.069,0.08,0.091,0.103,0.114,0.123,0.133
artificial.42,0.0,0.101,0.165,0.196,0.221,0.24,0.255,0.265,0.273,0.284
artificial.43,0.0,0.038,0.053,0.064,0.075,0.079,0.084,0.088,0.093,0.097
