,ROC AUC,Average Precision,N features,CVS
STABL,"0.510 [0.250, 0.790]","0.536 [0.309, 0.866]","4.500 [2.000, 9.250]","0.250 [0.125, 0.400]"
SS 03,"0.860 [0.619, 1.000] (p=0.002)","0.917 [0.755, 1.000] (p=0.0)","15.000 [14.000, 16.000] (p=5.299e-05)","0.722 [0.603, 0.812] (p=1.767e-53)"
SS 05,"0.850 [0.637, 1.000] (p=0.002)","0.906 [0.722, 1.000] (p=0.0)","12.000 [11.000, 13.000] (p=3.319e-04)","0.688 [0.535, 0.786] (p=1.762e-51)"
SS 08,"0.520 [0.214, 0.788] (p=0.467)","0.612 [0.350, 0.877] (p=0.278)","5.000 [5.000, 5.000] (p=6.661e-01)","0.571 [0.429, 0.667] (p=1.420e-33)"
Lasso,"0.840 [0.615, 0.990] (p=0.002)","0.878 [0.690, 0.994] (p=0.004)","16.500 [15.750, 18.000] (p=2.707e-05)","0.650 [0.500, 0.722] (p=9.394e-38)"
Lasso 1SE,"0.860 [0.657, 1.000] (p=0.0)","0.893 [0.693, 1.000] (p=0.001)","16.000 [15.000, 18.000] (p=6.923e-05)","0.636 [0.524, 0.722] (p=5.134e-36)"
ElasticNet,"0.910 [0.740, 1.000] (p=0.006)","0.937 [0.803, 1.000] (p=0.002)","72.000 [57.750, 105.750] (p=6.634e-08)","0.577 [0.466, 0.693] (p=5.469e-39)"
