,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.560 [0.292, 0.849]","0.663 [0.381, 0.890]","2.000 [2.000, 3.000]","0.667 [0.667, 1.000]",6.776e-01
SS 03,"0.540 [0.271, 0.802] (p=0.415)","0.627 [0.344, 0.885] (p=0.383)","5.000 [5.000, 5.250] (p=8.205e-69)","0.833 [0.800, 1.000] (p=0.000e+00)",7.913e-01
SS 05,"0.550 [0.273, 0.830] (p=0.434)","0.654 [0.390, 0.902] (p=0.357)","3.000 [3.000, 4.000] (p=4.473e-37)","1.000 [0.750, 1.000] (p=0.000e+00)",7.337e-01
SS 08,"0.320 [0.146, 0.505] (p=0.057)","0.422 [0.240, 0.675] (p=0.011)","0.000 [0.000, 1.000] (p=6.126e-68)","0.000 [0.000, 0.000] (p=0.000e+00)",1.029e-01
Lasso,"0.540 [0.253, 0.840] (p=0.417)","0.654 [0.392, 0.909] (p=0.468)","2.000 [2.000, 2.000] (p=1.871e-07)","1.000 [0.500, 1.000] (p=0.000e+00)",7.913e-01
Lasso 1SE,"0.520 [0.231, 0.813] (p=0.339)","0.638 [0.346, 0.915] (p=0.421)","1.000 [1.000, 2.000] (p=3.792e-22)","0.500 [0.500, 1.000] (p=3.281e-137)",9.097e-01
ElasticNet,"0.570 [0.270, 0.860] (p=0.46)","0.615 [0.368, 0.925] (p=0.339)","2.000 [2.000, 2.000] (p=3.572e-05)","1.000 [1.000, 1.000] (p=0.000e+00)",6.232e-01
