,Spearman corr,pvalue
Frequency,0.5896347792764016,0.006215713648387514
S6,0.4855815829335072,0.02997228625973506
NFkB,-0.3815283865906128,0.09694244809397427
ERK,-0.3719061390259789,0.10638531800010427
STAT3,0.36418618720013046,0.1144293688420575
MAPKAPK2,-0.3468439878096479,0.13407612120334217
IkB,-0.2774751902477184,0.2362383786543498
CREB,-0.260132990857236,0.268013467258769
p38,-0.20889318714683744,0.3767745189637781
STAT6,0.04961389383568339,0.8354471225562569
STAT5,-0.0346843987809648,0.8845776882078991
STAT1,,
