,Max Proba
artificial.722,0.884
artificial.917,0.882
artificial.774,0.861
artificial.825,0.853
artificial.18,0.853
artificial.967,0.85
artificial.614,0.849
artificial.457,0.844
artificial.257,0.837
artificial.939,0.835
artificial.672,0.833
artificial.473,0.826
artificial.608,0.822
artificial.1060,0.818
artificial.849,0.817
artificial.588,0.814
artificial.587,0.808
artificial.303,0.805
artificial.205,0.802
artificial.209,0.801
artificial.261,0.801
artificial.399,0.8
artificial.438,0.799
artificial.680,0.796
artificial.346,0.793
artificial.631,0.791
artificial.982,0.789
artificial.488,0.789
artificial.1058,0.787
artificial.413,0.785
artificial.64,0.784
artificial.791,0.782
artificial.673,0.777
artificial.1092,0.774
artificial.531,0.773
artificial.322,0.772
artificial.66,0.771
artificial.504,0.771
artificial.795,0.77
artificial.181,0.767
artificial.851,0.767
artificial.786,0.766
artificial.123,0.764
artificial.88,0.762
artificial.1117,0.762
artificial.645,0.761
artificial.705,0.761
artificial.418,0.76
artificial.708,0.753
artificial.677,0.751
artificial.179,0.75
artificial.49,0.749
artificial.1074,0.747
artificial.204,0.745
artificial.856,0.745
artificial.23,0.745
artificial.312,0.745
artificial.974,0.744
artificial.490,0.743
artificial.630,0.742
artificial.841,0.742
artificial.168,0.737
artificial.68,0.736
artificial.397,0.733
artificial.992,0.732
artificial.768,0.732
artificial.936,0.731
artificial.392,0.73
artificial.1038,0.729
artificial.26,0.728
artificial.659,0.72
artificial.79,0.719
artificial.981,0.712
artificial.431,0.711
artificial.416,0.709
artificial.1108,0.708
artificial.607,0.707
artificial.391,0.707
artificial.1030,0.705
artificial.569,0.705
artificial.299,0.704
artificial.477,0.703
artificial.855,0.701
artificial.215,0.7
artificial.875,0.698
artificial.765,0.698
artificial.440,0.696
artificial.360,0.694
artificial.480,0.692
artificial.802,0.69
artificial.558,0.688
artificial.622,0.687
artificial.746,0.685
artificial.471,0.683
artificial.625,0.683
artificial.345,0.682
artificial.525,0.68
artificial.141,0.68
artificial.1053,0.678
artificial.34,0.676
artificial.817,0.675
artificial.1031,0.674
artificial.526,0.671
artificial.351,0.671
artificial.966,0.671
artificial.29,0.668
artificial.657,0.667
artificial.501,0.666
artificial.775,0.664
artificial.695,0.664
artificial.642,0.663
artificial.1123,0.663
artificial.436,0.662
artificial.972,0.662
artificial.1013,0.66
artificial.771,0.658
artificial.14,0.656
artificial.459,0.655
artificial.745,0.653
artificial.839,0.653
artificial.455,0.652
artificial.298,0.652
artificial.269,0.652
artificial.216,0.651
artificial.815,0.65
artificial.617,0.649
artificial.741,0.647
artificial.863,0.645
artificial.557,0.644
artificial.1020,0.644
artificial.84,0.642
artificial.941,0.64
artificial.521,0.64
artificial.1004,0.639
artificial.4,0.638
artificial.3,0.637
artificial.853,0.634
artificial.988,0.634
artificial.94,0.631
artificial.447,0.628
artificial.150,0.626
artificial.297,0.625
artificial.824,0.625
artificial.97,0.623
artificial.740,0.621
artificial.1057,0.619
artificial.489,0.619
artificial.315,0.618
artificial.586,0.616
artificial.414,0.615
artificial.338,0.614
artificial.411,0.612
artificial.932,0.612
artificial.379,0.612
artificial.989,0.611
artificial.175,0.609
artificial.646,0.609
artificial.977,0.608
artificial.1055,0.605
artificial.1067,0.604
artificial.427,0.603
artificial.714,0.603
artificial.908,0.603
artificial.735,0.603
artificial.293,0.602
artificial.170,0.602
artificial.674,0.602
artificial.1041,0.601
artificial.706,0.6
artificial.1035,0.599
artificial.970,0.599
artificial.681,0.599
artificial.1042,0.598
artificial.21,0.598
artificial.354,0.596
artificial.140,0.596
artificial.267,0.594
artificial.984,0.594
artificial.633,0.594
artificial.831,0.592
artificial.147,0.592
artificial.669,0.591
artificial.560,0.591
artificial.366,0.59
artificial.529,0.59
artificial.274,0.589
artificial.210,0.589
artificial.734,0.588
artificial.792,0.588
artificial.194,0.588
artificial.73,0.587
artificial.769,0.587
artificial.422,0.585
artificial.537,0.584
artificial.183,0.582
artificial.711,0.582
artificial.1,0.581
artificial.327,0.58
artificial.627,0.58
artificial.634,0.58
artificial.45,0.58
artificial.435,0.579
artificial.458,0.579
artificial.885,0.579
artificial.324,0.578
artificial.505,0.577
artificial.1011,0.575
artificial.1121,0.575
artificial.336,0.574
artificial.265,0.574
artificial.896,0.574
artificial.799,0.573
artificial.382,0.572
artificial.54,0.572
artificial.929,0.57
artificial.174,0.57
artificial.167,0.57
artificial.806,0.569
artificial.91,0.566
artificial.408,0.565
artificial.1126,0.565
artificial.176,0.565
artificial.10,0.564
artificial.782,0.562
artificial.872,0.562
artificial.55,0.562
artificial.1022,0.56
artificial.325,0.56
artificial.182,0.559
artificial.51,0.558
artificial.942,0.558
artificial.82,0.558
artificial.612,0.557
artificial.469,0.554
artificial.1084,0.554
artificial.726,0.554
artificial.1061,0.553
artificial.281,0.552
artificial.1010,0.552
artificial.563,0.549
artificial.789,0.549
artificial.986,0.548
artificial.663,0.548
artificial.188,0.547
artificial.389,0.547
artificial.987,0.546
artificial.692,0.546
artificial.263,0.545
artificial.259,0.544
artificial.570,0.544
artificial.199,0.543
artificial.50,0.543
artificial.239,0.541
artificial.415,0.541
artificial.340,0.538
artificial.370,0.538
artificial.407,0.538
artificial.74,0.538
artificial.1105,0.538
artificial.485,0.538
artificial.264,0.538
artificial.879,0.537
artificial.280,0.537
artificial.701,0.537
artificial.164,0.537
artificial.499,0.536
artificial.828,0.536
artificial.214,0.536
artificial.335,0.535
artificial.1046,0.535
artificial.100,0.535
artificial.968,0.532
artificial.565,0.532
artificial.476,0.532
artificial.679,0.531
artificial.237,0.53
artificial.847,0.529
artificial.283,0.529
artificial.272,0.528
artificial.343,0.527
artificial.832,0.527
artificial.377,0.526
artificial.295,0.526
