,C'=' 0.047,C'=' 0.564,C'=' 1.082,C'=' 1.599,C'=' 2.116,C'=' 2.633,C'=' 3.151,C'=' 3.668,C'=' 4.185,C'=' 4.703
artificial.1,0.0,0.072,0.132,0.154,0.164,0.169,0.174,0.178,0.182,0.183
artificial.2,0.0,0.053,0.07,0.077,0.078,0.082,0.084,0.085,0.09,0.089
artificial.3,0.0,0.073,0.111,0.118,0.122,0.127,0.128,0.128,0.129,0.131
artificial.4,0.0,0.033,0.056,0.066,0.07,0.071,0.076,0.077,0.078,0.079
artificial.5,0.0,0.005,0.01,0.009,0.01,0.01,0.012,0.012,0.011,0.012
artificial.6,0.0,0.076,0.099,0.102,0.103,0.103,0.105,0.106,0.106,0.107
artificial.7,0.0,0.012,0.02,0.022,0.023,0.024,0.023,0.024,0.025,0.025
artificial.8,0.0,0.007,0.013,0.017,0.018,0.019,0.022,0.02,0.024,0.025
artificial.9,0.0,0.089,0.15,0.17,0.178,0.182,0.184,0.185,0.186,0.185
artificial.10,0.0,0.14,0.176,0.18,0.185,0.189,0.192,0.192,0.195,0.197
artificial.11,0.0,0.123,0.155,0.162,0.169,0.169,0.169,0.172,0.174,0.175
artificial.12,0.0,0.024,0.035,0.041,0.044,0.045,0.05,0.052,0.052,0.049
artificial.13,0.0,0.021,0.046,0.049,0.051,0.055,0.054,0.054,0.055,0.054
artificial.14,0.0,0.006,0.007,0.008,0.009,0.009,0.009,0.008,0.008,0.008
artificial.15,0.0,0.042,0.047,0.047,0.049,0.048,0.05,0.05,0.05,0.05
artificial.16,0.0,0.073,0.09,0.091,0.091,0.092,0.093,0.094,0.096,0.096
artificial.17,0.0,0.004,0.01,0.011,0.013,0.013,0.015,0.015,0.015,0.015
artificial.18,0.0,0.15,0.212,0.229,0.232,0.236,0.242,0.244,0.246,0.247
artificial.19,0.0,0.031,0.031,0.031,0.031,0.032,0.031,0.031,0.032,0.032
artificial.20,0.0,0.078,0.1,0.108,0.11,0.112,0.113,0.114,0.114,0.115
artificial.21,0.0,0.161,0.318,0.354,0.374,0.381,0.386,0.392,0.392,0.396
artificial.22,0.0,0.005,0.003,0.003,0.005,0.005,0.005,0.005,0.005,0.005
artificial.23,0.0,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002
artificial.24,0.0,0.016,0.064,0.086,0.092,0.098,0.101,0.106,0.109,0.11
artificial.25,0.0,0.027,0.038,0.032,0.034,0.037,0.035,0.037,0.035,0.036
artificial.26,0.0,0.005,0.007,0.009,0.009,0.009,0.009,0.009,0.008,0.009
artificial.27,0.0,0.012,0.017,0.019,0.02,0.02,0.022,0.024,0.024,0.025
artificial.28,0.0,0.007,0.007,0.006,0.006,0.007,0.007,0.007,0.007,0.007
artificial.29,0.0,0.037,0.042,0.041,0.043,0.043,0.044,0.045,0.048,0.047
artificial.30,0.0,0.038,0.069,0.082,0.089,0.088,0.093,0.092,0.096,0.098
artificial.31,0.0,0.218,0.266,0.281,0.283,0.289,0.289,0.293,0.292,0.294
artificial.32,0.0,0.002,0.012,0.015,0.015,0.016,0.017,0.018,0.017,0.018
artificial.33,0.0,0.017,0.027,0.025,0.025,0.025,0.026,0.027,0.028,0.03
artificial.34,0.0,0.005,0.007,0.006,0.006,0.008,0.009,0.011,0.011,0.011
artificial.35,0.0,0.017,0.023,0.026,0.026,0.027,0.027,0.026,0.028,0.029
artificial.36,0.0,0.016,0.033,0.042,0.045,0.048,0.048,0.05,0.05,0.049
artificial.37,0.0,0.008,0.015,0.017,0.019,0.02,0.022,0.022,0.023,0.023
artificial.38,0.0,0.191,0.226,0.244,0.251,0.254,0.26,0.258,0.262,0.258
artificial.39,0.0,0.005,0.009,0.011,0.012,0.014,0.014,0.014,0.014,0.014
artificial.40,0.0,0.032,0.045,0.05,0.052,0.053,0.053,0.054,0.056,0.056
artificial.41,0.0,0.026,0.031,0.037,0.039,0.041,0.041,0.041,0.041,0.043
artificial.42,0.0,0.002,0.006,0.007,0.006,0.006,0.006,0.007,0.007,0.008
artificial.43,0.0,0.202,0.252,0.271,0.277,0.281,0.281,0.283,0.289,0.284
artificial.44,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.45,0.0,0.035,0.043,0.045,0.05,0.056,0.06,0.063,0.067,0.067
artificial.46,0.0,0.013,0.016,0.014,0.014,0.014,0.013,0.014,0.014,0.014
artificial.47,0.0,0.005,0.008,0.01,0.01,0.012,0.012,0.012,0.012,0.012
artificial.48,0.0,0.006,0.017,0.018,0.019,0.02,0.021,0.022,0.024,0.027
