,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.500, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.330 [0.107, 0.586] (p=0.164)","0.424 [0.251, 0.717] (p=0.195)","5.000 [5.000, 5.000] (p=2.838e-82)","1.000 [0.833, 1.000] (p=0.000e+00)"
SS 05,"0.400 [0.167, 0.688] (p=0.278)","0.448 [0.266, 0.746] (p=0.301)","5.000 [5.000, 5.000] (p=1.575e-83)","1.000 [0.800, 1.000] (p=0.000e+00)"
SS 08,"0.120 [0.000, 0.303] (p=0.006)","0.357 [0.203, 0.606] (p=0.012)","2.000 [2.000, 2.000] (p=1.474e-83)","1.000 [0.667, 1.000] (p=0.000e+00)"
Lasso,"0.400 [0.250, 0.500] (p=0.259)","0.500 [0.300, 0.700] (p=1.0)","0.000 [0.000, 0.000] (p=4.651e-06)","0.000 [0.000, 0.000] (p=2.017e-43)"
Lasso 1SE,"0.400 [0.250, 0.500] (p=0.257)","0.500 [0.300, 0.750] (p=1.0)","0.000 [0.000, 0.000] (p=4.651e-06)","0.000 [0.000, 0.000] (p=2.017e-43)"
ElasticNet,"0.410 [0.160, 0.688] (p=0.287)","0.493 [0.283, 0.822] (p=0.467)","0.000 [0.000, 0.000] (p=4.651e-06)","0.000 [0.000, 0.000] (p=2.017e-43)"
