,ROC AUC,Average Precision,N features,CVS
STABL,"0.180 [0.040, 0.365]","0.387 [0.213, 0.625]","2.500 [0.000, 4.000]","0.000 [0.000, 0.333]"
SS 03,"0.200 [0.044, 0.434] (p=0.401)","0.381 [0.215, 0.691] (p=0.426)","7.000 [7.000, 7.000] (p=5.217e-58)","1.000 [0.750, 1.000] (p=0.000e+00)"
SS 05,"0.260 [0.071, 0.505] (p=0.27)","0.398 [0.238, 0.682] (p=0.41)","6.000 [6.000, 6.000] (p=6.430e-56)","1.000 [0.714, 1.000] (p=0.000e+00)"
SS 08,"0.350 [0.143, 0.556] (p=0.066)","0.470 [0.242, 0.694] (p=0.022)","0.000 [0.000, 0.250] (p=3.110e-12)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso,"0.370 [0.162, 0.590] (p=0.094)","0.474 [0.263, 0.716] (p=0.103)","0.000 [0.000, 1.000] (p=2.622e-13)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso 1SE,"0.370 [0.179, 0.593] (p=0.082)","0.474 [0.255, 0.722] (p=0.092)","0.000 [0.000, 1.000] (p=1.816e-13)","0.000 [0.000, 0.000] (p=0.000e+00)"
ElasticNet,"0.420 [0.177, 0.697] (p=0.082)","0.480 [0.273, 0.803] (p=0.107)","0.000 [0.000, 1.000] (p=1.816e-13)","0.000 [0.000, 0.000] (p=0.000e+00)"
