,Spearman corr,pvalue
S6,0.6069769786668839,0.004540706093944385
NFkB,-0.5029237823239896,0.023807489798112744
ERK,-0.37626192168204475,0.10203163807567686
Frequency,0.36418618720013046,0.1144293688420575
CREB,-0.2948173896382008,0.20700547241122197
STAT3,0.2948173896382008,0.20700547241122197
MAPKAPK2,-0.2948173896382008,0.20700547241122197
STAT5,-0.17342199390482396,0.4646587776970642
STAT6,-0.13948208816291766,0.557541655683564
p38,-0.10405319634289441,0.6624265026477676
IkB,-0.052026598171447204,0.827557337051562
STAT1,,
