,ROC AUC,Average Precision,N features,CVS
STABL,"0.470 [0.209, 0.737]","0.602 [0.329, 0.833]","4.000 [0.000, 6.250]","0.000 [0.000, 0.250]"
SS 03,"0.540 [0.253, 0.798] (p=0.34)","0.639 [0.359, 0.880] (p=0.378)","15.000 [15.000, 16.000] (p=5.250e-08)","0.568 [0.500, 0.684] (p=4.303e-58)"
SS 05,"0.480 [0.202, 0.750] (p=0.46)","0.607 [0.335, 0.858] (p=0.475)","12.000 [11.000, 13.000] (p=2.129e-07)","0.529 [0.439, 0.600] (p=2.084e-54)"
SS 08,"0.385 [0.130, 0.670] (p=0.293)","0.489 [0.274, 0.804] (p=0.222)","7.000 [6.750, 8.000] (p=7.102e-04)","0.500 [0.424, 0.656] (p=3.245e-51)"
Lasso,"0.390 [0.125, 0.677] (p=0.267)","0.553 [0.287, 0.818] (p=0.182)","10.000 [1.000, 13.000] (p=3.422e-02)","0.118 [0.000, 0.333] (p=2.073e-04)"
Lasso 1SE,"0.410 [0.151, 0.687] (p=0.302)","0.553 [0.300, 0.819] (p=0.208)","10.000 [0.000, 13.000] (p=5.988e-02)","0.000 [0.000, 0.333] (p=3.662e-02)"
ElasticNet,"0.190 [0.027, 0.429] (p=0.052)","0.376 [0.216, 0.650] (p=0.015)","2.500 [0.000, 13.250] (p=8.354e-01)","0.000 [0.000, 0.113] (p=6.945e-02)"
