,Fold selected features,Fold nb of features
Fold 0,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tem_Frequency', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'Th1naive_IkB', 'Tregmem_Frequency']",8
Fold 1,"['CD41hiCD61hiPLT_p38', 'CD62LpImmatureNeutrophils_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'Th1naive_IkB', 'Tregmem_Frequency']",6
Fold 2,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tem_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'Th1naive_CREB', 'Th1naive_p38', 'Tregmem_Frequency']",8
Fold 3,"['CD41hiCD61hiPLT_S6', 'CD4Tem_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'Th1naive_CREB', 'Th1naive_p38', 'Tregmem_Frequency']",7
Fold 4,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD62LpImmatureNeutrophils_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'Th1naive_CREB', 'Tregmem_Frequency']",7
Fold 5,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tem_Frequency', 'CD8Tem_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'mDC_Frequency', 'Tregmem_Frequency']",8
Fold 6,"['CD41hiCD61hiPLT_p38', 'CD4Tem_Frequency', 'CD62LpImmatureNeutrophils_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'mDC_Frequency', 'Th1naive_p38', 'Th1naive_IkB', 'Tregmem_Frequency']",9
Fold 7,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tem_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'Th1naive_IkB', 'Tregmem_Frequency']",7
Fold 8,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tem_Frequency', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'mDC_Frequency']",6
Fold 9,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tem_Frequency', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'Th1naive_IkB', 'Tregmem_Frequency']",8
Fold 10,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD8Tem_Frequency', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'Tregmem_Frequency']",7
Fold 11,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD56dimCD16pNKcells_Frequency', 'CD8Tem_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'Th1naive_CREB', 'Th1naive_p38', 'Tregmem_Frequency']",9
Fold 12,"['CD41hiCD61hiPLT_S6', 'CD4Tem_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'Th1naive_IkB', 'Tregmem_Frequency']",6
Fold 13,"['CD41hiCD61hiPLT_p38', 'CD4Tem_Frequency', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'Th1naive_IkB', 'Tregmem_Frequency']",7
Fold 14,"['CD41hiCD61hiPLT_p38', 'CD4Tem_Frequency', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'Th1naive_CREB', 'Th1naive_IkB', 'Tregmem_Frequency']",8
Fold 15,"['CD41hiCD61hiPLT_p38', 'CD4Tem_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'Th1naive_IkB', 'Tregmem_Frequency']",6
Fold 16,"['CD41hiCD61hiPLT_p38', 'CD4Tem_Frequency', 'CD8Tem_Frequency', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'Th1naive_p38', 'Tregmem_Frequency']",7
Fold 17,"['CD41hiCD61hiPLT_p38', 'CD8Tem_Frequency', 'mDC_Frequency', 'Th1naive_CREB', 'Th1naive_p38', 'Tregmem_Frequency', 'Tregnaive_STAT3']",7
Fold 18,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tem_Frequency', 'CD62LpImmatureNeutrophils_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'Th1naive_IkB', 'Tregmem_Frequency']",8
Fold 19,"['CD41hiCD61hiPLT_p38', 'CD4Tem_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'Th1naive_IkB', 'Tregmem_Frequency']",6
