,ROC AUC,Average Precision,N features,CVS
STABL,"0.450 [0.350, 0.500]","0.476 [0.269, 0.685]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.270 [0.052, 0.530] (p=0.168)","0.466 [0.255, 0.720] (p=0.441)","16.000 [14.750, 17.000] (p=2.602e-07)","0.435 [0.376, 0.500] (p=1.248e-72)"
SS 05,"0.220 [0.040, 0.451] (p=0.083)","0.382 [0.231, 0.631] (p=0.107)","16.000 [14.000, 17.000] (p=2.625e-07)","0.450 [0.381, 0.500] (p=1.243e-72)"
SS 08,"0.240 [0.042, 0.490] (p=0.134)","0.389 [0.224, 0.666] (p=0.165)","15.000 [14.000, 16.000] (p=2.580e-07)","0.450 [0.391, 0.516] (p=1.231e-72)"
Lasso,"0.175 [0.060, 0.320] (p=0.019)","0.387 [0.213, 0.638] (p=0.126)","0.000 [0.000, 5.750] (p=1.538e-02)","0.000 [0.000, 0.000] (p=7.522e-08)"
Lasso 1SE,"0.240 [0.099, 0.375] (p=0.054)","0.408 [0.210, 0.656] (p=0.177)","0.000 [0.000, 4.500] (p=5.754e-02)","0.000 [0.000, 0.000] (p=8.009e-05)"
ElasticNet,"0.270 [0.071, 0.520] (p=0.184)","0.402 [0.237, 0.689] (p=0.215)","0.000 [0.000, 2.000] (p=2.732e-02)","0.000 [0.000, 0.000] (p=4.535e-06)"
