,Spearman corr,pvalue
S6,0.5029237823239896,0.023807489798112744
STAT5,-0.3988705859810952,0.08149251949014447
STAT3,-0.38746595996276906,0.09142992220710675
STAT6,0.2427907914667536,0.3023454554274212
MAPKAPK2,-0.22544859207627121,0.3392245168854384
Frequency,0.1907641932953064,0.42045602297364715
ERK,0.17342199390482396,0.4646587776970642
NFkB,-0.10405319634289441,0.6624265026477676
CREB,-0.08671099695241198,0.7162313833164182
IkB,-0.052026598171447204,0.827557337051562
p38,0.016643566632465155,0.9444769651455183
STAT1,,
