,Fold selected features,Fold nb of features
Fold 0,"['CCL20', 'LGALS1', 'MZB1']",3
Fold 1,"['BAIAP2', 'CA6', 'CCL20', 'CD1C', 'CNTN5', 'CTSH', 'CXCL8', 'DSG4', 'FOSB', 'JUN', 'LAIR2', 'MDGA1', 'MZB1', 'NOMO1', 'PON3', 'S100A16', 'SDC1', 'TNFRSF8']",18
Fold 2,"['CRTAC1', 'FOSB', 'MDGA1', 'MZB1', 'PON3', 'SIGLEC9', 'TNFRSF8']",7
Fold 3,"['CPA2', 'CTSH', 'DSG4', 'MZB1']",4
Fold 4,"['CCL20', 'CRTAC1', 'LGALS1', 'LILRA5', 'MDGA1', 'MZB1', 'TFPI2']",7
Fold 5,"['CCL20', 'CNTN1', 'CRTAC1', 'CTSH', 'FBP1', 'LGALS9', 'MDGA1', 'MZB1', 'NOMO1']",9
Fold 6,"['CCL20', 'CHIT1', 'CTSH', 'CXCL13', 'MUC13', 'MZB1', 'NDRG1', 'PON3', 'TNFRSF8']",9
Fold 7,"['CCL20', 'CRTAC1', 'MDGA1', 'MZB1', 'SSB']",5
Fold 8,"['LGALS1', 'MZB1', 'TNFRSF8']",3
Fold 9,"['CCL20', 'FOSB', 'LGALS1', 'LILRB1', 'MZB1', 'PON3', 'TFPI2']",7
Fold 10,"['CCL20', 'CPA2', 'CRTAC1', 'CTSH', 'CTSV', 'DSG4', 'FBP1', 'FOSB', 'GNLY', 'HPGDS', 'IL5RA', 'JUN', 'MDGA1', 'MZB1', 'PON3', 'TNFRSF8']",16
Fold 11,"['CNTN1', 'CRTAC1', 'LGALS1', 'MZB1', 'TNFRSF8', 'XPNPEP2']",6
Fold 12,"['C19orf12', 'CA6', 'CD74', 'CEACAM5', 'CTSH', 'CXCL8', 'DSG4', 'FBP1', 'FGF21', 'FOSB', 'GPA33', 'HPGDS', 'IL16', 'KIR2DL3', 'LEP', 'LGALS1', 'LGALS9', 'MDGA1', 'MZB1', 'NOMO1', 'POLR2F', 'PON3', 'SDC1', 'SPINT1', 'SRP14', 'TNC', 'TNFRSF8', 'VWF']",28
Fold 13,"['CCL20', 'CRTAC1', 'CSTB', 'DSG4', 'FABP4', 'FBP1', 'HLA-DRA', 'IL2RA', 'LGALS1', 'LILRA5', 'LY96', 'MDGA1', 'MZB1', 'PON3', 'S100A16', 'TMPRSS5']",16
Fold 14,"['CCL20', 'CTSH', 'CXCL8', 'DSG4', 'FOSB', 'LGALS1', 'MDGA1', 'MZB1']",8
Fold 15,"['ANGPTL2', 'CCL20', 'CRTAC1', 'FCAR', 'LGALS1', 'PON3', 'TNFRSF8']",7
Fold 16,"['CCL20', 'CES2', 'CRTAC1', 'CXCL8', 'FABP4', 'FCAR', 'FGF21', 'FOSB', 'GDF15', 'IL22RA1', 'LGALS1', 'LILRA5', 'MDGA1', 'MSLN', 'MZB1', 'PON3', 'PRSS8', 'TFPI2']",18
Fold 17,"['CCL20', 'CPA2', 'CTSH', 'DSG4', 'MDGA1', 'MZB1', 'SDC1']",7
Fold 18,"['ADGRG2', 'CCL15', 'CRTAC1', 'CTSH', 'FBP1', 'FOSB', 'LGALS9', 'MDGA1', 'MZB1', 'PON3', 'TNFRSF8']",11
Fold 19,"['CCL20', 'CRTAC1', 'JUN', 'LGALS1', 'MZB1', 'S100A16']",6
Fold 20,"['CCL20', 'CRTAC1', 'MZB1']",3
Fold 21,"['CCL20', 'CXCL8', 'MDGA1', 'PON3']",4
Fold 22,"['CCL20', 'JUN', 'MZB1', 'TNFRSF8']",4
Fold 23,"['MDGA1', 'MZB1', 'PON3']",3
Fold 24,"['CAPG', 'CCL19', 'CPA2', 'CTSH', 'DSG4', 'MDGA1', 'MZB1', 'TNC']",8
Fold 25,"['ADGRG2', 'CRTAC1', 'MZB1', 'PON3', 'TNFRSF8', 'XPNPEP2']",6
Fold 26,"['CCL20', 'CES2', 'CRTAC1', 'DSG4', 'FBP1', 'FOSB', 'GDF15', 'HPGDS', 'IL13', 'JUN', 'LGALS1', 'LGALS9', 'LILRA5', 'LILRB1', 'LRRC25', 'MDGA1', 'MZB1', 'NDRG1', 'PLAUR', 'PON3', 'S100A16', 'TFPI2', 'VWA1']",23
Fold 27,"['CCL20', 'CXCL13', 'MDGA1', 'MZB1', 'TNFRSF8']",5
Fold 28,"['CCL15', 'CCL20', 'CCL7', 'CRTAC1', 'CTSH', 'DDX58', 'FBP1', 'FOSB', 'GNLY', 'KIR2DL3', 'LGALS1', 'LGALS9', 'MDGA1', 'MZB1', 'NOMO1', 'PON3', 'SDC1', 'TFPI2']",18
Fold 29,"['CCL20', 'FCAR', 'MZB1']",3
Fold 30,"['MDGA1', 'MZB1', 'PON3']",3
Fold 31,"['CTSH', 'DSG4', 'FOSB', 'JUN', 'MDGA1', 'MZB1', 'TNFRSF8']",7
