,ROC AUC,Average Precision,N features,CVS
STABL,"0.871 [0.770, 0.951]","0.785 [0.618, 0.936]","7.500 [5.000, 13.250]","0.222 [0.154, 0.294]"
SS 03,"0.847 [0.739, 0.938] (p=0.281)","0.755 [0.563, 0.923] (p=0.316)","3.500 [2.000, 4.000] (p=6.237e-19)","0.200 [0.100, 0.333] (p=5.364e-14)"
SS 05,"0.480 [0.432, 0.500] (p=0.0)","0.359 [0.250, 0.478] (p=0.0)","0.000 [0.000, 1.000] (p=6.859e-36)","0.000 [0.000, 0.000] (p=0.000e+00)"
SS 08,"0.500 [0.500, 0.500] (p=0.0)","0.368 [0.265, 0.485] (p=0.0)","0.000 [0.000, 0.000] (p=5.233e-39)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso,"0.855 [0.739, 0.954] (p=0.367)","0.829 [0.675, 0.936] (p=0.33)","21.500 [8.000, 105.250] (p=6.825e-09)","0.105 [0.043, 0.217] (p=0.000e+00)"
Lasso 1SE,"0.854 [0.747, 0.943] (p=0.362)","0.823 [0.675, 0.932] (p=0.338)","22.000 [5.000, 103.250] (p=3.913e-05)","0.071 [0.011, 0.200] (p=0.000e+00)"
ElasticNet,"0.859 [0.738, 0.957] (p=0.411)","0.811 [0.644, 0.941] (p=0.388)","31.000 [18.750, 845.000] (p=6.189e-25)","0.113 [0.021, 0.286] (p=1.387e-148)"
