,Fold selected features,Fold nb of features
Fold 0,"['ACE2', 'ACP5', 'ADAMTS15', 'ADGRG1', 'ALCAM', 'ALPP', 'ANGPTL2', 'ANGPTL3', 'AOC1', 'APOM', 'AZU1', 'BAIAP2', 'BCAN', 'BST1', 'CAPG', 'CCL15', 'CCL20', 'CD164', 'CD276', 'CD63', 'CDHR1', 'CDHR2', 'CELA3A', 'CHI3L1', 'CLEC4C', 'CLUL1', 'CPA2', 'CRTAC1', 'CSF2RA', 'CTRB1', 'CTSH', 'CTSL', 'DKKL1', 'DPT', 'ENPP7', 'EREG', 'FABP1', 'FABP4', 'FASLG', 'FCAR', 'FCGR2B', 'FCN2', 'FCRL5', 'FGF21', 'GFRA2', 'GGT5', 'GH2', 'GPA33', 'HBQ1', 'HCLS1', 'ICAM1', 'IGF2R', 'IGFBPL1', 'IKBKG', 'IL11', 'IL17A', 'IL17RA', 'IL1A', 'IL1RAP', 'IL22RA1', 'IL2RB', 'IL33', 'IL5RA', 'ISM1', 'KCNIP4', 'KIR2DL3', 'KLB', 'LAMA4', 'LBR', 'LGALS1', 'LRPAP1', 'LYPD1', 'LYPD8', 'MARCO', 'MDGA1', 'MET', 'MSLN', 'MUC13', 'MZB1', 'NCLN', 'NEFL', 'NINJ1', 'NOMO1', 'NOS1', 'NPTN', 'NPTXR', 'NPY', 'NRTN', 'PCOLCE', 'PDGFRA', 'PIGR', 'PLIN1', 'PM20D1', 'PON3', 'PPY', 'PRKRA', 'PSIP1', 'PTS', 'S100A16', 'SCARB1', 'SCGN', 'SCP2', 'SIGLEC9', 'SMOC2', 'SMPDL3A', 'SOST', 'SPINT1', 'SRP14', 'SSC5D', 'TDGF1', 'THBS2', 'THPO', 'TLR3', 'TMPRSS5', 'TMSB10', 'TNC', 'TNFRSF11B', 'TNFRSF13B', 'TNFRSF4', 'TP53INP1', 'TPT1', 'TXLNA', 'ULBP2', 'WFIKKN1', 'WISP1', 'XPNPEP2']",126
Fold 1,"['CCL7', 'JUN', 'LGALS1', 'MZB1', 'PON3', 'SDC1', 'TNFRSF8']",7
Fold 2,"['ANGPTL2', 'CDCP1', 'CRTAC1', 'FOSB', 'LGALS1', 'MDGA1', 'MSR1', 'MZB1', 'PON3', 'SIGLEC9', 'TNFRSF8']",11
Fold 3,"['ADAM15', 'ADAMTS13', 'AMY2A', 'AMY2B', 'ANGPTL2', 'AOC1', 'B4GAT1', 'BAIAP2', 'BCAN', 'CAPG', 'CASP1', 'CCL15', 'CCL19', 'CCL20', 'CCL23', 'CD300C', 'CD63', 'CDH17', 'CDHR1', 'CEACAM5', 'CELA3A', 'CHIT1', 'CHL1', 'CNTN1', 'CPA2', 'CRTAC1', 'CTRB1', 'CTSH', 'CXCL8', 'DDC', 'DKKL1', 'DPP6', 'DSG4', 'ENPP7', 'FBP1', 'FCGR2B', 'FGF21', 'FOSB', 'FUCA1', 'GAL', 'GFRA2', 'GGT1', 'GGT5', 'GNLY', 'GPC5', 'HLA-DRA', 'HPGDS', 'IFNGR1', 'IFNGR2', 'IGF2R', 'IL13', 'IL13RA1', 'IL16', 'IL1RAP', 'IL2', 'IL2RA', 'IL33', 'ISM1', 'KCNIP4', 'KIR2DL3', 'KLK11', 'KLK12', 'LILRA5', 'LY96', 'MDGA1', 'MET', 'MMP13', 'MSLN', 'MUC13', 'MZB1', 'NCLN', 'NINJ1', 'NPTN', 'NPY', 'PCDH1', 'PCSK9', 'PDGFC', 'PIGR', 'PLAUR', 'PM20D1', 'PPY', 'PRL', 'RANGAP1', 'SMOC2', 'SPINK6', 'SPINT1', 'SRP14', 'TDGF1', 'THBS2', 'TMPRSS5', 'TNC', 'TNFRSF8', 'TNFSF12', 'TSHB', 'XPNPEP2', 'XRCC4']",96
Fold 4,"['ACAN', 'ACP6', 'ADAM15', 'ADAMTS13', 'ASAH2', 'ATP6V1D', 'C19orf12', 'CA5A', 'CALB2', 'CASP1', 'CCL15', 'CCL20', 'CDHR1', 'CES2', 'CHIT1', 'CLUL1', 'CPVL', 'CRTAC1', 'CRTAM', 'CSTB', 'CTSB', 'CTSF', 'CXADR', 'CXCL8', 'DKK4', 'DKKL1', 'DSG4', 'ENPP7', 'ERBB3', 'FABP4', 'FCAR', 'FCGR2B', 'FCN2', 'FCRL5', 'FGF21', 'GFAP', 'GFRA2', 'GGH', 'GGT1', 'GH2', 'GP2', 'GPKOW', 'GPNMB', 'GRN', 'HDGF', 'HLA-DRA', 'IFNGR1', 'IGF2R', 'IL11', 'IL13', 'IL22RA1', 'IL5', 'KLK1', 'LAMA4', 'LEP', 'LGALS1', 'LILRA5', 'LILRB1', 'LY96', 'LYPD3', 'MAGED1', 'MARCO', 'MDGA1', 'MME', 'MUC13', 'MZB1', 'NCS1', 'NDRG1', 'NPTN', 'NRP1', 'NRTN', 'PCOLCE', 'PCSK9', 'PDGFC', 'PLAUR', 'PM20D1', 'PPY', 'PRL', 'PSIP1', 'PTH1R', 'RANGAP1', 'RARRES1', 'RET', 'RETN', 'S100A16', 'SIGLEC7', 'SLC39A5', 'SLITRK6', 'SMOC2', 'SRP14', 'TCL1A', 'TFPI2', 'THPO', 'TIGAR', 'TMPRSS5', 'TMSB10', 'TNFRSF13C', 'TNFSF12', 'TSHB', 'TSPAN1', 'VEGFD', 'VWA1', 'WIF1', 'XPNPEP2', 'XRCC4']",105
Fold 5,"['CCL7', 'FBP1', 'LGALS9', 'MZB1', 'NOMO1']",5
Fold 6,"['ACTN4', 'ADAM15', 'ADAMTS13', 'ADAMTS15', 'ADGRG2', 'AMN', 'AMY2B', 'AOC1', 'BAIAP2', 'CCL20', 'CD209', 'CD5', 'CD63', 'CDHR1', 'CHIT1', 'CLPS', 'CNDP1', 'CPA2', 'CRTAC1', 'CTRB1', 'CTSB', 'CTSH', 'CXCL13', 'DKKL1', 'ENPP7', 'EPCAM', 'FABP4', 'FBP1', 'FCGR2A', 'FCGR2B', 'FCRL5', 'FOSB', 'GDF15', 'GFRA2', 'GFRA3', 'GGH', 'GGT1', 'GGT5', 'GH2', 'HBQ1', 'HDGF', 'HLA-DRA', 'IGF2R', 'IL11', 'IL13', 'IL17RB', 'IL1A', 'IL2RA', 'ISLR2', 'JUN', 'KCNIP4', 'KLB', 'KLK1', 'KLK12', 'LGALS1', 'LILRB1', 'LTBP3', 'LY96', 'LYPD1', 'MAGED1', 'MDGA1', 'MET', 'MMP13', 'MSR1', 'MUC13', 'MUC16', 'MZB1', 'NCLN', 'NDRG1', 'NPTN', 'NPTXR', 'PAEP', 'PDGFC', 'PIGR', 'PLA2G10', 'PM20D1', 'PON3', 'PPY', 'PRSS8', 'PSIP1', 'PSPN', 'RARRES1', 'S100A16', 'SELPLG', 'SIGLEC9', 'SLC16A1', 'SMOC2', 'SPINT1', 'SRP14', 'SSC5D', 'TDGF1', 'THPO', 'TLR3', 'TMPRSS5', 'TNC', 'TNFRSF13B', 'TNFRSF4', 'TNFRSF8', 'TPT1', 'TSLP', 'TSPAN1', 'VWF', 'XPNPEP2']",103
Fold 7,"['ADAM15', 'ANGPTL2', 'BAIAP2', 'CCL20', 'CD5', 'CES2', 'COPE', 'CRTAC1', 'DSG4', 'FCRL5', 'FOSB', 'ICAM4', 'IL5', 'KIR2DL3', 'MDGA1', 'MZB1', 'NFATC3', 'NRP1', 'SIGLEC9', 'SIT1', 'SMOC2', 'SSB', 'TFRC', 'TMPRSS5', 'TNFRSF13C', 'VEGFD', 'XPNPEP2']",27
Fold 8,"['ACAN', 'ADAM15', 'ADAMTS13', 'ADAMTS15', 'ADAMTS16', 'ADGRG2', 'AHSP', 'AMY2A', 'AMY2B', 'ANXA3', 'AOC1', 'APEX1', 'ARTN', 'ASAH2', 'B4GAT1', 'C4BPB', 'CCL15', 'CCL19', 'CD300LG', 'CD5', 'CD63', 'CDHR1', 'CEACAM5', 'CELA3A', 'CES2', 'CHIT1', 'CHL1', 'CLEC4G', 'CLUL1', 'COLEC12', 'CPA1', 'CPA2', 'CPVL', 'CRTAC1', 'CTRB1', 'CTSH', 'CXCL8', 'DKK4', 'DLL1', 'DPEP2', 'DPT', 'ERBB3', 'ERBB4', 'FABP1', 'FABP4', 'FCGR2B', 'FCN2', 'FOSB', 'FUCA1', 'GAL', 'GFAP', 'GFOD2', 'GFRA2', 'GGT5', 'GNLY', 'GPA33', 'GRN', 'GZMA', 'HBQ1', 'HLA-DRA', 'HMBS', 'ICAM2', 'IFNGR1', 'IGF2R', 'IKZF2', 'IL16', 'IL20', 'IL33', 'ISM1', 'KCNIP4', 'KIR2DL3', 'KLK12', 'KLK14', 'KRT5', 'LAMA4', 'LGALS1', 'LILRB1', 'MAPT', 'MARCO', 'MDGA1', 'MGMT', 'MICB_MICA', 'MILR1', 'MMP13', 'MSTN', 'MUC13', 'MZB1', 'NAMPT', 'NCAM2', 'NINJ1', 'NPTN', 'NTRK3', 'PADI2', 'PCOLCE', 'PDGFC', 'PIGR', 'PM20D1', 'PODXL2', 'PON3', 'PRTG', 'PSPN', 'RANGAP1', 'RASSF2', 'RBP2', 'REG4', 'SCARB1', 'SERPINB8', 'SIGLEC10', 'SIGLEC9', 'SPINK1', 'SPINT1', 'SRP14', 'TDGF1', 'TFRC', 'THPO', 'TLR3', 'TMSB10', 'TNC', 'TNFRSF8', 'TSHB', 'UMOD', 'VEGFA', 'WFIKKN1', 'WIF1', 'XPNPEP2']",125
Fold 9,"['CCL20', 'FOSB', 'GDF15', 'LGALS1', 'LILRB1', 'MZB1', 'PON3', 'TFPI2']",8
