,ROC AUC,Average Precision,N features,CVS
STABL,"0.450 [0.333, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.270 [0.080, 0.535] (p=0.131)","0.402 [0.241, 0.704] (p=0.063)","6.000 [6.000, 6.000] (p=7.974e-85)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.270 [0.070, 0.505] (p=0.12)","0.402 [0.239, 0.679] (p=0.071)","6.000 [6.000, 6.000] (p=7.974e-85)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.560 [0.280, 0.819] (p=0.228)","0.560 [0.337, 0.908] (p=0.257)","1.000 [1.000, 1.000] (p=4.543e-50)","1.000 [0.000, 1.000] (p=0.000e+00)"
Lasso,"0.225 [0.059, 0.455] (p=0.027)","0.381 [0.218, 0.655] (p=0.009)","2.000 [0.000, 3.000] (p=5.386e-30)","0.000 [0.000, 0.500] (p=0.000e+00)"
Lasso 1SE,"0.225 [0.060, 0.440] (p=0.035)","0.381 [0.213, 0.629] (p=0.01)","2.000 [0.000, 3.000] (p=5.074e-29)","0.000 [0.000, 0.667] (p=0.000e+00)"
ElasticNet,"0.230 [0.044, 0.480] (p=0.066)","0.385 [0.232, 0.659] (p=0.036)","3.000 [0.000, 3.000] (p=2.435e-39)","0.000 [0.000, 0.750] (p=0.000e+00)"
