,ROC AUC,Average Precision,N features,CVS
STABL,"0.350 [0.180, 0.513]","0.454 [0.269, 0.700]","0.000 [0.000, 0.250]","0.000 [0.000, 0.000]"
SS 03,"0.240 [0.055, 0.480] (p=0.217)","0.388 [0.224, 0.668] (p=0.12)","6.000 [6.000, 6.000] (p=4.986e-78)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.240 [0.048, 0.469] (p=0.251)","0.388 [0.217, 0.647] (p=0.103)","6.000 [6.000, 6.000] (p=4.986e-78)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.150 [0.000, 0.360] (p=0.086)","0.362 [0.213, 0.591] (p=0.014)","3.000 [2.750, 3.000] (p=1.590e-62)","0.500 [0.400, 0.750] (p=0.000e+00)"
Lasso,"0.315 [0.165, 0.450] (p=0.479)","0.476 [0.269, 0.700] (p=0.324)","0.000 [0.000, 0.000] (p=2.137e-01)","0.000 [0.000, 0.000] (p=3.119e-01)"
Lasso 1SE,"0.315 [0.156, 0.455] (p=0.466)","0.476 [0.250, 0.685] (p=0.353)","0.000 [0.000, 0.000] (p=2.137e-01)","0.000 [0.000, 0.000] (p=3.119e-01)"
ElasticNet,"0.250 [0.060, 0.485] (p=0.234)","0.392 [0.224, 0.662] (p=0.123)","0.000 [0.000, 0.250] (p=1.000e+00)","0.000 [0.000, 0.000] (p=3.740e-20)"
