,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
artificial.1,0.0,0.366,0.453,0.485,0.522,0.55,0.568,0.579,0.592,0.604
artificial.2,0.0,0.644,0.69,0.709,0.725,0.742,0.746,0.754,0.758,0.769
artificial.3,0.0,0.04,0.076,0.091,0.116,0.132,0.147,0.154,0.161,0.174
artificial.4,0.0,0.093,0.13,0.148,0.167,0.181,0.188,0.197,0.202,0.204
artificial.5,0.0,0.105,0.136,0.146,0.164,0.174,0.181,0.191,0.198,0.205
artificial.6,0.0,0.018,0.04,0.06,0.073,0.085,0.095,0.105,0.111,0.125
artificial.7,0.0,0.115,0.174,0.193,0.208,0.219,0.226,0.231,0.239,0.244
artificial.8,0.0,0.402,0.522,0.574,0.596,0.614,0.634,0.642,0.656,0.667
artificial.9,0.0,0.04,0.077,0.095,0.104,0.112,0.12,0.126,0.129,0.137
artificial.10,0.0,0.321,0.439,0.498,0.526,0.561,0.571,0.586,0.598,0.611
artificial.11,0.0,0.695,0.747,0.773,0.791,0.802,0.809,0.82,0.826,0.83
artificial.12,0.0,0.022,0.064,0.08,0.092,0.109,0.124,0.135,0.148,0.154
artificial.13,0.0,0.2,0.329,0.385,0.417,0.442,0.463,0.483,0.495,0.507
artificial.14,0.0,0.315,0.42,0.468,0.5,0.528,0.547,0.554,0.566,0.577
artificial.15,0.0,0.014,0.037,0.042,0.057,0.066,0.075,0.082,0.088,0.099
artificial.16,0.0,0.179,0.23,0.257,0.285,0.299,0.31,0.321,0.336,0.351
artificial.17,0.0,0.507,0.585,0.626,0.656,0.668,0.681,0.69,0.702,0.706
artificial.18,0.0,0.23,0.276,0.296,0.307,0.318,0.329,0.339,0.345,0.355
artificial.19,0.0,0.081,0.129,0.15,0.174,0.191,0.202,0.214,0.226,0.234
artificial.20,0.0,0.022,0.04,0.048,0.056,0.063,0.071,0.073,0.078,0.082
artificial.21,0.0,0.517,0.618,0.656,0.675,0.688,0.693,0.699,0.704,0.714
artificial.22,0.0,0.019,0.027,0.031,0.04,0.042,0.045,0.046,0.05,0.053
artificial.23,0.0,0.411,0.504,0.555,0.583,0.6,0.624,0.641,0.657,0.667
artificial.24,0.0,0.257,0.327,0.349,0.364,0.377,0.384,0.389,0.394,0.399
artificial.25,0.0,0.13,0.211,0.242,0.273,0.291,0.304,0.316,0.321,0.328
artificial.26,0.0,0.049,0.07,0.083,0.091,0.1,0.107,0.117,0.123,0.13
artificial.27,0.0,0.426,0.554,0.595,0.617,0.637,0.648,0.658,0.662,0.669
artificial.28,0.0,0.052,0.108,0.136,0.161,0.176,0.191,0.204,0.212,0.224
artificial.29,0.0,0.463,0.557,0.592,0.616,0.63,0.64,0.653,0.667,0.679
artificial.30,0.0,0.689,0.756,0.789,0.803,0.816,0.828,0.839,0.843,0.854
artificial.31,0.0,0.288,0.392,0.428,0.454,0.467,0.49,0.507,0.523,0.53
artificial.32,0.0,0.06,0.092,0.115,0.13,0.136,0.144,0.15,0.153,0.157
artificial.33,0.0,0.268,0.339,0.375,0.409,0.433,0.445,0.458,0.467,0.481
artificial.34,0.0,0.264,0.371,0.428,0.451,0.475,0.488,0.498,0.506,0.52
artificial.35,0.0,0.105,0.15,0.163,0.178,0.188,0.201,0.21,0.218,0.226
artificial.36,0.0,0.153,0.201,0.229,0.246,0.257,0.269,0.283,0.292,0.301
artificial.37,0.0,0.081,0.132,0.157,0.18,0.202,0.212,0.227,0.238,0.249
artificial.38,0.0,0.033,0.049,0.064,0.079,0.097,0.105,0.111,0.121,0.127
artificial.39,0.0,0.522,0.582,0.61,0.627,0.641,0.646,0.661,0.672,0.677
