,ROC AUC,Average Precision,N features,CVS
STABL,"0.450 [0.260, 0.636]","0.527 [0.278, 0.746]","0.000 [0.000, 0.250]","0.000 [0.000, 0.000]"
SS 03,"0.380 [0.125, 0.659] (p=0.32)","0.525 [0.271, 0.792] (p=0.534)","14.000 [13.000, 15.250] (p=2.705e-08)","0.600 [0.500, 0.688] (p=3.666e-71)"
SS 05,"0.290 [0.066, 0.535] (p=0.121)","0.400 [0.225, 0.659] (p=0.056)","5.000 [5.000, 7.000] (p=7.042e-06)","0.500 [0.429, 0.667] (p=9.215e-70)"
SS 08,"0.360 [0.219, 0.500] (p=0.241)","0.476 [0.269, 0.704] (p=0.384)","0.000 [0.000, 0.000] (p=3.230e-01)","0.000 [0.000, 0.000] (p=2.445e-03)"
Lasso,"0.320 [0.101, 0.613] (p=0.153)","0.467 [0.272, 0.755] (p=0.28)","3.000 [0.750, 4.000] (p=8.028e-03)","0.143 [0.000, 0.333] (p=5.864e-26)"
Lasso 1SE,"0.340 [0.099, 0.599] (p=0.186)","0.473 [0.260, 0.756] (p=0.288)","2.000 [0.750, 3.000] (p=1.069e-02)","0.134 [0.000, 0.421] (p=4.358e-25)"
ElasticNet,"0.360 [0.130, 0.646] (p=0.22)","0.451 [0.270, 0.763] (p=0.237)","4.500 [3.000, 6.500] (p=6.806e-04)","0.375 [0.000, 0.600] (p=3.226e-34)"
