,Mann-Whitney U-test,p-value
CD4 T cells regulatory_stromal_Ki67,591.0,0.7056253348857955
Tumor non-proliferating_stromal_pSTAT3,591.0,0.705910508715914
Myeloid M2 macrophages_tumorfront_pERK,591.0,0.7070992606458083
CD8 T cells_tumorfront_pSTAT1,657.0,0.7072281157926088
CD4 T cells regulatory_stromal_pMAPKAPK2,656.0,0.7151875635283695
Myeloid Monocytes_tumorfront_pSTAT3,592.0,0.7157959893893764
Fibroblasts_stromal_E-Cadherin,592.0,0.715841578368051
Myeloid DCs_tumorfront_pERK,655.0,0.7192470807838438
CD4 T cells regulatory_tumorfront_pMAPKAPK2,655.0,0.7210121294043814
CD4 T cells regulatory_tumorfront_GranzymeB,594.0,0.7297951621139509
Myeloid Granulocytes_tumorfront_pSTAT3,594.0,0.7316964454963737
Tumor non-proliferating_intratumor_GranzymeB,594.0,0.7331717161280784
Fibroblasts_stromal_pSTAT1,653.0,0.7418887058302331
Myeloid M1 macrophages_stromal_E-Cadherin,595.0,0.7418887058302331
CD4 T cells naive_tumorfront_pp38,595.5,0.7462576768759335
CD4 T cells naive_stromal_pp38,596.0,0.750638936025578
Myeloid M1 macrophages_tumorfront_E-Cadherin,596.0,0.750638936025578
Vessel_stromal_CD36,596.0,0.750638936025578
CD4 T cells naive_tumorfront_CD36,651.5,0.7550242018619775
Tumor proliferating_intratumor_pS6,597.0,0.7593529183555967
Tumor non-proliferating_intratumor_pSTAT3,597.0,0.7594213605382848
Fibroblasts_stromal_CD36,651.0,0.7594213605382848
Myeloid Granulocytes_tumorfront_pERK,650.5,0.7619404346853061
CD4 T cells memory_stromal_pp38,597.5,0.7638223941508084
CD8 T cells_intratumor_pS6,650.0,0.7678185653350369
Vessel_tumorfront_pp38,598.0,0.7682349207293218
Myeloid Granulocytes_tumorfront_pNFkB,599.0,0.7755788505623058
CD8 T cells_tumorfront_pMAPKAPK2,599.0,0.7770767263679822
Myeloid M2 macrophages_tumorfront_GranzymeB,600.0,0.785853040019868
Myeloid M2 macrophages_tumorfront_pSTAT1,601.0,0.7946495746259735
Myeloid M2 macrophages_stromal_Ki67,647.0,0.7948449238238261
Myeloid Monocytes_tumorfront_pp38,601.5,0.7993103652701372
B cells_tumorfront_pSTAT1,603.0,0.8061441343422319
CD4 T cells regulatory_tumorfront_pERK,645.0,0.8103129255250262
Tumor non-proliferating_stromal_pSTAT1,603.0,0.8114617544283913
CD4 T cells regulatory_tumorfront_pSTAT3,644.0,0.817761059887219
Fibroblasts_tumorfront_Ki67,604.0,0.821709374303958
Myeloid M2 macrophages_stromal_E-Cadherin,643.5,0.8262055370996483
CD8 T cells_intratumor_Ki67,643.0,0.830309092985311
Tumor proliferating_tumorfront_pNFkB,606.0,0.8397069304537974
B cells_tumorfront_VEGF,607.0,0.8439822674299892
CD4 T cells memory_tumorfront_Ki67,606.5,0.8442401266689266
Tumor proliferating_tumorfront_pS6,607.0,0.8487526688415534
Myeloid M1 macrophages_tumorfront_pp38,641.0,0.8487777251044815
Myeloid Granulocytes_tumorfront_E-Cadherin,640.5,0.8524735750542913
Myeloid DCs_tumorfront_pCREB,640.0,0.8550498518571528
CD4 T cells regulatory_tumorfront_pCREB,608.0,0.8559905806286978
CD8 T cells_tumorfront_pp38,608.0,0.857840777135536
CD4 T cells regulatory_stromal_pp38,609.0,0.8665208249500838
CD4 T cells memory_tumorfront_pp38,638.5,0.8714624689724447
B cells_tumorfront_GranzymeB,610.0,0.8725036011282769
Myeloid DCs_tumorfront_pS6,638.0,0.8735841297511083
Myeloid Monocytes_stromal_pSTAT1,638.0,0.8760214640138564
Tumor proliferating_intratumor_pCREB,637.0,0.885109145479399
Tumor non-proliferating_tumorfront_pNFkB,611.0,0.8851426286281112
CD4 T cells memory_stromal_pSTAT3,611.5,0.8897060167769131
Myeloid DCs_tumorfront_pSTAT3,636.0,0.8909001975531816
Myeloid DCs_tumorfront_E-Cadherin,612.0,0.8919066373707044
CD8 T cells_tumorfront_VEGF,612.0,0.8942740200249942
CD8 T cells_tumorfront_pNFkB,612.0,0.8942740200249942
Tumor non-proliferating_intratumor_CD44,636.0,0.8942749011907618
CD4 T cells memory_tumorfront_E-Cadherin,635.5,0.8988379400793997
CD4 T cells memory_stromal_pMAPKAPK2,612.5,0.898845532417527
B cells_tumorfront_CD36,635.0,0.9003352816072242
Myeloid DCs_tumorfront_pMAPKAPK2,635.0,0.9015129629013864
Myeloid Granulocytes_tumorfront_pCREB,635.0,0.90296682234389
Myeloid DCs_tumorfront_pNFkB,634.0,0.9108514899384288
Myeloid DCs_tumorfront_VEGF,614.0,0.9108514899384288
CD8 T cells_stromal_pSTAT1,634.0,0.9125803522767761
B cells_tumorfront_pERK,633.0,0.9192464370575772
B cells_tumorfront_pMAPKAPK2,633.0,0.9195167523900725
Myeloid Granulocytes_tumorfront_pS6,632.0,0.9306065680754663
Myeloid Granulocytes_stromal_E-Cadherin,632.0,0.9308999406235624
Myeloid M2 macrophages_stromal_pMAPKAPK2,631.5,0.9355258883451537
Myeloid DCs_tumorfront_pp38,617.0,0.9389359155621559
Myeloid Monocytes_tumorfront_E-Cadherin,617.0,0.9401206905681045
Myeloid Monocytes_stromal_CD36,631.0,0.940122694852953
CD4 T cells memory_stromal_Ki67,617.5,0.9447204946412081
CD4 T cells regulatory_stromal_pSTAT3,618.0,0.9491268948843639
Myeloid DCs_tumorfront_GranzymeB,619.0,0.9577033402865096
Tumor proliferating_tumorfront_GranzymeB,629.0,0.958519239231054
Myeloid Monocytes_stromal_pp38,629.0,0.9585261887370309
CD4 T cells memory_stromal_E-Cadherin,619.5,0.9631305947363666
CD8 T cells_intratumor_pMAPKAPK2,620.0,0.9676772098876938
CD8 T cells_stromal_CD36,620.0,0.9677368485500212
Myeloid Monocytes_stromal_pMAPKAPK2,620.0,0.9677368485500212
Tumor non-proliferating_tumorfront_pS6,628.0,0.9677368485500212
Myeloid M1 macrophages_tumorfront_Ki67,620.5,0.9723436382794879
CD4 T cells naive_tumorfront_E-Cadherin,620.5,0.9723436382794879
B cells_tumorfront_E-Cadherin,627.0,0.9762117828021878
CD4 T cells naive_stromal_pSTAT1,627.0,0.9769518145176161
Myeloid Granulocytes_tumorfront_VEGF,626.0,0.9861044730292188
Myeloid Granulocytes_stromal_pp38,626.0,0.9861559242843175
Tumor non-proliferating_tumorfront_GranzymeB,622.0,0.9861698575424498
CD4 T cells naive_stromal_CD36,626.0,0.9861698575424498
