,C'=' 0.036,C'=' 0.427,C'=' 0.819,C'=' 1.211,C'=' 1.602,C'=' 1.994,C'=' 2.386,C'=' 2.777,C'=' 3.169,C'=' 3.561
AARSD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD14B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAA1,0.0,0.0,0.001,0.002,0.002,0.002,0.002,0.003,0.005,0.002
ACAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACE2,0.0,0.001,0.002,0.003,0.004,0.004,0.004,0.005,0.004,0.003
ACOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACP5,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.002,0.002
ACP6,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001
ACTA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACVRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACY1,0.0,0.016,0.024,0.028,0.029,0.033,0.04,0.045,0.044,0.052
ADA,0.0,0.007,0.01,0.011,0.011,0.012,0.013,0.014,0.016,0.021
ADA2,0.0,0.023,0.047,0.059,0.07,0.077,0.078,0.085,0.087,0.099
ADAM15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM8,0.0,0.009,0.015,0.02,0.025,0.024,0.027,0.028,0.033,0.036
ADAMTS13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS16,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002
ADAMTS8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCYAP1R1,0.0,0.015,0.019,0.021,0.023,0.022,0.026,0.025,0.032,0.03
ADGRB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRG1,0.0,0.007,0.016,0.023,0.028,0.031,0.033,0.033,0.036,0.043
ADGRG2,0.0,0.037,0.053,0.066,0.081,0.085,0.092,0.103,0.106,0.108
ADH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADM,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
AFP,0.0,0.006,0.012,0.022,0.024,0.028,0.026,0.031,0.031,0.033
AGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
