,ROC AUC,Average Precision,N features,CVS
STABL,"0.670 [0.381, 0.920]","0.759 [0.479, 0.965]","7.000 [3.000, 13.000]","0.286 [0.000, 0.500]"
SS 03,"0.585 [0.318, 0.854] (p=0.26)","0.552 [0.352, 0.907] (p=0.05)","4.000 [3.000, 4.000] (p=2.342e-11)","0.500 [0.400, 0.750] (p=0.000e+00)"
SS 05,"0.315 [0.162, 0.450] (p=0.02)","0.430 [0.225, 0.670] (p=0.006)","0.000 [0.000, 0.000] (p=6.388e-48)","0.000 [0.000, 0.000] (p=0.000e+00)"
SS 08,"0.500 [0.500, 0.500] (p=0.182)","0.500 [0.300, 0.700] (p=0.039)","0.000 [0.000, 0.000] (p=1.599e-57)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso,"0.820 [0.600, 0.990] (p=0.077)","0.856 [0.661, 0.988] (p=0.192)","17.000 [15.000, 18.000] (p=2.403e-30)","0.667 [0.545, 0.750] (p=0.000e+00)"
Lasso 1SE,"0.830 [0.607, 1.000] (p=0.046)","0.872 [0.694, 1.000] (p=0.18)","17.000 [15.000, 18.000] (p=3.986e-30)","0.667 [0.545, 0.750] (p=0.000e+00)"
ElasticNet,"0.910 [0.750, 1.000] (p=0.037)","0.937 [0.803, 1.000] (p=0.102)","76.000 [60.000, 105.500] (p=3.915e-67)","0.595 [0.486, 0.712] (p=0.000e+00)"
