,ROC AUC,Average Precision,N features,CVS
STABL,"0.780 [0.536, 0.967]","0.780 [0.502, 0.973]","9.000 [4.000, 11.000]","0.455 [0.333, 0.571]"
SS 03,"0.800 [0.576, 0.960] (p=0.408)","0.835 [0.603, 0.972] (p=0.227)","11.000 [10.750, 12.000] (p=4.406e-03)","0.833 [0.750, 0.909] (p=1.278e-50)"
SS 05,"0.800 [0.583, 0.964] (p=0.379)","0.824 [0.599, 0.976] (p=0.235)","8.000 [8.000, 9.000] (p=7.405e-01)","0.778 [0.700, 0.889] (p=6.083e-47)"
SS 08,"0.170 [0.022, 0.370] (p=0.0)","0.368 [0.224, 0.630] (p=0.001)","1.500 [1.000, 2.000] (p=1.025e-07)","0.000 [0.000, 0.333] (p=2.513e-28)"
Lasso,"0.530 [0.262, 0.802] (p=0.032)","0.590 [0.339, 0.869] (p=0.058)","10.000 [4.000, 11.000] (p=7.960e-01)","0.467 [0.273, 0.641] (p=8.580e-01)"
Lasso 1SE,"0.510 [0.250, 0.771] (p=0.014)","0.582 [0.352, 0.869] (p=0.076)","10.000 [3.750, 11.000] (p=8.489e-01)","0.449 [0.250, 0.636] (p=2.709e-01)"
ElasticNet,"0.640 [0.364, 0.886] (p=0.143)","0.682 [0.412, 0.917] (p=0.197)","11.000 [5.750, 15.000] (p=4.030e-02)","0.528 [0.364, 0.688] (p=5.735e-04)"
