,Fold selected features,Fold nb of features
Fold 0,"['Bcells_Frequency', 'CCR2pcMC_Frequency', 'CD4Tnaive_Frequency', 'CD62LnAgedNeutrophils_S6', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'intMC_Frequency']",7
Fold 1,"['CCR2pcMC_Frequency', 'CD4Tnaive_Frequency', 'CD62LnAgedNeutrophils_S6']",3
Fold 2,"['CCR2nncMC_Frequency', 'CCR2pcMC_Frequency', 'CD4Tnaive_Frequency', 'CD62LnAgedNeutrophils_S6']",4
Fold 3,"['CD4Tnaive_Frequency', 'CD62LnAgedNeutrophils_S6']",2
Fold 4,"['CCR2nncMC_Frequency', 'CCR2pcMC_Frequency', 'CD4Tcm_Frequency', 'CD4Tnaive_Frequency', 'CD56dimCD16pNKcells_Frequency', 'CD62LnAgedNeutrophils_p38', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'NKT_Frequency']",11
Fold 5,"['Bcells_Frequency', 'CCR2pcMC_Frequency', 'CD62LnAgedNeutrophils_p38', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tem_Frequency', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'MDSC_Frequency']",10
Fold 6,"['CCR2pcMC_Frequency', 'CD4Tnaive_Frequency', 'CD62LnAgedNeutrophils_S6', 'CD8Tnaive_Frequency']",4
Fold 7,"['Bcells_Frequency', 'CCR2pcMC_Frequency', 'CD4Tnaive_Frequency', 'CD56dimCD16pNKcells_Frequency', 'CD62LnAgedNeutrophils_p38', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tem_Frequency', 'CD8Tnaive_STAT3', 'CD8Tnaive_Frequency', 'CD8Trm_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'MDSC_Frequency']",14
Fold 8,"['CCR2pcMC_Frequency', 'CD4Tnaive_Frequency', 'CD62LnAgedNeutrophils_S6']",3
Fold 9,"['Bcells_Frequency', 'CCR2pcMC_Frequency', 'CD4Tnaive_Frequency', 'CD56dimCD16pNKcells_Frequency', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tem_Frequency', 'CD8Tnaive_STAT3', 'CD8Tnaive_Frequency', 'CD8Trm_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'MDSC_Frequency']",13
