,C'=' 0.041,C'=' 0.487,C'=' 0.933,C'=' 1.379,C'=' 1.825,C'=' 2.271,C'=' 2.717,C'=' 3.163,C'=' 3.609,C'=' 4.055
artificial.1,0.0,0.008,0.021,0.03,0.034,0.04,0.047,0.054,0.062,0.07
artificial.2,0.0,0.001,0.006,0.016,0.021,0.026,0.033,0.045,0.048,0.057
artificial.3,0.0,0.004,0.006,0.01,0.012,0.013,0.017,0.022,0.029,0.033
artificial.4,0.0,0.032,0.061,0.08,0.098,0.11,0.126,0.136,0.148,0.157
artificial.5,0.0,0.024,0.035,0.052,0.06,0.07,0.082,0.091,0.105,0.123
artificial.6,0.0,0.047,0.07,0.092,0.111,0.126,0.145,0.162,0.177,0.197
artificial.7,0.0,0.036,0.073,0.096,0.123,0.142,0.159,0.18,0.191,0.215
artificial.8,0.0,0.003,0.011,0.022,0.028,0.032,0.041,0.048,0.06,0.072
artificial.9,0.0,0.001,0.004,0.006,0.01,0.014,0.018,0.022,0.026,0.032
artificial.10,0.0,0.024,0.048,0.069,0.08,0.093,0.107,0.121,0.132,0.14
artificial.11,0.0,0.005,0.013,0.016,0.017,0.025,0.028,0.031,0.037,0.042
artificial.12,0.0,0.001,0.002,0.006,0.012,0.018,0.025,0.033,0.04,0.041
artificial.13,0.0,0.003,0.007,0.009,0.013,0.018,0.023,0.03,0.032,0.034
artificial.14,0.0,0.007,0.013,0.014,0.03,0.037,0.045,0.048,0.051,0.061
artificial.15,0.0,0.046,0.063,0.09,0.101,0.108,0.118,0.131,0.143,0.152
artificial.16,0.0,0.003,0.007,0.012,0.02,0.028,0.035,0.038,0.042,0.048
artificial.17,0.0,0.084,0.131,0.155,0.182,0.203,0.228,0.248,0.268,0.291
artificial.18,0.0,0.011,0.021,0.026,0.039,0.048,0.054,0.064,0.075,0.086
artificial.19,0.0,0.034,0.054,0.078,0.095,0.108,0.124,0.141,0.155,0.167
artificial.20,0.0,0.034,0.052,0.061,0.073,0.08,0.085,0.092,0.101,0.118
artificial.21,0.0,0.131,0.226,0.297,0.355,0.398,0.437,0.47,0.5,0.524
artificial.22,0.0,0.022,0.035,0.049,0.059,0.067,0.08,0.096,0.104,0.113
artificial.23,0.0,0.02,0.035,0.042,0.049,0.06,0.07,0.078,0.096,0.106
artificial.24,0.0,0.008,0.02,0.032,0.037,0.04,0.05,0.057,0.07,0.077
artificial.25,0.0,0.008,0.017,0.035,0.043,0.059,0.074,0.092,0.105,0.12
artificial.26,0.0,0.107,0.16,0.19,0.218,0.246,0.274,0.292,0.302,0.315
artificial.27,0.0,0.088,0.125,0.143,0.155,0.169,0.187,0.2,0.209,0.218
artificial.28,0.0,0.112,0.156,0.198,0.226,0.24,0.261,0.274,0.284,0.302
artificial.29,0.0,0.029,0.059,0.084,0.117,0.13,0.149,0.174,0.192,0.207
artificial.30,0.0,0.005,0.015,0.021,0.031,0.034,0.047,0.056,0.063,0.071
artificial.31,0.0,0.001,0.008,0.014,0.021,0.029,0.03,0.035,0.041,0.047
artificial.32,0.0,0.011,0.018,0.027,0.032,0.039,0.045,0.052,0.063,0.071
artificial.33,0.0,0.012,0.021,0.033,0.039,0.052,0.065,0.076,0.084,0.096
artificial.34,0.0,0.073,0.104,0.129,0.148,0.175,0.201,0.228,0.25,0.267
artificial.35,0.0,0.004,0.006,0.011,0.017,0.019,0.026,0.028,0.035,0.039
artificial.36,0.0,0.003,0.016,0.022,0.028,0.033,0.039,0.048,0.056,0.061
artificial.37,0.0,0.005,0.009,0.015,0.02,0.027,0.036,0.044,0.056,0.063
artificial.38,0.0,0.091,0.128,0.16,0.177,0.192,0.207,0.213,0.231,0.242
artificial.39,0.0,0.008,0.021,0.031,0.037,0.047,0.055,0.061,0.066,0.071
artificial.40,0.0,0.029,0.043,0.047,0.055,0.063,0.077,0.088,0.094,0.106
artificial.41,0.0,0.259,0.325,0.345,0.367,0.385,0.403,0.424,0.434,0.444
