,Max Proba
CCR2pcMC_Frequency,0.838
CD62LnAgedNeutrophils_S6,0.806
CD4Tnaive_Frequency,0.765
Bcells_Frequency,0.681
CD62LpImmatureNeutrophils_S6,0.608
intMC_Frequency,0.603
CCR2nncMC_Frequency,0.564
CD8Tnaive_Frequency,0.488
CD62LpImmatureNeutrophils_Frequency,0.448
mDC_Frequency,0.447
CD62LnAgedNeutrophils_p38,0.401
MDSC_Frequency,0.396
gdTcells_Frequency,0.37
CD4Tcm_Frequency,0.36
CD8Tem_Frequency,0.342
CD8Trm_Frequency,0.34
CD56dimCD16pNKcells_Frequency,0.338
CD8Tcm_STAT3,0.326
Th1naive_STAT3,0.323
Tregmem_Frequency,0.29
Th1naive_IkB,0.289
CD8Tcm_Frequency,0.287
intMC_STAT3,0.272
CD4Tem_Frequency,0.271
CD4Trm_STAT3,0.262
MDSC_STAT3,0.244
CD62LpImmatureNeutrophils_STAT3,0.202
CCR2pcMC_STAT3,0.193
NKT_Frequency,0.192
mDC_STAT3,0.191
CD4Trm_Frequency,0.149
pDC_STAT3,0.146
Th1mem_STAT3,0.101
CD8Tnaive_STAT3,0.092
Tregnaive_STAT3,0.082
CD4Tnaive_STAT3,0.079
CD4Tcm_STAT3,0.042
CD4Tem_STAT3,0.039
Tregmem_STAT3,0.039
