,Fold selected features,Fold nb of features
Fold 0,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD62LpImmatureNeutrophils_IkB', 'intMC_S6', 'mDC_S6', 'MDSC_S6', 'pDC_IkB', 'Th1mem_S6']",12
Fold 1,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD4Tnaive_Frequency', 'CD61pCD41pPLT_STAT3', 'CD61pCD41pPLT_S6', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD62LpImmatureNeutrophils_IkB', 'intMC_S6', 'mDC_S6', 'MDSC_S6', 'pDC_IkB', 'Th1naive_S6']",14
Fold 2,"['CCR2nncMC_S6', 'CD41hiCD61hiPLT_MAPKAPK2', 'intMC_S6', 'mDC_S6', 'Th1naive_S6']",5
Fold 3,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'intMC_S6', 'mDC_S6']",4
Fold 4,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD4Tnaive_Frequency', 'CD61pCD41pPLT_STAT3', 'CD62LnAgedNeutrophils_NFkB', 'CD62LpImmatureNeutrophils_IkB', 'intMC_S6', 'mDC_S6', 'Th1mem_S6', 'Th1naive_S6']",12
Fold 5,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CCR2pcMC_Frequency', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD4Tnaive_Frequency', 'CD4Trm_STAT6', 'CD61pCD41pPLT_STAT3', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_IkB', 'intMC_S6', 'mDC_STAT3', 'mDC_S6', 'MDSC_S6', 'Th1naive_S6']",15
Fold 6,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CCR2pcMC_S6', 'CCR2pcMC_Frequency', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD56dimCD16pNKcells_Frequency', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD62LpImmatureNeutrophils_IkB', 'intMC_S6', 'mDC_S6', 'mDC_NFkB', 'MDSC_S6', 'pDC_IkB', 'Th1mem_S6', 'Th1mem_IkB', 'Tregmem_STAT5']",18
Fold 7,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD61pCD41pPLT_STAT3', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_IkB', 'intMC_S6', 'mDC_S6', 'mDC_NFkB']",10
Fold 8,"['CCR2nncMC_STAT3', 'CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CCR2pcMC_S6', 'CCR2pcMC_Frequency', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD4Tem_Frequency', 'CD4Tnaive_Frequency', 'CD4Trm_IkB', 'CD4Trm_STAT6', 'CD4Trm_Frequency', 'CD56brightCD16nNKcells_Frequency', 'CD61pCD41pPLT_CREB', 'CD61pCD41pPLT_STAT3', 'CD61pCD41pPLT_IkB', 'CD62LnAgedNeutrophils_STAT3', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD62LpImmatureNeutrophils_IkB', 'CD8Tcm_CREB', 'CD8Tcm_NFkB', 'CD8Tnaive_NFkB', 'gdTcells_NFkB', 'gdTcells_STAT6', 'gdTcells_Frequency', 'intMC_S6', 'intMC_NFkB', 'mDC_S6', 'mDC_NFkB', 'MDSC_S6', 'MDSC_Frequency', 'pDC_IkB', 'Th1mem_STAT5', 'Th1mem_IkB', 'Th1mem_NFkB', 'Th1naive_STAT5', 'Th1naive_S6', 'Th1naive_IkB']",39
Fold 9,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD4Tcm_IkB', 'CD4Tnaive_Frequency', 'CD4Trm_IkB', 'CD4Trm_STAT6', 'CD61pCD41pPLT_STAT3', 'CD62LpImmatureNeutrophils_IkB', 'intMC_S6', 'mDC_S6', 'MDSC_S6', 'pDC_IkB', 'Th1naive_S6', 'Tregmem_STAT5']",15
Fold 10,"['CCR2nncMC_S6', 'intMC_S6', 'mDC_S6', 'Th1mem_S6', 'Th1naive_S6']",5
Fold 11,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CCR2pcMC_NFkB', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD61pCD41pPLT_STAT3', 'CD62LpImmatureNeutrophils_S6', 'CD62LpImmatureNeutrophils_IkB', 'intMC_S6', 'mDC_S6', 'Th1mem_S6']",10
Fold 12,"['CCR2nncMC_S6', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD61pCD41pPLT_STAT3', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD62LpImmatureNeutrophils_IkB', 'intMC_S6', 'mDC_S6', 'MDSC_S6', 'Th1naive_S6']",10
Fold 13,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CCR2pcMC_S6', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD61pCD41pPLT_STAT3', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD62LpImmatureNeutrophils_IkB', 'intMC_S6', 'mDC_S6', 'MDSC_S6', 'pDC_IkB']",12
Fold 14,"['CCR2nncMC_S6', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_IkB', 'intMC_CREB', 'intMC_S6', 'mDC_S6', 'MDSC_S6', 'Th1naive_S6']",9
Fold 15,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CCR2pcMC_Frequency', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD4Tnaive_Frequency', 'CD4Trm_STAT6', 'CD61pCD41pPLT_STAT3', 'CD62LnAgedNeutrophils_STAT3', 'CD62LnAgedNeutrophils_NFkB', 'CD62LpImmatureNeutrophils_IkB', 'intMC_S6', 'mDC_S6', 'MDSC_S6', 'Th1mem_IkB', 'Th1naive_S6']",16
Fold 16,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD4Tnaive_Frequency', 'CD4Trm_STAT6', 'CD61pCD41pPLT_STAT3', 'CD62LnAgedNeutrophils_STAT3', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_IkB', 'intMC_S6', 'mDC_S6', 'MDSC_S6', 'Th1naive_S6', 'Tregmem_STAT5']",15
Fold 17,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CCR2pcMC_Frequency', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD4Tem_Frequency', 'CD4Tnaive_Frequency', 'CD4Trm_STAT6', 'CD61pCD41pPLT_STAT3', 'CD62LpImmatureNeutrophils_IkB', 'gdTcells_Frequency', 'intMC_S6', 'mDC_S6', 'MDSC_S6', 'Th1mem_IkB', 'Th1naive_S6']",17
Fold 18,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CCR2pcMC_S6', 'CCR2pcMC_Frequency', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD4Tem_STAT3', 'CD4Tem_Frequency', 'CD4Tnaive_Frequency', 'CD4Trm_IkB', 'CD4Trm_STAT6', 'CD4Trm_Frequency', 'CD56brightCD16nNKcells_Frequency', 'CD61pCD41pPLT_CREB', 'CD61pCD41pPLT_STAT3', 'CD62LnAgedNeutrophils_STAT3', 'CD62LnAgedNeutrophils_S6', 'CD62LnAgedNeutrophils_NFkB', 'CD62LpImmatureNeutrophils_IkB', 'intMC_S6', 'mDC_S6', 'mDC_NFkB', 'MDSC_S6', 'pDC_IkB', 'Th1mem_STAT5', 'Th1mem_IkB', 'Th1naive_S6', 'Th1naive_IkB']",29
Fold 19,"['CCR2nncMC_S6', 'CCR2nncMC_NFkB', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_MAPKAPK2', 'CD61pCD41pPLT_STAT3', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_IkB', 'mDC_S6', 'MDSC_S6', 'Th1naive_S6', 'Tregmem_STAT5']",11
