,C'=' 0.010,C'=' 0.044,C'=' 0.078,C'=' 0.112,C'=' 0.147,C'=' 0.181,C'=' 0.215,C'=' 0.249,C'=' 0.283,C'=' 0.317,C'=' 0.351,C'=' 0.386,C'=' 0.420,C'=' 0.454,C'=' 0.488,C'=' 0.522,C'=' 0.556,C'=' 0.590,C'=' 0.624,C'=' 0.659,C'=' 0.693,C'=' 0.727,C'=' 0.761,C'=' 0.795,C'=' 0.829,C'=' 0.863,C'=' 0.898,C'=' 0.932,C'=' 0.966,C'=' 1.000
artificial.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.004,0.006,0.011,0.017,0.019,0.024,0.031,0.034,0.037,0.042,0.046,0.051,0.056,0.062,0.062
artificial.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.017,0.047,0.077,0.127,0.165,0.203,0.226,0.244,0.26,0.271,0.284,0.297,0.303,0.319,0.33,0.34,0.35,0.36,0.366
artificial.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.038,0.081,0.129,0.17,0.2,0.233,0.264,0.289,0.31,0.335,0.354,0.379,0.399,0.41,0.424,0.438,0.453,0.464,0.484
artificial.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.007,0.022,0.046,0.079,0.106,0.129,0.153,0.172,0.191,0.208,0.233,0.246,0.261,0.28,0.285,0.293,0.305
artificial.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.016,0.035,0.062,0.082,0.105,0.115,0.13,0.148,0.159,0.171,0.185,0.195,0.205,0.208,0.212,0.218,0.225,0.234
artificial.220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.026,0.123,0.242,0.374,0.453,0.511,0.555,0.596,0.627,0.654,0.674,0.693,0.705,0.713,0.723,0.73,0.734,0.737,0.742,0.748,0.752,0.757
artificial.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.021,0.097,0.284,0.475,0.587,0.666,0.728,0.768,0.803,0.823,0.838,0.851,0.861,0.873,0.876,0.877,0.883,0.887,0.888,0.891
artificial.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.017,0.039,0.065,0.102,0.137,0.161,0.186,0.205,0.226,0.249,0.269,0.29,0.308,0.329,0.349,0.37,0.393
artificial.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.046,0.16,0.275,0.351,0.414,0.467,0.534,0.6,0.664,0.712,0.737,0.753,0.773,0.79,0.8,0.808,0.819,0.824,0.828,0.832,0.841,0.845
artificial.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.004,0.009,0.014,0.026,0.042,0.058,0.074,0.09,0.102,0.113,0.123,0.133,0.144,0.153,0.163,0.171,0.177,0.186
artificial.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.033,0.075,0.133,0.171,0.216,0.251,0.277,0.293,0.31,0.336,0.352,0.37,0.382,0.391,0.401,0.408,0.414,0.421,0.429
artificial.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.014,0.019,0.029,0.038,0.056,0.076,0.09,0.102,0.11,0.127,0.13,0.139,0.143,0.152,0.159,0.164,0.169,0.171,0.171,0.176
artificial.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.004,0.006,0.007,0.008,0.007,0.007,0.008,0.009,0.01,0.012
artificial.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.015,0.036,0.085,0.122,0.161,0.204,0.237,0.262,0.276,0.294,0.31,0.324,0.339,0.357,0.366,0.376,0.389,0.397,0.4,0.408
artificial.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
artificial.230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.014,0.023,0.037,0.053,0.065,0.074,0.089,0.097,0.109,0.119,0.129,0.136,0.143,0.15,0.158,0.165,0.173
artificial.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.005,0.009,0.016,0.029,0.04,0.046,0.054,0.064,0.071,0.076,0.077,0.083,0.085,0.087,0.094,0.097,0.1,0.105,0.112
artificial.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.025,0.086,0.155,0.252,0.351,0.428,0.481,0.527,0.558,0.579,0.608,0.626,0.643,0.652,0.658,0.667,0.674,0.683,0.694,0.702
artificial.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.234,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.011,0.016,0.02,0.026,0.035,0.043,0.054,0.071,0.079,0.098,0.118,0.133,0.141,0.15,0.154,0.166,0.179,0.187,0.196,0.2,0.205,0.214,0.221
artificial.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.011,0.039,0.101,0.177,0.276,0.353,0.417,0.455,0.479,0.496,0.511,0.521,0.529,0.534,0.539,0.541,0.545,0.552,0.557,0.558,0.559
artificial.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.028,0.095,0.216,0.336,0.458,0.537,0.585,0.632,0.653,0.679,0.7,0.712,0.72,0.723,0.728,0.738,0.739,0.749,0.75,0.753,0.756
artificial.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.012,0.02,0.032,0.047,0.057,0.066,0.078,0.082,0.086,0.101,0.107,0.112,0.122,0.135,0.148,0.156,0.163,0.171,0.174
artificial.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.01,0.02,0.038,0.059,0.086,0.122,0.149,0.178,0.199,0.212,0.226,0.244,0.258,0.279,0.297,0.31
artificial.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.023,0.039,0.054,0.075,0.094,0.119,0.133,0.148,0.159,0.165,0.181,0.201,0.208,0.217,0.226,0.238,0.243,0.245
artificial.240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.041,0.1,0.151,0.22,0.295,0.366,0.427,0.469,0.499,0.533,0.565,0.58,0.601,0.619,0.633,0.639,0.649,0.662
artificial.241,0.0,0.0,0.0,0.0,0.001,0.026,0.05,0.076,0.096,0.112,0.133,0.142,0.163,0.177,0.191,0.2,0.215,0.231,0.248,0.257,0.263,0.271,0.281,0.29,0.294,0.3,0.311,0.315,0.322,0.326
artificial.242,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.008,0.055,0.066,0.075,0.08,0.086,0.087,0.089,0.09,0.097,0.097,0.099,0.101,0.104,0.108,0.111,0.112,0.115,0.116,0.116,0.115,0.117
artificial.243,0.0,0.0,0.0,0.013,0.016,0.019,0.02,0.02,0.02,0.02,0.021,0.023,0.023,0.024,0.025,0.025,0.025,0.025,0.025,0.026,0.027,0.028,0.028,0.029,0.029,0.03,0.03,0.031,0.031,0.03
artificial.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.01,0.035,0.067,0.119,0.158,0.18,0.217,0.244,0.268,0.283,0.295,0.302,0.317,0.328,0.337,0.346,0.351,0.354,0.356,0.362
artificial.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.019,0.055,0.116,0.2,0.268,0.333,0.39,0.426,0.452,0.477,0.494,0.505,0.52,0.53,0.538,0.545,0.553,0.56,0.563,0.567
artificial.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.002
artificial.247,0.0,0.0,0.0,0.0,0.153,0.307,0.316,0.309,0.306,0.299,0.297,0.295,0.292,0.292,0.288,0.284,0.286,0.287,0.286,0.287,0.291,0.291,0.29,0.29,0.288,0.29,0.288,0.287,0.288,0.288
artificial.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.016,0.041,0.054,0.078,0.105,0.123,0.142,0.159,0.175,0.188,0.201,0.209,0.219,0.225,0.232,0.239,0.244,0.248,0.258,0.26
artificial.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.021,0.046,0.101,0.179,0.253,0.323,0.377,0.427,0.468,0.494,0.527,0.55,0.563,0.578,0.591,0.602,0.607,0.617,0.624,0.632,0.634
artificial.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.013,0.039,0.061,0.086,0.123,0.202,0.3,0.368,0.414,0.458,0.494,0.513,0.53,0.548,0.562,0.574,0.583,0.592,0.604,0.613,0.621,0.626
artificial.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.006,0.013,0.027,0.043,0.059,0.078,0.09,0.103,0.116,0.124,0.133,0.148,0.152,0.163,0.181,0.192,0.195,0.206
artificial.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.016,0.052,0.095,0.125,0.163,0.19,0.22,0.248,0.269,0.285,0.293,0.305,0.316,0.324,0.337,0.348,0.366,0.38,0.389
artificial.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.035,0.075,0.15,0.225,0.295,0.349,0.385,0.419,0.442,0.463,0.48,0.491,0.506,0.52,0.53,0.538,0.543,0.55,0.558,0.568,0.575
artificial.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.003,0.005,0.007,0.008,0.01,0.011,0.012,0.013,0.014,0.014,0.014,0.014,0.015,0.015
artificial.256,0.0,0.0,0.0,0.003,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.007
artificial.257,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.003,0.007,0.026,0.067,0.142,0.249,0.343,0.459,0.536,0.6,0.645,0.675,0.699,0.707,0.733,0.747,0.756,0.768,0.774,0.78,0.79
artificial.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.013,0.016,0.022,0.029,0.033,0.037,0.042,0.045,0.048,0.053,0.053,0.059,0.063,0.069,0.075,0.082
artificial.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.005,0.005,0.005,0.005,0.005,0.006,0.007,0.008,0.008,0.009,0.009,0.009,0.01
artificial.260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.088,0.229,0.362,0.432,0.481,0.502,0.517,0.53,0.544,0.546,0.563,0.569,0.572,0.58,0.583,0.588,0.59,0.594,0.598,0.603
artificial.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.005,0.009,0.015,0.02,0.023,0.027,0.03,0.032,0.041,0.044,0.049,0.053,0.055,0.06
artificial.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.013,0.06,0.14,0.227,0.28,0.319,0.344,0.364,0.379,0.391,0.409,0.417,0.426,0.435,0.445,0.459,0.466
artificial.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.007,0.007,0.007,0.007,0.008,0.01,0.016,0.021,0.028,0.036,0.041,0.048,0.049,0.053,0.057,0.063,0.063,0.064,0.067,0.071
artificial.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.013,0.026,0.042,0.06,0.093,0.115,0.136,0.157,0.179,0.189,0.209,0.228,0.244,0.259,0.271,0.292,0.301,0.308
artificial.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.01,0.014,0.039,0.06,0.09,0.118,0.143,0.156,0.18,0.201,0.214,0.231,0.244,0.257,0.264,0.271,0.277,0.292
artificial.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.012,0.021,0.032,0.045,0.053,0.058,0.065,0.073,0.076,0.078,0.081,0.082,0.087,0.09,0.094,0.1,0.103,0.106,0.11,0.11
artificial.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.007,0.012,0.025,0.043,0.074,0.089,0.116,0.143,0.167,0.185,0.2,0.218,0.237,0.248,0.258,0.271
artificial.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.004,0.004,0.006,0.012,0.015,0.018,0.024,0.025,0.026,0.03,0.033,0.035,0.038,0.041,0.045,0.053
artificial.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.008,0.021,0.038,0.05,0.07,0.095,0.116,0.141,0.161,0.176,0.191,0.204,0.214,0.228,0.234,0.248,0.257,0.261
artificial.270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.006,0.014,0.027,0.04,0.049,0.058,0.064,0.073,0.081,0.087,0.088,0.091,0.092,0.095,0.104,0.109,0.11
artificial.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004
artificial.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.004,0.009,0.009,0.012,0.013,0.013,0.013,0.016,0.017,0.02,0.023,0.025,0.027,0.03,0.034
artificial.273,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.024,0.073,0.15,0.256,0.328,0.374,0.392,0.4,0.413,0.416,0.421,0.419,0.421,0.421,0.417,0.415,0.415,0.413,0.409,0.407,0.403,0.404
artificial.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.016,0.033,0.053,0.077,0.093,0.116,0.129,0.135,0.146,0.152,0.156,0.162,0.168,0.173,0.177,0.18,0.181,0.185
artificial.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.021,0.053,0.102,0.194,0.285,0.361,0.417,0.455,0.488,0.509,0.528,0.549,0.57,0.585,0.607,0.618,0.627,0.644
artificial.277,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.003,0.003,0.013,0.048,0.111,0.16,0.204,0.238,0.262,0.284,0.299,0.319,0.328,0.341,0.35,0.355,0.366,0.369,0.372,0.382,0.39
artificial.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.002,0.001,0.003,0.004,0.005,0.006,0.006,0.006,0.006,0.007,0.007,0.007,0.007,0.009,0.009
artificial.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.007,0.019,0.033,0.056,0.076,0.092,0.107,0.113,0.125,0.133,0.143,0.156,0.161,0.174,0.182,0.189,0.197
artificial.280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.009,0.018,0.023,0.03,0.037,0.043,0.046,0.05,0.054,0.058,0.06,0.069,0.074,0.075,0.077
artificial.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.007,0.023,0.035,0.058,0.092,0.128,0.161,0.21,0.243,0.282,0.314,0.336,0.366,0.391,0.416,0.437,0.454,0.472,0.479,0.483
artificial.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.089,0.173,0.259,0.346,0.42,0.512,0.588,0.631,0.668,0.684,0.701,0.709,0.716,0.723,0.729,0.736,0.747,0.755,0.762,0.764,0.764
artificial.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.029,0.075,0.116,0.172,0.217,0.256,0.296,0.341,0.373,0.396,0.424,0.439,0.46,0.474,0.482,0.504,0.517,0.53,0.543
artificial.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.014,0.027,0.043,0.059,0.073,0.089,0.103,0.114,0.122,0.135,0.146,0.153,0.158,0.167,0.177,0.185,0.193,0.198
artificial.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.017,0.039,0.056,0.082,0.109,0.134,0.152,0.163,0.176,0.194,0.209,0.224,0.23,0.231,0.243,0.255,0.262,0.273,0.286
artificial.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.007,0.011,0.017,0.022,0.031,0.037,0.039,0.044,0.052,0.059,0.064,0.068,0.071,0.074,0.08,0.081,0.09
artificial.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.036,0.112,0.177,0.209,0.229,0.246,0.256,0.274,0.306,0.345,0.375,0.416,0.446,0.472,0.491,0.502,0.513,0.518,0.521,0.528,0.53
artificial.288,0.0,0.0,0.0,0.0,0.004,0.005,0.005,0.007,0.007,0.007,0.007,0.011,0.018,0.028,0.032,0.041,0.047,0.052,0.055,0.061,0.066,0.075,0.084,0.089,0.099,0.102,0.113,0.124,0.13,0.135
artificial.289,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.005,0.017,0.092,0.107,0.115,0.119,0.126,0.138,0.149,0.152,0.159,0.162,0.168,0.171,0.176,0.18,0.183,0.19,0.193,0.198,0.201,0.202,0.206
artificial.290,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.007,0.026,0.044,0.061,0.071,0.084,0.092,0.095,0.1,0.102,0.104,0.108,0.109,0.113,0.119
artificial.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.014,0.015,0.03,0.051,0.083,0.115,0.142,0.177,0.211,0.232,0.26,0.284,0.307,0.332,0.35,0.365,0.378
artificial.292,0.0,0.0,0.0,0.0,0.0,0.014,0.066,0.118,0.168,0.203,0.236,0.26,0.287,0.306,0.327,0.341,0.357,0.37,0.38,0.398,0.409,0.415,0.424,0.433,0.438,0.444,0.447,0.449,0.452,0.454
artificial.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.005,0.005,0.006,0.006,0.008,0.008,0.009,0.011
artificial.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.005,0.024,0.085,0.171,0.247,0.316,0.374,0.412,0.442,0.475,0.499,0.519,0.535,0.56,0.576,0.591,0.599,0.608,0.618,0.621
artificial.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.007,0.012,0.016,0.019,0.026,0.03,0.036,0.038,0.041,0.043,0.044,0.045,0.048,0.054,0.057,0.058,0.059
artificial.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.004,0.008,0.013,0.013,0.014,0.017,0.018,0.021,0.021,0.023,0.025,0.028,0.033
artificial.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.009,0.03,0.063,0.095,0.128,0.151,0.175,0.204,0.224,0.247,0.273,0.288,0.309,0.319,0.326,0.335,0.341,0.355,0.363,0.372
artificial.298,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.008,0.012,0.012,0.017,0.019,0.03,0.041,0.053,0.073,0.095,0.126,0.15,0.176,0.189,0.207,0.225,0.243,0.255,0.27,0.282,0.299,0.313,0.329
artificial.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.01,0.034,0.093,0.173,0.256,0.342,0.41,0.459,0.507,0.542,0.58,0.605,0.628,0.644,0.659,0.679,0.689,0.701,0.719,0.727
artificial.300,0.0,0.0,0.0,0.0,0.016,0.05,0.061,0.065,0.065,0.062,0.061,0.06,0.059,0.061,0.07,0.097,0.126,0.153,0.175,0.189,0.198,0.201,0.204,0.208,0.213,0.212,0.212,0.217,0.218,0.225
artificial.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.033,0.081,0.126,0.164,0.189,0.205,0.216,0.217,0.224,0.23,0.238,0.246,0.248,0.249,0.247,0.251,0.252,0.253,0.256,0.258,0.259
artificial.302,0.0,0.0,0.0,0.177,0.197,0.207,0.214,0.219,0.224,0.225,0.226,0.227,0.234,0.237,0.24,0.242,0.247,0.253,0.255,0.26,0.263,0.272,0.279,0.281,0.286,0.294,0.293,0.3,0.306,0.309
artificial.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.036,0.097,0.138,0.168,0.198,0.219,0.242,0.254,0.276,0.294,0.31,0.324,0.331,0.334,0.34,0.346,0.352,0.358,0.36,0.368
artificial.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.034,0.075,0.138,0.198,0.237,0.274,0.295,0.32,0.34,0.359,0.375,0.387,0.398,0.406,0.417,0.428,0.434,0.446
artificial.306,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.018,0.07,0.242,0.514,0.663,0.757,0.812,0.84,0.861,0.872,0.878,0.886,0.894,0.898,0.907,0.912,0.914,0.915,0.916,0.918,0.918,0.919,0.92
artificial.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.022,0.071,0.15,0.305,0.472,0.604,0.678,0.736,0.778,0.796,0.813,0.817,0.826,0.836,0.84,0.844,0.846,0.849,0.855,0.859,0.86,0.865
artificial.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.112,0.223,0.286,0.322,0.35,0.369,0.397,0.421,0.44,0.452,0.46,0.466,0.474,0.485,0.49,0.499,0.501,0.505,0.51,0.516,0.52,0.528
artificial.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.006,0.007,0.01,0.01,0.012,0.017,0.02,0.02,0.023,0.024,0.025,0.028,0.031,0.033,0.034,0.036,0.038
artificial.310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.013,0.021,0.028,0.03,0.033,0.035,0.035,0.036,0.036,0.039,0.039,0.041
artificial.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.016,0.026,0.033,0.041,0.05,0.059,0.065,0.068,0.072,0.081,0.087,0.091,0.094,0.098
artificial.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.014,0.039,0.066,0.097,0.127,0.155,0.183,0.207,0.224,0.245,0.258,0.273,0.281,0.291,0.298,0.305,0.308,0.311,0.322,0.33
artificial.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.023,0.051,0.088,0.118,0.153,0.176,0.205,0.217,0.241,0.252,0.269,0.281,0.297,0.307,0.321,0.331
artificial.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.051,0.142,0.215,0.27,0.309,0.336,0.357,0.379,0.402,0.424,0.441,0.449,0.467,0.48,0.485,0.495,0.502,0.516,0.529,0.534,0.537
artificial.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.032,0.098,0.226,0.348,0.438,0.501,0.53,0.56,0.582,0.6,0.628,0.64,0.65,0.664,0.673,0.681,0.692,0.699,0.706
artificial.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.017,0.058,0.12,0.201,0.306,0.385,0.462,0.51,0.567,0.607,0.632,0.652,0.67,0.681,0.698,0.713,0.724,0.729,0.735,0.741,0.747
artificial.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.004,0.006,0.009,0.015,0.021,0.03,0.034,0.041,0.048,0.053,0.062,0.073,0.077,0.083,0.094,0.101,0.108,0.113,0.115
artificial.318,0.0,0.0,0.0,0.042,0.054,0.057,0.061,0.063,0.065,0.066,0.068,0.069,0.071,0.075,0.076,0.075,0.076,0.078,0.078,0.079,0.079,0.079,0.081,0.08,0.082,0.081,0.082,0.084,0.084,0.085
artificial.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.009,0.019,0.047,0.071,0.092,0.112,0.124,0.14,0.149,0.157,0.161,0.167,0.175,0.179,0.182,0.183,0.182
artificial.320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.005,0.007,0.013,0.014,0.014,0.015,0.017,0.017,0.017,0.018,0.02
artificial.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.021,0.059,0.095,0.141,0.177,0.208,0.232,0.257,0.28,0.293,0.309,0.318,0.332,0.336,0.35,0.359
artificial.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.003,0.009,0.01,0.01,0.014,0.015,0.016,0.018,0.019,0.022,0.025,0.027,0.03,0.032
