,Max Proba
artificial.694,0.937
artificial.482,0.925
artificial.306,0.92
artificial.97,0.911
artificial.415,0.91
artificial.214,0.892
artificial.221,0.891
artificial.669,0.889
artificial.408,0.882
artificial.557,0.877
artificial.749,0.874
artificial.20,0.869
artificial.307,0.865
artificial.707,0.853
artificial.484,0.851
artificial.741,0.845
artificial.223,0.845
artificial.171,0.842
artificial.372,0.841
artificial.337,0.833
artificial.379,0.816
artificial.198,0.816
artificial.52,0.808
artificial.504,0.805
artificial.169,0.801
artificial.383,0.795
artificial.618,0.794
artificial.621,0.794
artificial.72,0.794
artificial.430,0.792
artificial.257,0.79
artificial.569,0.787
artificial.539,0.787
artificial.424,0.786
artificial.747,0.782
artificial.602,0.767
artificial.282,0.764
artificial.66,0.762
artificial.220,0.757
artificial.236,0.756
artificial.441,0.756
artificial.88,0.753
artificial.316,0.747
artificial.376,0.746
artificial.191,0.744
artificial.624,0.743
artificial.103,0.742
artificial.336,0.741
artificial.179,0.741
artificial.425,0.741
artificial.498,0.739
artificial.666,0.738
artificial.69,0.731
artificial.714,0.729
artificial.299,0.727
artificial.420,0.725
artificial.334,0.72
artificial.506,0.713
artificial.315,0.706
artificial.232,0.702
artificial.554,0.692
artificial.21,0.689
artificial.139,0.689
artificial.152,0.684
artificial.507,0.681
artificial.367,0.68
artificial.126,0.68
artificial.527,0.674
artificial.155,0.672
artificial.570,0.672
artificial.380,0.67
artificial.339,0.67
artificial.604,0.666
artificial.18,0.663
artificial.634,0.662
artificial.240,0.662
artificial.382,0.658
artificial.704,0.655
artificial.175,0.654
artificial.70,0.654
artificial.353,0.646
artificial.135,0.646
artificial.588,0.646
artificial.730,0.645
artificial.276,0.644
artificial.129,0.643
artificial.249,0.634
artificial.580,0.632
artificial.613,0.627
artificial.586,0.626
artificial.250,0.626
artificial.454,0.624
artificial.294,0.621
artificial.7,0.62
artificial.740,0.618
artificial.641,0.616
artificial.373,0.616
artificial.701,0.614
artificial.645,0.611
artificial.608,0.606
artificial.260,0.603
artificial.364,0.6
artificial.100,0.598
artificial.165,0.598
artificial.55,0.598
artificial.452,0.596
artificial.571,0.592
artificial.47,0.591
artificial.409,0.586
artificial.699,0.583
artificial.180,0.582
artificial.397,0.58
artificial.670,0.58
artificial.445,0.579
artificial.68,0.579
artificial.80,0.578
artificial.505,0.578
