,ROC AUC,Average Precision,N features,CVS
STABL,"0.315 [0.160, 0.458]","0.476 [0.269, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.270 [0.000, 0.566] (p=0.364)","0.398 [0.242, 0.662] (p=0.075)","5.000 [5.000, 5.000] (p=3.055e-76)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.270 [0.000, 0.560] (p=0.358)","0.398 [0.241, 0.673] (p=0.084)","5.000 [5.000, 5.000] (p=3.055e-76)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.450 [0.177, 0.737] (p=0.161)","0.462 [0.295, 0.761] (p=0.407)","3.000 [3.000, 3.000] (p=9.879e-62)","1.000 [0.667, 1.000] (p=0.000e+00)"
Lasso,"0.315 [0.177, 0.462] (p=0.747)","0.476 [0.269, 0.715] (p=1.0)","0.000 [0.000, 0.000] (p=6.205e-01)","0.000 [0.000, 0.000] (p=9.938e-01)"
Lasso 1SE,"0.315 [0.172, 0.458] (p=0.737)","0.476 [0.269, 0.715] (p=1.0)","0.000 [0.000, 0.000] (p=6.205e-01)","0.000 [0.000, 0.000] (p=9.938e-01)"
ElasticNet,"0.560 [0.303, 0.828] (p=0.062)","0.556 [0.338, 0.881] (p=0.174)","0.000 [0.000, 0.000] (p=4.331e-01)","0.000 [0.000, 0.000] (p=1.518e-23)"
