,Max Proba
artificial.168,0.808
artificial.138,0.783
artificial.47,0.735
artificial.161,0.661
artificial.9,0.615
artificial.145,0.615
artificial.16,0.607
artificial.60,0.6
artificial.89,0.592
artificial.163,0.564
artificial.62,0.516
artificial.43,0.508
artificial.128,0.501
artificial.152,0.496
artificial.32,0.494
artificial.64,0.482
artificial.143,0.472
artificial.169,0.453
artificial.172,0.424
artificial.72,0.408
artificial.120,0.399
artificial.69,0.397
artificial.147,0.375
artificial.166,0.36
artificial.99,0.357
artificial.175,0.353
artificial.179,0.346
artificial.182,0.319
artificial.79,0.316
artificial.68,0.315
artificial.40,0.311
artificial.11,0.305
artificial.150,0.305
artificial.174,0.305
artificial.106,0.304
artificial.35,0.291
artificial.76,0.287
artificial.146,0.281
artificial.107,0.279
artificial.36,0.278
artificial.2,0.277
artificial.129,0.276
artificial.109,0.276
artificial.176,0.27
artificial.133,0.268
artificial.171,0.268
artificial.29,0.265
artificial.6,0.265
artificial.54,0.263
artificial.136,0.257
artificial.134,0.256
artificial.90,0.255
artificial.154,0.254
artificial.3,0.254
artificial.66,0.253
artificial.70,0.253
artificial.132,0.25
artificial.26,0.249
artificial.23,0.249
artificial.98,0.248
artificial.30,0.248
artificial.19,0.248
artificial.108,0.245
artificial.39,0.241
artificial.52,0.24
artificial.83,0.237
artificial.93,0.236
artificial.178,0.233
artificial.131,0.233
artificial.100,0.232
artificial.177,0.232
artificial.156,0.232
artificial.1,0.229
artificial.57,0.226
artificial.53,0.225
artificial.91,0.224
artificial.92,0.223
artificial.153,0.223
artificial.102,0.22
artificial.24,0.217
artificial.41,0.216
artificial.130,0.216
artificial.81,0.216
artificial.117,0.212
artificial.181,0.212
artificial.105,0.211
artificial.87,0.209
artificial.7,0.208
artificial.58,0.205
artificial.151,0.204
artificial.14,0.203
artificial.140,0.194
artificial.96,0.194
artificial.37,0.189
artificial.10,0.188
artificial.103,0.188
artificial.113,0.184
artificial.13,0.183
artificial.59,0.18
artificial.155,0.18
artificial.167,0.179
artificial.28,0.176
artificial.157,0.175
artificial.137,0.173
artificial.15,0.17
artificial.71,0.169
artificial.165,0.169
artificial.56,0.167
artificial.86,0.166
artificial.65,0.164
artificial.21,0.164
artificial.118,0.162
artificial.125,0.161
artificial.17,0.153
artificial.73,0.153
artificial.112,0.152
artificial.164,0.15
artificial.173,0.146
artificial.162,0.145
artificial.94,0.144
artificial.74,0.143
artificial.67,0.143
artificial.31,0.14
artificial.45,0.137
artificial.20,0.137
artificial.22,0.136
artificial.160,0.132
artificial.48,0.131
artificial.104,0.131
artificial.49,0.131
artificial.8,0.131
artificial.82,0.129
artificial.38,0.128
artificial.144,0.127
artificial.142,0.127
artificial.141,0.126
artificial.55,0.125
artificial.124,0.125
artificial.122,0.124
artificial.111,0.122
artificial.148,0.12
artificial.78,0.118
artificial.135,0.113
artificial.88,0.11
artificial.51,0.109
artificial.114,0.106
artificial.42,0.106
artificial.27,0.105
artificial.95,0.102
artificial.159,0.102
artificial.5,0.097
artificial.77,0.096
artificial.170,0.091
artificial.115,0.09
artificial.101,0.081
artificial.34,0.08
artificial.85,0.074
artificial.110,0.072
artificial.123,0.07
artificial.116,0.068
artificial.149,0.068
artificial.126,0.066
artificial.158,0.066
artificial.139,0.063
artificial.44,0.062
artificial.12,0.06
artificial.33,0.055
artificial.75,0.051
artificial.61,0.049
artificial.80,0.047
artificial.63,0.043
artificial.121,0.04
artificial.46,0.037
artificial.119,0.036
artificial.180,0.035
artificial.97,0.031
artificial.50,0.028
artificial.18,0.023
artificial.84,0.015
artificial.25,0.013
artificial.127,0.006
artificial.4,0.002
