,ROC AUC,Average Precision,N features,CVS
STABL,"0.780 [0.540, 0.960]","0.830 [0.625, 0.968]","10.000 [8.750, 12.000]","0.583 [0.500, 0.667]"
SS 03,"0.860 [0.656, 1.000] (p=0.286)","0.917 [0.755, 1.000] (p=0.19)","15.000 [14.000, 16.000] (p=1.849e-05)","0.722 [0.603, 0.800] (p=6.865e-15)"
SS 05,"0.840 [0.615, 1.000] (p=0.352)","0.902 [0.748, 1.000] (p=0.242)","11.500 [11.000, 13.000] (p=4.126e-02)","0.714 [0.562, 0.833] (p=1.941e-11)"
SS 08,"0.540 [0.242, 0.800] (p=0.024)","0.674 [0.414, 0.899] (p=0.025)","5.000 [4.000, 5.000] (p=5.477e-08)","0.571 [0.429, 0.667] (p=3.342e-01)"
Lasso,"0.820 [0.580, 1.000] (p=0.389)","0.886 [0.710, 1.000] (p=0.29)","17.000 [15.000, 18.250] (p=1.686e-05)","0.619 [0.500, 0.714] (p=6.167e-02)"
Lasso 1SE,"0.810 [0.562, 0.990] (p=0.4)","0.866 [0.670, 0.986] (p=0.402)","16.500 [15.750, 18.000] (p=3.274e-05)","0.622 [0.500, 0.737] (p=2.824e-02)"
ElasticNet,"0.910 [0.750, 1.000] (p=0.143)","0.937 [0.790, 1.000] (p=0.187)","72.000 [57.750, 105.500] (p=6.578e-08)","0.575 [0.465, 0.693] (p=6.444e-01)"
