,ROC AUC,Average Precision,N features,CVS
STABL,"0.360 [0.212, 0.500]","0.453 [0.242, 0.678]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.420 [0.172, 0.698] (p=0.362)","0.466 [0.270, 0.778] (p=0.481)","17.000 [15.750, 18.000] (p=1.844e-08)","0.520 [0.440, 0.583] (p=1.208e-70)"
SS 05,"0.380 [0.135, 0.643] (p=0.467)","0.514 [0.269, 0.782] (p=0.304)","11.000 [10.000, 12.000] (p=1.719e-08)","0.533 [0.438, 0.615] (p=9.794e-71)"
SS 08,"0.420 [0.150, 0.707] (p=0.359)","0.597 [0.329, 0.832] (p=0.119)","4.000 [3.000, 5.000] (p=7.624e-07)","0.400 [0.308, 0.600] (p=3.845e-69)"
Lasso,"0.175 [0.051, 0.328] (p=0.036)","0.387 [0.209, 0.616] (p=0.127)","0.000 [0.000, 7.000] (p=5.860e-02)","0.000 [0.000, 0.000] (p=7.511e-06)"
Lasso 1SE,"0.240 [0.104, 0.400] (p=0.199)","0.408 [0.221, 0.643] (p=0.316)","0.000 [0.000, 6.500] (p=1.710e-01)","0.000 [0.000, 0.000] (p=4.463e-03)"
ElasticNet,"0.180 [0.010, 0.427] (p=0.093)","0.379 [0.211, 0.654] (p=0.121)","0.000 [0.000, 2.000] (p=1.351e-01)","0.000 [0.000, 0.000] (p=3.306e-04)"
