,Max Proba
CD4Tnaive_Frequency,0.971
CCR2pcMC_Frequency,0.944
CD62LnAgedNeutrophils_S6,0.936
CCR2pcMC_S6,0.893
intMC_S6,0.885
MDSC_S6,0.85
Bcells_Frequency,0.811
Tregnaive_STAT6,0.774
CD4Trm_S6,0.759
CCR2nncMC_MAPKAPK2,0.733
mDC_S6,0.714
pDC_MAPKAPK2,0.708
pDC_STAT5,0.708
CD4Trm_NFkB,0.708
CD8Tnaive_Frequency,0.691
Tregmem_STAT5,0.691
Th1naive_NFkB,0.689
Tregnaive_STAT5,0.688
CD4Trm_STAT6,0.676
Th1mem_STAT6,0.671
intMC_Frequency,0.65
CCR2nncMC_S6,0.649
CD56brightCD16nNKcells_Frequency,0.646
CD61pCD41pPLT_STAT3,0.612
CD4Tcm_Frequency,0.61
CD62LnAgedNeutrophils_Frequency,0.604
CD62LpImmatureNeutrophils_Frequency,0.582
pDC_S6,0.579
gdTcells_Frequency,0.548
CD62LnAgedNeutrophils_p38,0.546
CD4Trm_STAT5,0.538
CD62LnAgedNeutrophils_MAPKAPK2,0.522
CD61pCD41pPLT_CREB,0.509
CD62LnAgedNeutrophils_IkB,0.484
gdTcells_IkB,0.483
Th1mem_STAT5,0.465
CCR2nncMC_NFkB,0.457
CCR2nncMC_Frequency,0.439
Th1naive_STAT6,0.435
CD62LpImmatureNeutrophils_S6,0.429
Th1mem_ERK,0.407
CD56dimCD16pNKcells_Frequency,0.405
CD61pCD41pPLT_S6,0.393
Th1naive_ERK,0.373
CD62LpImmatureNeutrophils_IkB,0.342
NKT_IkB,0.337
CD56brightCD16nNKcells_IkB,0.336
Tregmem_Frequency,0.33
pDC_IkB,0.319
CD8Tcm_STAT3,0.313
CD4Trm_IkB,0.304
CD4Tcm_IkB,0.289
CD41hiCD61hiPLT_p38,0.277
MDSC_Frequency,0.27
CD8Tnaive_STAT5,0.262
NKT_STAT6,0.256
MDSC_IkB,0.251
Th1naive_S6,0.247
CD8Tnaive_IkB,0.245
mDC_Frequency,0.232
Bcells_NFkB,0.223
intMC_IkB,0.217
CD8Tcm_Frequency,0.216
CCR2nncMC_CREB,0.214
Th1mem_CREB,0.214
pDC_CREB,0.212
Th1naive_CREB,0.19
mDC_IkB,0.19
Th1naive_IkB,0.185
CCR2nncMC_IkB,0.183
NKT_STAT5,0.179
NKT_Frequency,0.171
CD56dimCD16pNKcells_CREB,0.165
Tregnaive_IkB,0.14
CD8Trm_Frequency,0.132
Th1naive_STAT5,0.129
Th1naive_MAPKAPK2,0.124
CD62LnAgedNeutrophils_STAT3,0.122
CD62LpImmatureNeutrophils_CREB,0.113
Tregnaive_ERK,0.112
CD4Trm_Frequency,0.112
CD4Tem_STAT6,0.109
Th1naive_STAT3,0.103
Tregnaive_S6,0.103
CD4Trm_STAT3,0.098
CD4Tem_IkB,0.079
CD61pCD41pPLT_NFkB,0.069
CD4Tem_Frequency,0.063
pDC_STAT3,0.059
CD4Tem_STAT3,0.057
mDC_STAT3,0.054
CCR2pcMC_NFkB,0.053
gdTcells_NFkB,0.051
Th1mem_IkB,0.05
CD8Tnaive_STAT3,0.046
gdTcells_CREB,0.043
CCR2pcMC_IkB,0.042
pDC_NFkB,0.04
MDSC_STAT3,0.039
CD62LpImmatureNeutrophils_STAT3,0.039
NKT_NFkB,0.035
Th1mem_S6,0.035
Tregnaive_NFkB,0.034
CD62LnAgedNeutrophils_CREB,0.034
intMC_STAT3,0.029
CD4Tcm_STAT5,0.021
CD4Tnaive_STAT5,0.02
CD8Tcm_STAT5,0.019
mDC_CREB,0.018
CCR2pcMC_STAT3,0.017
CD4Tnaive_STAT3,0.017
CCR2nncMC_STAT3,0.015
CD4Tnaive_IkB,0.014
gdTcells_STAT6,0.013
CD4Tem_NFkB,0.01
CD8Tnaive_NFkB,0.009
Tregmem_STAT3,0.009
CD61pCD41pPLT_IkB,0.008
CD4Tnaive_NFkB,0.008
Tregnaive_STAT3,0.007
MDSC_CREB,0.005
CD56dimCD16pNKcells_NFkB,0.005
CD4Tcm_NFkB,0.004
CD56brightCD16nNKcells_NFkB,0.003
CCR2pcMC_CREB,0.003
CD8Tem_Frequency,0.002
CD4Tcm_STAT3,0.002
Th1mem_STAT3,0.001
CD4Tem_STAT5,0.001
CD8Tcm_NFkB,0.001
CD8Tem_NFkB,0.001
Th1mem_NFkB,0.001
Tregmem_NFkB,0.0
CD8Trm_NFkB,0.0
intMC_NFkB,0.0
intMC_CREB,0.0
