,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.500, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.190 [0.010, 0.424] (p=0.021)","0.372 [0.207, 0.649] (p=0.034)","8.000 [7.000, 8.000] (p=1.657e-78)","0.875 [0.750, 1.000] (p=0.000e+00)"
SS 05,"0.240 [0.052, 0.473] (p=0.064)","0.391 [0.235, 0.667] (p=0.073)","5.000 [5.000, 5.000] (p=5.050e-85)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.230 [0.044, 0.470] (p=0.063)","0.389 [0.226, 0.651] (p=0.058)","2.000 [1.000, 2.000] (p=1.167e-78)","0.500 [0.333, 1.000] (p=0.000e+00)"
Lasso,"0.400 [0.250, 0.500] (p=0.256)","0.453 [0.250, 0.685] (p=0.242)","0.000 [0.000, 0.000] (p=4.651e-06)","0.000 [0.000, 0.000] (p=2.017e-43)"
Lasso 1SE,"0.400 [0.250, 0.500] (p=0.261)","0.453 [0.242, 0.670] (p=0.232)","0.000 [0.000, 0.000] (p=4.651e-06)","0.000 [0.000, 0.000] (p=2.017e-43)"
ElasticNet,"0.510 [0.220, 0.788] (p=0.499)","0.614 [0.365, 0.871] (p=0.191)","0.000 [0.000, 0.000] (p=4.651e-06)","0.000 [0.000, 0.000] (p=2.017e-43)"
