,ROC AUC,Average Precision,N features,CVS
STABL,"0.450 [0.190, 0.738]","0.496 [0.283, 0.820]","3.000 [2.000, 5.250]","0.286 [0.000, 0.500]"
SS 03,"0.415 [0.146, 0.707] (p=0.37)","0.495 [0.288, 0.796] (p=0.494)","5.000 [4.000, 6.000] (p=2.226e-02)","0.500 [0.375, 0.571] (p=4.771e-11)"
SS 05,"0.360 [0.214, 0.500] (p=0.279)","0.453 [0.238, 0.685] (p=0.331)","0.000 [0.000, 0.000] (p=2.176e-06)","0.000 [0.000, 0.000] (p=6.059e-42)"
SS 08,"0.500 [0.500, 0.500] (p=0.404)","0.500 [0.300, 0.700] (p=0.505)","0.000 [0.000, 0.000] (p=3.371e-07)","0.000 [0.000, 0.000] (p=6.059e-42)"
Lasso,"0.320 [0.088, 0.576] (p=0.184)","0.467 [0.262, 0.760] (p=0.441)","3.000 [0.750, 4.000] (p=4.600e-01)","0.143 [0.000, 0.333] (p=3.757e-04)"
Lasso 1SE,"0.340 [0.111, 0.610] (p=0.218)","0.473 [0.265, 0.776] (p=0.447)","2.000 [0.750, 3.000] (p=2.005e-01)","0.134 [0.000, 0.421] (p=2.510e-03)"
ElasticNet,"0.360 [0.120, 0.631] (p=0.266)","0.451 [0.257, 0.746] (p=0.351)","4.500 [3.000, 6.500] (p=3.005e-01)","0.375 [0.000, 0.600] (p=3.610e-01)"
