,Fold selected features,Fold nb of features
Fold 0,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 1,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 2,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 3,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 4,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 5,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 6,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 7,"['p38', 'S6', 'MAPKAPK2']",3
Fold 8,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 9,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 10,"['p38', 'S6', 'MAPKAPK2']",3
Fold 11,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 12,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 13,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 14,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 15,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 16,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 17,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 18,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 19,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 20,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 21,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 22,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 23,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 24,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 25,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 26,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 27,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 28,"['p38', 'S6', 'MAPKAPK2']",3
Fold 29,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 30,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 31,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 32,"['p38', 'S6', 'MAPKAPK2']",3
Fold 33,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 34,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 35,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 36,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 37,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 38,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 39,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 40,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 41,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 42,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 43,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 44,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 45,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 46,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 47,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 48,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 49,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 50,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 51,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 52,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 53,"['p38', 'S6', 'MAPKAPK2']",3
Fold 54,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 55,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 56,"['p38', 'S6', 'MAPKAPK2']",3
Fold 57,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 58,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 59,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 60,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 61,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 62,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 63,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 64,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 65,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 66,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 67,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 68,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 69,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 70,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 71,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 72,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 73,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 74,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 75,"['p38', 'S6', 'MAPKAPK2']",3
Fold 76,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 77,"['p38', 'S6', 'MAPKAPK2']",3
Fold 78,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 79,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 80,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
Fold 81,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 82,"['CREB', 'p38', 'S6', 'MAPKAPK2']",4
