,Fold selected features,Fold nb of features
Fold 0,"['Bcells_Frequency', 'CCR2nncMC_Frequency', 'CCR2pcMC_STAT3', 'CCR2pcMC_Frequency', 'CD4Tcm_STAT3', 'CD4Tcm_Frequency', 'CD4Tem_STAT3', 'CD4Tnaive_STAT3', 'CD4Tnaive_Frequency', 'CD4Trm_STAT3', 'CD4Trm_Frequency', 'CD56brightCD16nNKcells_IkB', 'CD56dimCD16pNKcells_Frequency', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tcm_IkB', 'CD8Tcm_Frequency', 'CD8Tem_Frequency', 'CD8Tnaive_STAT3', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'mDC_STAT3', 'mDC_Frequency', 'MDSC_STAT3', 'MDSC_Frequency', 'Th1mem_STAT3', 'Th1naive_STAT3', 'Th1naive_IkB', 'Tregmem_Frequency', 'Tregnaive_IkB']",32
Fold 1,"['CCR2nncMC_Frequency', 'CCR2pcMC_Frequency', 'CD4Tcm_Frequency', 'CD4Tnaive_Frequency', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD62LpImmatureNeutrophils_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'MDSC_Frequency', 'Th1mem_STAT3', 'Th1naive_IkB']",12
Fold 2,"['Bcells_Frequency', 'CCR2nncMC_Frequency', 'CCR2pcMC_Frequency', 'CD4Tcm_Frequency', 'CD4Tem_STAT3', 'CD4Tem_Frequency', 'CD4Tnaive_Frequency', 'CD4Trm_Frequency', 'CD56brightCD16nNKcells_IkB', 'CD56dimCD16pNKcells_Frequency', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD8Tcm_Frequency', 'CD8Tnaive_STAT3', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'MDSC_STAT3', 'MDSC_Frequency', 'Th1mem_STAT3', 'Th1naive_STAT3', 'Th1naive_IkB', 'Tregmem_Frequency', 'Tregnaive_IkB']",24
Fold 3,"['Bcells_Frequency', 'CCR2nncMC_Frequency', 'CCR2pcMC_Frequency', 'CD4Tnaive_Frequency', 'CD56dimCD16pNKcells_Frequency', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'gdTcells_Frequency', 'intMC_Frequency', 'mDC_STAT3', 'mDC_IkB', 'mDC_Frequency', 'MDSC_Frequency', 'Th1naive_IkB']",14
Fold 4,"['Bcells_Frequency', 'CCR2nncMC_Frequency', 'CCR2pcMC_Frequency', 'CD4Tcm_Frequency', 'CD4Tnaive_Frequency', 'CD56brightCD16nNKcells_IkB', 'CD56dimCD16pNKcells_Frequency', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD8Tnaive_STAT3', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'MDSC_STAT3', 'MDSC_Frequency', 'NKT_Frequency', 'Th1mem_STAT3', 'Th1naive_IkB', 'Tregnaive_IkB']",19
Fold 5,"['Bcells_Frequency', 'CCR2nncMC_Frequency', 'CCR2pcMC_Frequency', 'CD4Tcm_Frequency', 'CD4Tnaive_Frequency', 'CD56brightCD16nNKcells_IkB', 'CD56dimCD16pNKcells_Frequency', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'MDSC_Frequency', 'Th1mem_STAT3', 'Th1naive_IkB', 'Tregnaive_IkB']",16
Fold 6,"['Bcells_Frequency', 'CCR2nncMC_Frequency', 'CCR2pcMC_Frequency', 'CD4Tnaive_Frequency', 'CD56brightCD16nNKcells_IkB', 'CD56dimCD16pNKcells_Frequency', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD8Tnaive_STAT3', 'CD8Tnaive_Frequency', 'intMC_IkB', 'mDC_Frequency', 'Th1mem_STAT3', 'Th1mem_IkB', 'Th1naive_IkB']",15
Fold 7,"['Bcells_Frequency', 'CCR2nncMC_Frequency', 'CCR2pcMC_Frequency', 'CD4Tcm_Frequency', 'CD4Tnaive_Frequency', 'CD56brightCD16nNKcells_IkB', 'CD56dimCD16pNKcells_Frequency', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD8Tnaive_STAT3', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'MDSC_STAT3', 'MDSC_Frequency', 'Th1mem_STAT3', 'Th1naive_STAT3', 'Th1naive_IkB', 'Tregnaive_IkB']",19
Fold 8,"['Bcells_Frequency', 'CCR2nncMC_Frequency', 'CCR2pcMC_Frequency', 'CD4Tnaive_Frequency', 'CD56dimCD16pNKcells_Frequency', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD8Tnaive_STAT3', 'gdTcells_Frequency', 'mDC_Frequency', 'MDSC_Frequency', 'Th1mem_STAT3']",12
Fold 9,"['Bcells_Frequency', 'CCR2nncMC_Frequency', 'CCR2pcMC_Frequency', 'CD4Tcm_Frequency', 'CD4Tnaive_Frequency', 'CD56brightCD16nNKcells_IkB', 'CD56dimCD16pNKcells_Frequency', 'CD62LnAgedNeutrophils_S6', 'CD62LpImmatureNeutrophils_S6', 'CD8Tnaive_STAT3', 'gdTcells_Frequency', 'mDC_Frequency', 'MDSC_STAT3', 'MDSC_Frequency', 'Th1mem_STAT3', 'Th1naive_IkB', 'Tregnaive_IkB']",17
