,Mann-Whitney U-test,p-value
Th1naive_S6,12.0,0.004571108461619217
Th1mem_S6,13.0,0.00579535854433471
Bcells_S6,14.0,0.00728455700947966
Th1naive_CREB,15.0,0.009108496398030965
NKT_S6,16.0,0.011329696684474665
mDC_Frequency,16.0,0.011329696684474665
CD41hiCD61hiPLT_S6,16.5,0.01257783876337894
CD4Tcm_S6,17.0,0.014019277113959953
CD56brightCD16nNKcells_STAT3,75.0,0.014931389578798809
Tregnaive_p38,25.0,0.014931389578798809
CD4Tem_S6,18.0,0.017257456083119765
CCR2nncMC_Frequency,82.0,0.017257456083119765
Tregmem_S6,18.0,0.017257456083119765
CD62LnAgedNeutrophils_S6,18.0,0.017257456083119765
CD56dimCD16pNKcells_ERK,81.0,0.018487318241699347
CD8Trm_S6,19.0,0.0211339281291611
CD4Tnaive_S6,19.0,0.0211339281291611
CCR2nncMC_S6,20.0,0.025748080821108063
CD62LpImmatureNeutrophils_S6,20.0,0.025748080821108063
CD56brightCD16nNKcells_S6,20.0,0.025748080821108063
CD56dimCD16pNKcells_S6,20.0,0.025748080821108063
intMC_S6,20.0,0.025748080821108063
CCR2pcMC_S6,20.0,0.025748080821108063
CD8Tem_S6,21.0,0.031209012771740218
MDSC_S6,21.0,0.031209012771740218
CD62LpImmatureNeutrophils_NFkB,77.0,0.03571153595057968
CCR2pcMC_ERK,78.0,0.03763531378731424
mDC_S6,22.0,0.03763531378731424
intMC_Frequency,78.0,0.03763531378731424
CD8Tnaive_S6,22.0,0.03763531378731424
CD61pCD41pPLT_MAPKAPK2,72.5,0.04033146358706222
CCR2nncMC_ERK,75.5,0.043464260452570534
CCR2pcMC_STAT6,77.0,0.04515456962427901
CCR2nncMC_NFkB,77.0,0.04515456962427901
pDC_ERK,76.0,0.052103488521841726
CCR2nncMC_MAPKAPK2,76.0,0.053902557169387175
Bcells_STAT5,29.5,0.0623296261782105
CD62LnAgedNeutrophils_ERK,75.0,0.0639221346034546
Th1naive_IkB,25.0,0.06402210128302689
pDC_IkB,25.0,0.06402210128302689
CD62LpImmatureNeutrophils_Frequency,25.0,0.06402210128302689
Th1naive_MAPKAPK2,25.0,0.06402210128302689
CD8Tcm_S6,25.0,0.06402210128302689
pDC_S6,25.0,0.06402210128302689
gdTcells_S6,26.0,0.07566157214388704
intMC_ERK,74.0,0.07566157214388704
CD56dimCD16pNKcells_STAT3,65.0,0.07787247147704081
CD8Trm_STAT3,65.0,0.07787247147704081
gdTcells_Frequency,27.0,0.08897301170181328
CD4Tem_MAPKAPK2,73.0,0.08897301170181328
CD8Tem_STAT5,73.0,0.08897301170181328
Tregnaive_Frequency,73.0,0.08897301170181328
CCR2pcMC_Frequency,27.0,0.08897301170181328
CD61pCD41pPLT_STAT3,71.0,0.08983166390214148
CD8Tem_STAT3,67.0,0.10116105881500473
mDC_NFkB,72.0,0.10410988966022681
Th1naive_ERK,72.0,0.10410988966022681
CD61pCD41pPLT_CREB,71.5,0.10766887323916079
mDC_ERK,69.0,0.11446439743972434
CD56brightCD16nNKcells_Frequency,29.0,0.12122450301291662
CD8Trm_STAT5,71.0,0.12122450301291662
CD56dimCD16pNKcells_Frequency,71.0,0.12122450301291662
mDC_STAT3,29.0,0.12122450301291662
pDC_NFkB,71.0,0.12122450301291662
CD56dimCD16pNKcells_STAT5,70.0,0.14046504815835495
pDC_MAPKAPK2,70.0,0.14046504815835495
CCR2nncMC_CREB,70.0,0.14046504815835495
mDC_MAPKAPK2,70.0,0.14046504815835495
CD62LpImmatureNeutrophils_MAPKAPK2,67.0,0.14332190601165704
CD61pCD41pPLT_IkB,69.5,0.15077333785344002
CCR2pcMC_MAPKAPK2,69.0,0.16197241048012612
CD4Trm_S6,31.0,0.16197241048012612
NKT_STAT5,69.0,0.16197241048012612
CD4Tcm_MAPKAPK2,69.0,0.16197241048012612
CD41hiCD61hiPLT_STAT3,60.0,0.16807831903497028
Th1naive_STAT1,60.0,0.16807831903497028
CD61pCD41pPLT_STAT5,66.0,0.1691832412563824
MDSC_STAT6,68.5,0.171996585262853
CD8Tnaive_STAT5,68.0,0.18587673236587576
gdTcells_STAT5,68.0,0.18587673236587576
Tregmem_STAT5,68.0,0.18587673236587576
CCR2nncMC_STAT5,68.0,0.18587673236587576
Th1naive_STAT6,68.0,0.18587673236587576
MDSC_Frequency,32.0,0.18587673236587576
MDSC_ERK,67.0,0.20622085275143165
CD56brightCD16nNKcells_ERK,66.0,0.21060011498284048
CD61pCD41pPLT_NFkB,67.0,0.21160560249578764
intMC_p38,67.0,0.21160560249578764
CD4Trm_Frequency,67.0,0.21229383619233155
CD56brightCD16nNKcells_IkB,33.0,0.21229383619233155
Th1mem_IkB,33.0,0.21229383619233155
CD4Trm_MAPKAPK2,33.0,0.21229383619233155
CD62LnAgedNeutrophils_MAPKAPK2,67.0,0.21229383619233155
CD4Tnaive_Frequency,67.0,0.21229383619233155
CD8Tcm_STAT5,67.0,0.21229383619233155
Th1naive_STAT5,67.0,0.21229383619233155
CD8Trm_STAT6,33.0,0.21229383619233155
CD62LnAgedNeutrophils_STAT6,67.0,0.21229383619233155
CCR2pcMC_STAT5,67.0,0.21229383619233155
Tregmem_STAT3,34.0,0.24061307571063617
CCR2pcMC_CREB,66.0,0.24132159301718004
mDC_IkB,66.0,0.24132159301718004
CD62LnAgedNeutrophils_NFkB,66.0,0.24132159301718004
pDC_STAT6,65.0,0.26664999431214453
gdTcells_STAT3,63.5,0.26735488604979774
MDSC_STAT3,35.0,0.27303633975118835
intMC_STAT3,35.0,0.27303633975118835
mDC_CREB,65.0,0.27303633975118835
CD4Tnaive_STAT3,35.0,0.27303633975118835
intMC_STAT5,65.0,0.27303633975118835
CD8Tcm_MAPKAPK2,65.0,0.27303633975118835
NKT_MAPKAPK2,64.0,0.3074894566186813
CD8Tem_STAT6,36.0,0.3074894566186813
CCR2pcMC_NFkB,64.0,0.3074894566186813
CCR2pcMC_IkB,64.0,0.3074894566186813
Th1naive_STAT3,36.0,0.3074894566186813
intMC_MAPKAPK2,64.0,0.3074894566186813
CD4Trm_NFkB,36.0,0.3074894566186813
CD62LpImmatureNeutrophils_CREB,64.0,0.3074894566186813
Bcells_ERK,63.0,0.3343168990950647
Th1naive_p38,37.0,0.3343168990950647
Tregnaive_S6,37.0,0.3410478297090864
CD4Tcm_STAT3,37.0,0.3447042220069576
Tregmem_STAT6,63.0,0.3447042220069576
Tregnaive_STAT6,37.0,0.3447042220069576
CD8Tem_MAPKAPK2,63.0,0.3447042220069576
CD4Tnaive_IkB,37.0,0.3447042220069576
CD62LnAgedNeutrophils_CREB,63.0,0.3447042220069576
intMC_CREB,63.0,0.3447042220069576
CD8Tnaive_ERK,37.0,0.3447042220069576
Tregmem_MAPKAPK2,63.0,0.3447042220069576
CD4Tcm_ERK,63.0,0.3447042220069576
Tregmem_p38,45.0,0.36812025069351895
CD62LpImmatureNeutrophils_ERK,55.0,0.36812025069351895
CD4Trm_p38,45.0,0.36812025069351895
CD62LpImmatureNeutrophils_STAT6,55.0,0.36812025069351895
CD41hiCD61hiPLT_STAT6,45.0,0.36812025069351895
CD8Tnaive_p38,45.0,0.36812025069351895
CD62LnAgedNeutrophils_STAT1,55.0,0.36812025069351895
Bcells_STAT6,45.0,0.36812025069351895
Th1mem_STAT1,55.0,0.36812025069351895
CD61pCD41pPLT_STAT6,55.0,0.36812025069351895
CD56dimCD16pNKcells_p38,45.0,0.36812025069351895
CD4Tem_p38,45.0,0.36812025069351895
CD56dimCD16pNKcells_STAT6,45.0,0.36812025069351895
CD4Tnaive_p38,45.0,0.36812025069351895
Bcells_STAT3,55.0,0.36812025069351895
mDC_p38,62.0,0.3828784430737836
pDC_STAT3,38.0,0.38395703557388927
gdTcells_IkB,62.0,0.3846730627355087
CD4Trm_STAT6,38.0,0.3846730627355087
CCR2pcMC_p38,62.0,0.3846730627355087
CD4Tem_STAT5,62.0,0.3846730627355087
CD62LpImmatureNeutrophils_IkB,62.0,0.3846730627355087
Th1mem_CREB,38.0,0.3846730627355087
CCR2nncMC_STAT6,58.5,0.38701255487244757
CCR2pcMC_STAT3,39.0,0.4273553138978077
Th1naive_NFkB,39.0,0.4273553138978077
CD62LnAgedNeutrophils_STAT5,61.0,0.4273553138978077
Tregnaive_STAT5,61.0,0.4273553138978077
CD4Tcm_IkB,39.0,0.4273553138978077
CD8Tem_Frequency,39.0,0.4273553138978077
CD4Tem_IkB,39.0,0.4273553138978077
MDSC_p38,60.0,0.4667529882683453
CD8Tem_ERK,40.0,0.47267559351158717
Tregnaive_NFkB,40.0,0.47267559351158717
CD62LnAgedNeutrophils_STAT3,60.0,0.47267559351158717
CD56brightCD16nNKcells_MAPKAPK2,40.0,0.47267559351158717
MDSC_NFkB,60.0,0.47267559351158717
Th1naive_Frequency,40.0,0.47267559351158717
NKT_Frequency,40.0,0.47267559351158717
Th1mem_p38,58.5,0.49487925454028414
CD8Tnaive_CREB,41.0,0.5205228832757727
CD56brightCD16nNKcells_STAT5,59.0,0.5205228832757727
MDSC_STAT5,41.0,0.5205228832757727
MDSC_CREB,59.0,0.5205228832757727
