,ROC AUC,Average Precision,N features,CVS
STABL,"0.280 [0.081, 0.541]","0.404 [0.230, 0.702]","4.500 [2.250, 10.000]","0.125 [0.000, 0.353]"
SS 03,"0.250 [0.060, 0.485] (p=0.404)","0.391 [0.227, 0.664] (p=0.44)","8.000 [8.000, 9.000] (p=1.197e-01)","0.500 [0.429, 0.600] (p=3.014e-39)"
SS 05,"0.520 [0.253, 0.768] (p=0.061)","0.568 [0.357, 0.842] (p=0.061)","1.000 [0.000, 2.000] (p=1.264e-03)","0.000 [0.000, 0.500] (p=6.607e-02)"
SS 08,"0.500 [0.500, 0.500] (p=0.073)","0.500 [0.300, 0.700] (p=0.097)","0.000 [0.000, 0.000] (p=3.262e-06)","0.000 [0.000, 0.000] (p=2.967e-32)"
Lasso,"0.390 [0.151, 0.660] (p=0.229)","0.545 [0.298, 0.783] (p=0.068)","6.000 [0.000, 12.250] (p=1.000e+00)","0.000 [0.000, 0.246] (p=1.135e-02)"
Lasso 1SE,"0.430 [0.182, 0.681] (p=0.169)","0.545 [0.296, 0.791] (p=0.049)","6.000 [0.000, 12.250] (p=8.904e-01)","0.000 [0.000, 0.175] (p=9.243e-05)"
ElasticNet,"0.140 [0.000, 0.321] (p=0.201)","0.362 [0.215, 0.641] (p=0.309)","2.500 [0.000, 13.250] (p=7.099e-01)","0.000 [0.000, 0.113] (p=2.533e-07)"
