,ROC AUC,Average Precision,N features,CVS
STABL,"0.540 [0.281, 0.839]","0.549 [0.320, 0.860]","2.000 [1.000, 2.250]","0.500 [0.000, 1.000]"
SS 03,"0.440 [0.151, 0.748] (p=0.191)","0.460 [0.275, 0.774] (p=0.033)","5.000 [5.000, 5.000] (p=2.214e-71)","1.000 [0.833, 1.000] (p=0.000e+00)"
SS 05,"0.590 [0.297, 0.849] (p=0.291)","0.569 [0.357, 0.910] (p=0.406)","4.000 [4.000, 4.000] (p=1.014e-71)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.530 [0.264, 0.813] (p=0.445)","0.516 [0.307, 0.853] (p=0.264)","2.000 [2.000, 2.000] (p=2.711e-01)","1.000 [1.000, 1.000] (p=0.000e+00)"
Lasso,"0.600 [0.343, 0.854] (p=0.245)","0.572 [0.351, 0.934] (p=0.374)","2.500 [2.000, 4.000] (p=6.028e-15)","0.500 [0.400, 0.800] (p=1.713e-89)"
Lasso 1SE,"0.610 [0.343, 0.889] (p=0.232)","0.575 [0.370, 0.934] (p=0.378)","2.500 [2.000, 4.000] (p=6.028e-15)","0.500 [0.400, 0.800] (p=1.713e-89)"
ElasticNet,"0.540 [0.260, 0.838] (p=0.476)","0.521 [0.295, 0.839] (p=0.344)","3.000 [3.000, 4.250] (p=3.237e-32)","0.667 [0.500, 0.800] (p=8.523e-301)"
