,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.220 [0.044, 0.470]","0.392 [0.236, 0.696]","2.000 [1.750, 3.000]","0.500 [0.000, 0.750]",3.735e-02
SS 03,"0.380 [0.143, 0.657] (p=0.168)","0.455 [0.278, 0.784] (p=0.281)","5.000 [5.000, 5.000] (p=1.675e-57)","1.000 [1.000, 1.000] (p=0.000e+00)",3.847e-01
SS 05,"0.340 [0.107, 0.600] (p=0.218)","0.441 [0.237, 0.770] (p=0.333)","5.000 [4.750, 5.000] (p=2.085e-54)","1.000 [0.800, 1.000] (p=0.000e+00)",2.413e-01
SS 08,"0.150 [0.000, 0.354] (p=0.167)","0.362 [0.209, 0.629] (p=0.1)","3.000 [3.000, 3.000] (p=1.675e-17)","1.000 [1.000, 1.000] (p=0.000e+00)",9.108e-03
Lasso,"0.405 [0.280, 0.500] (p=0.105)","0.476 [0.250, 0.700] (p=0.046)","0.000 [0.000, 0.000] (p=6.865e-45)","0.000 [0.000, 0.000] (p=0.000e+00)",1.916e-01
Lasso 1SE,"0.450 [0.350, 0.500] (p=0.069)","0.500 [0.300, 0.700] (p=0.019)","0.000 [0.000, 0.000] (p=1.685e-47)","0.000 [0.000, 0.000] (p=0.000e+00)",3.681e-01
ElasticNet,"0.650 [0.405, 0.870] (p=0.012)","0.662 [0.371, 0.929] (p=0.01)","0.000 [0.000, 0.000] (p=2.609e-57)","0.000 [0.000, 0.000] (p=0.000e+00)",2.730e-01
