,Feature Name
Feature n°1,Bcells_Frequency
Feature n°2,CCR2pcMC_Frequency
Feature n°3,CD4Tnaive_Frequency
Feature n°4,CD4Trm_STAT6
Feature n°5,CD56brightCD16nNKcells_Frequency
Feature n°6,CD8Tnaive_Frequency
Feature n°7,intMC_Frequency
Feature n°8,pDC_STAT5
Feature n°9,pDC_MAPKAPK2
Feature n°10,Th1mem_STAT6
Feature n°11,Tregnaive_STAT6
