,Feature Name
Feature n°1,CCR2nncMC_S6
Feature n°2,CCR2nncMC_NFkB
Feature n°3,CD41hiCD61hiPLT_MAPKAPK2
Feature n°4,CD4Tnaive_Frequency
Feature n°5,CD4Trm_STAT6
Feature n°6,CD4Trm_Frequency
Feature n°7,CD56dimCD16pNKcells_Frequency
Feature n°8,CD62LpImmatureNeutrophils_IkB
Feature n°9,intMC_S6
Feature n°10,Th1mem_ERK
Feature n°11,Th1naive_S6
