,Max Proba
artificial.235,0.919
artificial.595,0.916
artificial.506,0.909
artificial.37,0.902
artificial.930,0.893
artificial.340,0.891
artificial.1060,0.888
artificial.558,0.887
artificial.694,0.886
artificial.355,0.88
artificial.163,0.879
artificial.155,0.878
artificial.505,0.875
artificial.220,0.875
artificial.548,0.874
artificial.708,0.872
artificial.1108,0.859
artificial.1016,0.852
artificial.382,0.85
artificial.1123,0.844
artificial.1122,0.843
artificial.865,0.837
artificial.728,0.833
artificial.902,0.831
artificial.541,0.83
artificial.1000,0.828
artificial.750,0.827
artificial.14,0.826
artificial.140,0.825
artificial.1057,0.819
artificial.421,0.818
artificial.625,0.816
artificial.273,0.816
artificial.621,0.814
artificial.280,0.812
artificial.726,0.811
artificial.642,0.803
artificial.891,0.801
artificial.59,0.799
artificial.224,0.795
artificial.178,0.795
artificial.888,0.795
artificial.1,0.793
artificial.415,0.791
artificial.844,0.788
artificial.16,0.787
artificial.13,0.786
artificial.55,0.783
artificial.101,0.782
artificial.870,0.779
artificial.456,0.778
artificial.51,0.774
artificial.583,0.773
artificial.653,0.772
artificial.457,0.772
artificial.316,0.771
artificial.916,0.769
artificial.324,0.766
artificial.314,0.764
artificial.327,0.763
artificial.839,0.762
artificial.594,0.758
artificial.832,0.758
artificial.738,0.755
artificial.751,0.751
artificial.569,0.751
artificial.897,0.749
artificial.792,0.748
artificial.948,0.746
artificial.677,0.745
artificial.905,0.744
artificial.409,0.741
artificial.133,0.738
artificial.632,0.735
artificial.452,0.734
artificial.29,0.734
artificial.138,0.734
artificial.17,0.73
artificial.1037,0.728
artificial.56,0.724
artificial.571,0.72
artificial.550,0.72
artificial.435,0.718
artificial.1126,0.718
artificial.526,0.717
artificial.553,0.717
artificial.1098,0.717
artificial.331,0.717
artificial.351,0.716
artificial.43,0.714
artificial.1024,0.714
artificial.341,0.713
artificial.551,0.709
artificial.972,0.709
artificial.460,0.708
artificial.914,0.708
artificial.272,0.706
artificial.1079,0.706
artificial.724,0.706
artificial.646,0.705
artificial.89,0.703
artificial.975,0.703
artificial.867,0.702
artificial.107,0.702
artificial.384,0.701
artificial.424,0.7
artificial.375,0.699
artificial.825,0.699
artificial.181,0.698
artificial.1092,0.693
artificial.817,0.69
artificial.947,0.688
artificial.35,0.684
artificial.209,0.684
artificial.725,0.683
artificial.63,0.68
artificial.1084,0.679
artificial.433,0.678
artificial.131,0.677
artificial.66,0.677
artificial.199,0.675
artificial.607,0.675
artificial.968,0.674
artificial.371,0.674
artificial.245,0.674
artificial.498,0.673
artificial.123,0.672
artificial.165,0.671
artificial.574,0.671
artificial.917,0.67
artificial.410,0.667
artificial.46,0.666
artificial.740,0.666
artificial.722,0.666
artificial.290,0.666
artificial.999,0.665
artificial.683,0.665
artificial.284,0.664
artificial.8,0.663
artificial.465,0.663
artificial.49,0.662
artificial.853,0.661
artificial.141,0.661
artificial.376,0.661
artificial.798,0.659
artificial.373,0.658
artificial.1011,0.658
artificial.546,0.657
artificial.639,0.657
artificial.856,0.655
artificial.559,0.655
artificial.731,0.654
artificial.1081,0.654
artificial.828,0.654
artificial.259,0.653
artificial.381,0.653
artificial.400,0.651
artificial.349,0.649
artificial.422,0.649
artificial.293,0.648
artificial.38,0.641
artificial.921,0.64
artificial.624,0.64
artificial.387,0.638
artificial.361,0.638
artificial.1065,0.637
artificial.388,0.637
artificial.945,0.637
artificial.1059,0.637
artificial.936,0.634
artificial.268,0.634
artificial.1021,0.634
artificial.797,0.633
artificial.714,0.633
artificial.729,0.63
artificial.604,0.629
artificial.933,0.623
artificial.194,0.623
artificial.786,0.623
artificial.208,0.623
artificial.145,0.623
artificial.1022,0.621
artificial.527,0.621
artificial.847,0.621
artificial.466,0.62
artificial.508,0.62
artificial.1085,0.619
artificial.608,0.618
artificial.818,0.618
artificial.974,0.617
artificial.597,0.616
artificial.218,0.616
artificial.401,0.615
artificial.987,0.615
artificial.15,0.615
artificial.283,0.614
artificial.790,0.611
artificial.237,0.61
artificial.1125,0.609
artificial.774,0.609
artificial.1078,0.609
artificial.82,0.609
artificial.780,0.609
artificial.91,0.608
artificial.989,0.608
artificial.257,0.607
artificial.929,0.606
artificial.77,0.606
artificial.179,0.606
artificial.346,0.605
artificial.843,0.605
artificial.565,0.604
artificial.977,0.603
artificial.476,0.603
artificial.562,0.602
artificial.1042,0.601
artificial.984,0.601
artificial.782,0.599
artificial.416,0.597
artificial.170,0.596
artificial.161,0.595
artificial.721,0.594
artificial.815,0.591
artificial.166,0.59
artificial.791,0.59
artificial.953,0.59
artificial.937,0.589
artificial.451,0.586
artificial.504,0.584
artificial.1046,0.584
artificial.342,0.584
artificial.939,0.583
artificial.587,0.581
artificial.736,0.58
artificial.263,0.58
artificial.164,0.578
artificial.112,0.577
artificial.339,0.576
artificial.31,0.576
artificial.907,0.575
artificial.62,0.575
artificial.25,0.574
artificial.356,0.573
artificial.1020,0.573
artificial.514,0.572
artificial.120,0.571
artificial.150,0.57
artificial.950,0.57
artificial.727,0.57
artificial.806,0.569
artificial.434,0.569
artificial.4,0.568
artificial.246,0.567
artificial.802,0.567
artificial.1097,0.565
artificial.212,0.565
artificial.507,0.564
artificial.58,0.564
artificial.1032,0.564
artificial.380,0.563
artificial.719,0.562
artificial.605,0.561
artificial.1050,0.561
artificial.269,0.561
artificial.1074,0.561
artificial.345,0.558
artificial.543,0.558
artificial.94,0.558
artificial.196,0.558
artificial.599,0.557
artificial.1028,0.554
artificial.1091,0.553
artificial.745,0.552
artificial.438,0.551
artificial.935,0.551
artificial.1052,0.548
artificial.672,0.547
artificial.671,0.547
artificial.129,0.546
artificial.419,0.546
artificial.418,0.546
artificial.44,0.546
artificial.323,0.546
artificial.496,0.544
artificial.845,0.543
artificial.217,0.542
artificial.502,0.541
artificial.228,0.541
artificial.538,0.539
artificial.499,0.538
artificial.289,0.537
artificial.890,0.537
artificial.432,0.536
artificial.171,0.534
artificial.1115,0.533
artificial.396,0.533
artificial.711,0.532
artificial.488,0.532
artificial.872,0.532
artificial.841,0.532
artificial.311,0.531
artificial.238,0.531
artificial.707,0.529
artificial.807,0.529
artificial.431,0.529
artificial.875,0.527
artificial.1061,0.526
artificial.763,0.525
artificial.877,0.525
artificial.580,0.525
artificial.3,0.524
artificial.979,0.523
artificial.142,0.522
