,ROC AUC,Average Precision,N features,CVS
STABL,"0.700 [0.462, 0.912]","0.701 [0.429, 0.934]","9.000 [0.000, 13.000]","0.000 [0.000, 0.473]"
SS 03,"0.870 [0.635, 1.000] (p=0.017)","0.922 [0.748, 1.000] (p=0.036)","15.000 [14.000, 16.000] (p=3.847e-03)","0.706 [0.611, 0.800] (p=1.417e-50)"
SS 05,"0.850 [0.625, 1.000] (p=0.029)","0.904 [0.732, 1.000] (p=0.076)","12.000 [10.750, 13.000] (p=6.748e-02)","0.692 [0.538, 0.786] (p=4.458e-46)"
SS 08,"0.550 [0.229, 0.808] (p=0.212)","0.684 [0.422, 0.877] (p=0.438)","5.000 [4.000, 5.000] (p=1.035e-01)","0.571 [0.429, 0.667] (p=1.150e-32)"
Lasso,"0.850 [0.625, 1.000] (p=0.079)","0.900 [0.746, 1.000] (p=0.138)","17.000 [15.000, 18.000] (p=1.663e-03)","0.650 [0.543, 0.750] (p=8.159e-41)"
Lasso 1SE,"0.840 [0.626, 1.000] (p=0.105)","0.881 [0.692, 1.000] (p=0.175)","17.000 [16.000, 17.250] (p=1.421e-03)","0.650 [0.500, 0.720] (p=2.218e-39)"
ElasticNet,"0.910 [0.760, 1.000] (p=0.02)","0.937 [0.796, 1.000] (p=0.057)","72.000 [57.000, 105.750] (p=6.066e-08)","0.574 [0.464, 0.689] (p=3.747e-34)"
