,ROC AUC,Average Precision,N features,CVS
STABL,"0.625 [0.375, 0.860]","0.611 [0.363, 0.869]","3.000 [0.000, 18.500]","0.000 [0.000, 0.000]"
SS 03,"0.870 [0.657, 1.000] (p=0.016)","0.920 [0.759, 1.000] (p=0.002)","15.000 [14.000, 16.000] (p=5.635e-02)","0.737 [0.611, 0.812] (p=2.510e-59)"
SS 05,"0.840 [0.594, 1.000] (p=0.041)","0.902 [0.719, 1.000] (p=0.015)","12.000 [11.000, 13.000] (p=2.981e-01)","0.692 [0.562, 0.786] (p=3.089e-57)"
SS 08,"0.490 [0.187, 0.760] (p=0.235)","0.656 [0.377, 0.872] (p=0.417)","5.000 [4.000, 5.000] (p=1.000e+00)","0.600 [0.429, 0.667] (p=3.481e-48)"
Lasso,"0.880 [0.710, 1.000] (p=0.021)","0.908 [0.733, 1.000] (p=0.039)","17.000 [15.000, 17.250] (p=3.403e-02)","0.650 [0.542, 0.737] (p=5.074e-53)"
Lasso 1SE,"0.830 [0.595, 1.000] (p=0.053)","0.877 [0.678, 1.000] (p=0.067)","17.000 [14.750, 18.000] (p=4.004e-02)","0.632 [0.522, 0.737] (p=2.486e-51)"
ElasticNet,"0.910 [0.747, 1.000] (p=0.001)","0.937 [0.805, 1.000] (p=0.007)","72.000 [57.000, 105.500] (p=5.334e-08)","0.575 [0.464, 0.689] (p=1.745e-48)"
